count,count_filetype,create_time,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,otu,otu_filetype,param_filename,parameters.as_datasets,parameters.chromInfo,parameters.count.values,parameters.dbkey,parameters.fontsize,parameters.input.__current_case__,parameters.input.dist.values,parameters.input.name.values,parameters.input.source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-22 11:22:46.801769,slurm_normal,,,1490181774.0,0,1.0,main_w3_handler1,3041129,15364869,False,,9503745.roundup,slurm,,132112168.0,,,corral-repl,41355.0,tabular,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""24""",,,,,32.0,,36773207,1490181769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-03-22 11:22:57.467488,,5.0
,,2017-06-02 08:47:13.615911,slurm_normal,,,1496393391.0,0,1.0,main_w3_handler1,3077894,15997486,False,,10091977.roundup,slurm,,132112168.0,,,corral-repl,104634.0,tabular,,"""false""","""/galaxy-repl/localdata/chrom/hg38Patch2.len""",,"""hg38Patch2""","""24""",,,,,32.0,,38209361,1496393387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-06-02 08:49:56.064105,47935.0,4.0
1172461.0,tabular,2017-02-15 10:33:24.386624,slurm_normal,1172461.0,tabular,1487155049.0,0,1.0,main_w4_handler0,2994596,15044178,False,,9199918.roundup,slurm,,132112168.0,1172461.0,tabular,corral-repl,,,,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""","[{'src': 'hda', 'id': 28339474}]","""dm6""","""24""",1.0,"[{'src': 'hda', 'id': 28339474}]","[{'src': 'hda', 'id': 28339474}]",column,32.0,,35996581,1487155041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-02-15 10:37:31.499995,92157.0,8.0
,,2017-02-15 13:17:42.142262,slurm_normal,,,1487164673.0,0,1.0,main_w3_handler1,2995232,15045822,False,,9201543.roundup,slurm,,132112168.0,,,corral-repl,125440.0,tabular,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""24""",,,,,32.0,,34920552,1487164668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-02-15 13:17:54.295786,97008.0,5.0
,,2017-02-24 18:52:09.647169,slurm_normal,,,1487962359.0,0,1.0,main_w4_handler0,2888387,15135413,False,,9288744.roundup,slurm,,132112168.0,,,corral-repl,1472015.0,tabular,,"""false""","""/galaxy-repl/localdata/chrom/equCab2.len""",,"""equCab2""","""24""",,,,,32.0,,34858987,1487962345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-02-24 18:52:52.092102,66783.0,14.0
,,2017-03-13 13:56:05.089852,slurm_normal,,,1489413384.0,0,1.0,main_w3_handler1,2969730,15281934,False,,9426137.roundup,slurm,,132112168.0,,,corral-repl,958899.0,tabular,,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""",,"""dm6""","""24""",,,,,32.0,,36590049,1489413378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-03-13 13:56:57.367485,98888.0,6.0
,,2017-04-20 03:35:58.348426,slurm_normal,,,1492659377.0,0,1.0,main_w4_handler0,3079507,15631327,False,,9749518.roundup,slurm,,132112168.0,,,corral-repl,7378059.0,fasta,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""24""",,,,,32.0,,37421010,1492659367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-04-20 03:36:41.629201,88558.0,10.0
,,2017-06-14 10:02:45.237666,slurm_normal,,,1497434591.0,0,1.0,main_w3_handler1,3154414,16098176,False,,10183223.roundup,slurm,,132112168.0,,,corral-repl,16415.0,txt,,"""false""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""24""",,,,,32.0,,38649948,1497434587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-06-14 10:03:13.544038,107642.0,4.0
,,2017-05-17 19:10:06.257061,slurm_normal,,,1495049945.0,0,1.0,main_w3_handler0,3108901,15870982,False,,9971470.roundup,slurm,,132112168.0,,,corral-repl,11244150.0,tabular,,"""false""","""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""24""",,,,,32.0,,37078845,1495049938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-05-17 19:39:10.274788,17286.0,7.0
,,2017-05-23 17:41:18.689604,slurm_normal,38249958.0,fasta,1495561292.0,0,1.0,main_w3_handler1,3123535,15919512,False,,10017399.roundup,slurm,,132112168.0,,,corral-repl,,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""24""",2.0,"[{'src': 'hda', 'id': 29733853}]",,phylip,32.0,,38160627,1495561288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_heatmap_sim/1.24.0,1.24.0,,2017-05-23 17:41:37.387461,106462.0,4.0
