chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.sample_num,parameters.tracking_file,parameters.tracking_file.values,parameters.transcripts_file,parameters.transcripts_file.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,tracking_file,tracking_file_filetype,transcripts_file,transcripts_file_filetype,update_time,user_id,runtime
,,2017-11-09 18:25:08.179058,slurm_normal,1510252311.0,0,,1.0,main_w4_handler0,3300044,17400376,False,,11462048,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""",,"[{'src': 'hda', 'id': 32200158}]",,"[{'src': 'hda', 'id': 32200043}]",32.0,,41740102,1510252298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,0,tabular,0,gtf,2017-11-09 18:36:09.387968,115228.0,13.0
,,2018-02-02 09:51:49.984991,slurm_normal,1517565124.0,0,,1.0,main_w4_handler0,3397766,18233456,False,,12314040,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""1""",,"[{'src': 'hda', 'id': 33628208}]",,"[{'src': 'hda', 'id': 33479207}]",32.0,,43402104,1517565119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,17123060,gtf,24822245,gtf,2018-02-02 09:52:05.829706,120230.0,5.0
,,2018-03-08 16:45:56.161276,slurm_normal,1520527611.0,0,7680.0,1.0,main_w4_handler1,3454470,18660095,False,,12756171,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250580}]",32.0,,43556871,1520527596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90793044,gtf,2018-03-08 16:46:52.652812,17286.0,15.0
,,2018-03-08 16:45:58.514851,slurm_normal,1520527590.0,0,7680.0,1.0,main_w4_handler0,3454470,18660098,False,,12756165,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250595}]",32.0,,43556871,1520527574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90819801,gtf,2018-03-08 16:46:31.693486,17286.0,16.0
,,2018-03-08 16:45:56.985083,slurm_normal,1520527589.0,0,7680.0,1.0,main_w4_handler0,3454470,18660096,False,,12756163,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250585}]",32.0,,43556871,1520527574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90842968,gtf,2018-03-08 16:46:31.577783,17286.0,15.0
,,2018-03-08 16:45:57.801484,slurm_normal,1520527611.0,0,7680.0,1.0,main_w4_handler1,3454470,18660097,False,,12756172,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250590}]",32.0,,43556871,1520527596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90804150,gtf,2018-03-08 16:46:52.781932,17286.0,15.0
,,2018-03-08 16:45:59.222296,slurm_normal,1520527593.0,0,7680.0,1.0,main_w3_handler1,3454470,18660099,False,,12756168,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250600}]",32.0,,43556871,1520527577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90767860,gtf,2018-03-08 16:46:36.176647,17286.0,16.0
,,2018-03-08 16:45:55.334164,slurm_normal,1520527588.0,0,7680.0,1.0,main_w3_handler0,3454470,18660094,False,,12756164,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250575}]",32.0,,43556871,1520527574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90777561,gtf,2018-03-08 16:46:32.603111,17286.0,14.0
,,2018-03-08 16:45:53.664427,slurm_normal,1520527588.0,0,7680.0,1.0,main_w4_handler1,3454470,18660093,False,,12756162,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250570}]",32.0,,43556871,1520527572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90763018,gtf,2018-03-08 16:46:29.774233,17286.0,16.0
,,2018-03-08 16:45:59.571974,slurm_normal,1520527616.0,0,7680.0,1.0,main_w4_handler1,3454470,18660101,False,,12756175,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""1""",,"[{'src': 'hda', 'id': 34299900}]",,"[{'src': 'hda', 'id': 34250605}]",32.0,,43556871,1520527602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/filter_transcripts_via_tracking/filter_combined_via_tracking/0.1,0.1,,32992239,tabular,90822426,gtf,2018-03-08 16:46:57.651619,17286.0,14.0
