chromInfo,chromInfo_filetype,create_time,destination_id,dist_file1,dist_file1_filetype,dist_file2,dist_file2_filetype,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dist_file1,parameters.dist_file1.values,parameters.dist_file2,parameters.dist_file2.values,parameters.flag_in,parameters.nt_spec,parameters.seq_file,parameters.seq_file.values,parameters.threshold,processor_count,runner_name,seq_file,seq_file_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-03 19:14:05.317875,slurm_normal,34147,txt,30582,txt,1515008595.0,0,1.0,main_w3_handler1,2848519,17939107,False,,12015243,slurm,,132112168.0,corral-repl,,"""3f59d228f0ba11e790fa005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33162455}]",,"[{'src': 'hda', 'id': 33162456}]","""true""","""ATCG""",,"[{'src': 'hda', 'id': 33151949}]","""7.0""",32.0,,9684,fasta,,1515008591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2018-01-03 19:43:16.883183,68000.0,4.0
,,2017-11-14 18:03:18.375621,slurm_normal,24314351,txt,24314351,txt,1510682661.0,0,1.0,main_w3_handler0,3304569,17456923,False,,11514750,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32311431}]",,"[{'src': 'hda', 'id': 32311434}]","""false""","""ATCG""",,"[{'src': 'hda', 'id': 31966981}]","""1000000.0""",32.0,,12400379,fasta,41620434.0,1510682614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-11-14 18:04:25.747668,,47.0
,,2018-01-12 02:00:35.521495,slurm_normal,358,txt,414,txt,1515722443.0,0,1.0,main_w4_handler0,3383402,18009428,False,,12086739,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33273622}]",,"[{'src': 'hda', 'id': 33273621}]","""true""","""AC""",,"[{'src': 'hda', 'id': 33272011}]","""7.0""",32.0,,180,fasta,42720343.0,1515722438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2018-01-12 02:00:45.566366,112476.0,5.0
,,2018-01-12 02:16:56.081989,slurm_normal,358,txt,379,txt,1515723423.0,0,1.0,main_w4_handler1,3383402,18009520,False,,12086828,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33273622}]",,"[{'src': 'hda', 'id': 33273620}]","""true""","""AC""",,"[{'src': 'hda', 'id': 33272011}]","""7.0""",32.0,,180,fasta,42720343.0,1515723419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2018-01-12 02:17:05.253497,112476.0,4.0
,,2018-01-17 02:13:53.842686,slurm_normal,478,txt,421,txt,1516155247.0,0,1.0,main_w3_handler1,3383402,18055321,False,,12132778,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33309485}]",,"[{'src': 'hda', 'id': 33309483}]","""true""","""AC""",,"[{'src': 'hda', 'id': 33272011}]","""7.0""",32.0,,180,fasta,42720343.0,1516155242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2018-01-17 02:14:10.670827,112476.0,5.0
,,2018-01-17 02:14:32.500872,slurm_normal,421,txt,421,txt,1516155288.0,0,1.0,main_w3_handler0,3383402,18055322,False,,12132780,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33309489}]",,"[{'src': 'hda', 'id': 33309483}]","""true""","""AC""",,"[{'src': 'hda', 'id': 33272011}]","""7.0""",32.0,,180,fasta,42720343.0,1516155283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2018-01-17 02:14:49.488803,112476.0,5.0
,,2018-01-17 02:25:16.187328,slurm_normal,414,txt,379,txt,1516155925.0,0,1.0,main_w3_handler0,3383402,18055432,False,,12132900,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33273621}]",,"[{'src': 'hda', 'id': 33273620}]","""true""","""AC""",,"[{'src': 'hda', 'id': 33272011}]","""7.0""",32.0,,180,fasta,42720343.0,1516155921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2018-01-17 02:25:28.262572,112476.0,4.0
,,2015-09-15 20:35:26.146091,slurm_normal,11254,txt,11329,txt,1442349356.0,0,1.0,main_w1_handler0,2423131,10326947,False,,4610756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21121958,,21121936,,"""True""","""AC""",21121814,,"""7.0""",32.0,,5491,fasta,24914380.0,1442349351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2015-09-15 20:35:57.429330,,5.0
,,2015-05-14 21:25:50.582135,slurm_normal,3991,txt,3913,txt,1431638778.0,0,1.0,main_w2_handler0,2181088,9475033,False,,3799134.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19714281,,19714277,,"""True""","""AC""",18270001,,"""7.0""",32.0,,1939,fasta,22427925.0,1431638774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2015-05-14 21:26:29.447981,58640.0,4.0
,,2015-05-14 21:22:40.131351,slurm_normal,3768,txt,3751,txt,1431638648.0,0,1.0,main_w1_handler0,2181088,9475022,False,,3799123.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19714270,,19714247,,"""True""","""AC""",18270001,,"""7.0""",32.0,,1939,fasta,22427925.0,1431638645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2015-05-14 21:24:11.918676,58640.0,3.0
