create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile_control_cond1,infile_control_cond1_filetype,infile_control_cond2,infile_control_cond2_filetype,infile_pileup_cond1,infile_pileup_cond1_filetype,infile_pileup_cond2,infile_pileup_cond2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.depth1,parameters.depth2,parameters.infile_control_cond1,parameters.infile_control_cond1.values,parameters.infile_control_cond2,parameters.infile_control_cond2.values,parameters.infile_pileup_cond1,parameters.infile_pileup_cond1.values,parameters.infile_pileup_cond2,parameters.infile_pileup_cond2.values,parameters.maxgap,parameters.minlen,parameters.outputs,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-05-25 09:34:14.901579,slurm_normal,1464169459.0,0,1.0,main_w2_handler1,2711228,12982270,False,1682042938,bedgraph,1435912568,bedgraph,1461827756,bedgraph,487298556,bedgraph,,7169293.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598b3eb0136ef5679'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c184a3e1cd6fcea7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae175ef1cf844b37'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbfabcee3b24941e'}]","""50""","""50""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29445865,1464168911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-25 09:44:24.652762,81993.0,548.0
2016-05-25 12:48:51.797547,slurm_normal,1464180644.0,0,1.0,main_w2_handler1,2715602,12983441,False,249894302,bedgraph,360795909,bedgraph,32590036,bedgraph,39907453,bedgraph,,7170091.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""hg38""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e06b4189d48849c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4875000613a4bb2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52461d5e9c0721b4a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52521c5f4a5548414'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,30345032,1464180562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-25 12:50:46.614355,64830.0,82.0
2016-03-31 11:13:13.726024,slurm_normal,1459423056.0,0,1.0,main_w1_handler1,2649292,12297835,False,447191157,bedgraph,449746126,bedgraph,488438823,bedgraph,481873072,bedgraph,,6505522.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",24074134,,24074183,,24074133,,24074182,,"""25""","""50""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28576997,1459422811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-31 11:17:42.854167,79084.0,245.0
2016-03-31 11:05:01.430296,slurm_normal,1459422546.0,0,1.0,main_w1_handler2,2649292,12297635,False,447191157,bedgraph,449746126,bedgraph,488438823,bedgraph,481873072,bedgraph,,6505374.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",24074134,,24074183,,24074133,,24074182,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28576997,1459422317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-31 11:09:10.717214,79084.0,229.0
2016-03-27 05:41:51.436822,slurm_normal,1459057389.0,0,1.0,main_w2_handler0,2625942,12259184,False,78974154,bedgraph,67647972,bedgraph,301590651,bedgraph,163092464,bedgraph,,6469676.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",24010591,,24010586,,24010590,,24010585,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,28849956,1459057324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-27 05:43:11.656097,79916.0,65.0
2016-03-29 14:03:43.191042,slurm_normal,1459261088.0,0,1.0,main_w1_handler1,2648850,12272012,False,918474022,bedgraph,722259189,bedgraph,1778323587,bedgraph,1797184407,bedgraph,,6480841.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24044271,,24044377,,24044248,,24044351,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29240348,1459260253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-29 14:18:12.067791,27039.0,835.0
2016-03-31 10:44:18.764214,slurm_normal,1459421493.0,0,1.0,main_w2_handler1,2649292,12297376,False,447191157,bedgraph,449746126,bedgraph,488438823,bedgraph,481873072,bedgraph,,6505203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",24074134,,24074183,,24074133,,24074182,,"""100""","""100""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28576997,1459421078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-31 10:51:36.977529,79084.0,415.0
2016-03-31 22:32:44.175276,slurm_normal,1459499356.0,0,1.0,main_w2_handler0,2653139,12305434,False,1845782487,bedgraph,1538857205,bedgraph,1054584109,bedgraph,1547289146,bedgraph,,6516071.roundup,slurm,,132112168.0,corral-repl,,"""790b9a26f79011e58c5a005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24093744,,24093754,,24093743,,24093753,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,29307570,1459498643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-01 08:29:19.739807,80466.0,713.0
2016-03-31 22:32:43.454139,slurm_normal,1459503121.0,0,1.0,main_w2_handler1,2653139,12305433,False,1658208533,bedgraph,1573134488,bedgraph,885103294,bedgraph,915258495,bedgraph,,6516590.roundup,slurm,,132112168.0,corral-repl,,"""790b9a26f79011e58c5a005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24093739,,24093749,,24093738,,24093748,,"""100""","""200""","""--ofile-both-conditions""",32.0,,29307570,1459502450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-01 09:32:03.651215,80466.0,671.0
2016-04-01 14:24:09.986451,slurm_normal,1459521462.0,0,1.0,main_w1_handler2,2653139,12311584,False,1845782487,bedgraph,1538857205,bedgraph,1054584109,bedgraph,1547289146,bedgraph,,6518979.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24093744,,24093754,,24093743,,24093753,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29307570,1459520662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-01 14:37:47.316207,80466.0,800.0
2016-04-01 14:24:37.255823,slurm_normal,1459521460.0,0,1.0,main_w1_handler2,2653139,12311587,False,1658208533,bedgraph,1573134488,bedgraph,885103294,bedgraph,915258495,bedgraph,,6518983.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24093739,,24093749,,24093738,,24093748,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29307570,1459520692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-01 14:37:47.365962,80466.0,768.0
2016-04-04 15:46:06.546526,slurm_normal,1459785110.0,0,1.0,main_w2_handler1,2589142,12335312,False,497393540,bedgraph,554481466,bedgraph,618788533,bedgraph,901503745,bedgraph,,6541473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""10.0""","""dm6""","""12""","""14""",23188948,,23188944,,23188949,,23189078,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1459784783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-04 15:51:51.625643,59928.0,327.0
2016-04-04 15:43:55.074372,slurm_normal,1459784975.0,0,1.0,main_w1_handler2,2589142,12335297,False,583138110,bedgraph,502252917,bedgraph,903677161,bedgraph,618871519,bedgraph,,6541454.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""15""","""13""",23851797,,23851790,,23851796,,23851789,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1459784652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-04 15:49:37.183448,59928.0,323.0
2016-04-04 19:20:25.349107,slurm_normal,1459798389.0,0,1.0,main_w2_handler1,2653139,12337014,False,2006221141,bedgraph,1845247883,bedgraph,1051181211,bedgraph,1541397710,bedgraph,,6543103.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24137104,,24137062,,24137103,,24137061,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29307570,1459797638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-04 19:33:15.533359,80466.0,751.0
2016-04-05 09:36:30.185912,slurm_normal,1459849256.0,0,1.0,main_w1_handler1,2657961,12341530,False,350066503,bedgraph,405503050,bedgraph,73625188,bedgraph,115514278,bedgraph,,6547175.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""1""","""1""",24148269,,24148258,,24148260,,24148255,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28944550,1459849021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-05 09:41:00.337674,,235.0
2016-04-07 11:00:26.217445,slurm_normal,1460026989.0,0,1.0,main_w1_handler0,2660921,12360998,False,498663969,bedgraph,498663969,bedgraph,498663969,bedgraph,498663969,bedgraph,,6566154.roundup,slurm,,132112168.0,corral-repl,,"""edf9a304fcaf11e5bf59005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24176831,,24176831,,24176831,,24176831,,"""100""","""200""","""--ofile-both-conditions""",32.0,,29445865,1460026836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-07 11:03:10.921661,81993.0,153.0
2016-04-07 10:59:06.484345,slurm_normal,1460027331.0,0,1.0,main_w2_handler0,2660747,12360967,False,807278897,bedgraph,1105351541,bedgraph,1499258138,bedgraph,1990496584,bedgraph,,6566141.roundup,slurm,,132112168.0,corral-repl,,"""beffedcefcaf11e5b5c5005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24176822,,24176820,,24176823,,24176821,,"""100""","""200""","""--ofile-both-conditions""",32.0,,29445865,1460026757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-07 11:08:52.764856,81993.0,574.0
2016-04-07 10:59:41.037642,slurm_normal,1460027463.0,0,1.0,main_w1_handler1,2660919,12360992,False,807278897,bedgraph,1105351541,bedgraph,1499258138,bedgraph,1990496584,bedgraph,,6566146.roundup,slurm,,132112168.0,corral-repl,,"""d252cb1cfcaf11e5ad5b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24176822,,24176820,,24176823,,24176821,,"""100""","""200""","""--ofile-both-conditions""",32.0,,29445865,1460026795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-07 11:11:07.047863,81993.0,668.0
2016-04-08 18:04:55.821086,slurm_normal,1460138724.0,0,1.0,main_w1_handler0,2648269,12393811,False,463483,bedgraph,54838,bedgraph,463483,bedgraph,54838,bedgraph,,6590046.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24219250,,24219264,,24219250,,24219264,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,29500789,1460138715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-08 18:05:26.773749,81481.0,9.0
2016-04-08 18:04:55.116491,slurm_normal,1460138722.0,0,1.0,main_w1_handler0,2648269,12393809,False,1172489,bedgraph,39860,bedgraph,1172489,bedgraph,39860,bedgraph,,6590045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24219243,,24219257,,24219243,,24219257,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,29500789,1460138713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-08 18:05:26.437445,81481.0,9.0
2016-04-09 12:32:36.743337,slurm_normal,1460205568.0,0,1.0,main_w1_handler2,2478539,12399611,False,837907523,bedgraph,294557801,bedgraph,1003076753,bedgraph,774613866,bedgraph,,6599530.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24228706,,24228705,,24228727,,24228726,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29520830,1460205174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-09 12:39:31.694668,70907.0,394.0
2016-04-09 17:15:35.398174,slurm_normal,1460222557.0,0,1.0,main_w1_handler1,2478539,12401527,False,1003076753,bedgraph,837907523,bedgraph,774613866,bedgraph,294557801,bedgraph,,6601336.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",24231628,,24231620,,24231627,,24231619,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29520830,1460222146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-09 17:22:42.938832,70907.0,411.0
2016-04-09 17:25:53.147069,slurm_normal,1460223285.0,0,1.0,main_w1_handler1,2478539,12401604,False,1003076753,bedgraph,837907523,bedgraph,774613866,bedgraph,294557801,bedgraph,,6601430.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""0.2""","""hg19""","""1""","""1""",24231628,,24231620,,24231627,,24231619,,"""100""","""200""","[""--ofile-cond1""]",32.0,,29520830,1460222769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-09 17:34:49.663789,70907.0,516.0
2016-04-09 20:24:54.562316,slurm_normal,1460234439.0,0,1.0,main_w2_handler0,2663524,12403517,False,1651477439,bedgraph,1815253218,bedgraph,2107233124,bedgraph,2478244641,bedgraph,,6603356.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",24231960,,24231968,,24231959,,24231967,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28735017,1460233539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-09 20:40:43.278173,14978.0,900.0
2016-04-11 17:51:34.883255,slurm_normal,1460398005.0,0,1.0,main_w2_handler0,2663524,12420256,False,944472206,bedgraph,1039381544,bedgraph,2129236286,bedgraph,2504700648,bedgraph,,6621456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",24254251,,24254258,,24254250,,24254257,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28735017,1460397124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-11 18:06:48.640468,14978.0,881.0
2016-04-13 20:19:12.427866,slurm_normal,1460580035.0,0,1.0,main_w1_handler1,2669009,12445543,False,202641049,bedgraph,202641049,bedgraph,137885024,bedgraph,137885024,bedgraph,,6643431.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d10c9f0a0d02f3f7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d10c9f0a0d02f3f7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bfb220bd61a2c6c0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bfb220bd61a2c6c0'}]","""100""","""200""","[""--ofile-cond1""]",32.0,,28815048,1460578787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-13 20:40:39.630645,65666.0,1248.0
2016-04-19 16:29:35.157055,slurm_normal,1461083895.0,0,1.0,main_w2_handler1,2478539,12525917,False,1003076753,bedgraph,837907523,bedgraph,774613866,bedgraph,294557801,bedgraph,,6712156.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c7ea5d1c30192b0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b7703156ecfb275'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5517692b2166bca89'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576ed1a963a3ffa64'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29676489,1461083442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-19 16:38:18.905913,70907.0,453.0
2016-04-19 18:55:23.186825,slurm_normal,1461093880.0,0,1.0,main_w2_handler0,2663524,12527441,False,944472206,bedgraph,1039381544,bedgraph,2129236286,bedgraph,2504700648,bedgraph,,6713391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""38""","""45""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5277b78a3951afa46'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c0399449328c5cf3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5865de82f3bd4b4ab'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fbc9317a22d2080'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28735017,1461092725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-19 19:24:45.599606,14978.0,1155.0
2016-04-20 09:04:11.570458,slurm_normal,1461148192.0,0,1.0,main_w1_handler0,2675765,12533130,False,517845305,bedgraph,861475027,bedgraph,1012691497,bedgraph,2828563705,bedgraph,,6721355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558cc8aa01d050eb1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558f90fd6b5bdcb66'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e86dca959cb63218'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5545737f96311c706'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,29638907,1461147579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-20 10:29:55.354759,42102.0,613.0
2016-04-19 21:54:48.520784,slurm_normal,1461103284.0,0,1.0,main_w1_handler2,2589142,12528868,False,492429186,bedgraph,574006160,bedgraph,613713781,bedgraph,895584083,bedgraph,,6715594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""21""","""32""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e8abae5c919e1d8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5463d35a17628ba14'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e47478466722111'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0f61893b7208972'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1461102940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-19 22:01:26.558658,59928.0,344.0
2016-04-20 13:06:01.663919,slurm_normal,1461157936.0,0,1.0,main_w1_handler1,2589142,12536140,False,720554111,bedgraph,502252917,bedgraph,735119306,bedgraph,618871519,bedgraph,,6722747.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""19""","""18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ddf2eae4fbf609cd'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e6cd1ae6e5f781d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58428f2e843f3c3b1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b500c01255980518d2'}]","""10""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1461157624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-20 13:12:18.998648,59928.0,312.0
2016-04-21 16:07:26.960136,slurm_normal,1461255567.0,0,1.0,main_w2_handler1,2663524,12551847,False,1605,bedgraph,1634,bedgraph,2131858765,bedgraph,2508185304,bedgraph,,6740176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9916d098cd08cae'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c75aece3a95c0ef7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54aae1095639e8d2b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575eb35f060a7f78a'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28735017,1461254863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-21 16:19:53.674427,14978.0,704.0
2016-04-21 16:29:28.675813,reserved,1461256730.0,0,1.0,main_w2_handler0,2573748,12552059,False,386009940,bedgraph,421990503,bedgraph,920340252,bedgraph,1080828654,bedgraph,,6740415.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd321245ee77fa1d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b403cfd1e26b0ac9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6a99d364bf96960'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b589c7f56d8bf4d2a0'}]","""100""","""200""","[""--ofile-both-conditions""]",32.0,,29276741,1461256328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-21 16:38:52.837712,5254.0,402.0
2016-04-21 18:37:10.270426,reserved,1461267864.0,0,1.0,main_w1_handler0,2573748,12553446,False,1574994683,bedgraph,1393114594,bedgraph,1398015933,bedgraph,920268554,bedgraph,,6742529.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5963ee727b6a810e8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c01d9a4860d04944'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56946b4bd04c2a70c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaa3bfe9cb66670d'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2""]",32.0,,29276741,1461267299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-21 19:44:26.996093,5254.0,565.0
