create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.groupings,parameters.source.values,processor_count,runner_name,session_id,source,source_filetype,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-20 10:35:31.454784,slurm_normal,1492684582.0,0,1.0,main_w4_handler1,3080248,15634077,False,,9752101.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],"[{'src': 'hda', 'id': 29291107}]",32.0,,37452965,770,mothur.otu,1492684577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_design/1.20.0,1.20.0,,2017-04-20 10:36:29.028419,,5.0
2017-02-27 21:16:37.456580,slurm_normal,1488230311.0,0,1.0,main_w3_handler1,3011797,15159396,False,,9311013.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],"[{'src': 'hda', 'id': 28540266}]",32.0,,36314751,3632609,tabular,1488230207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_design/1.20.0,1.20.0,,2017-02-27 21:18:37.002094,99424.0,104.0
2017-05-21 19:20:47.747239,slurm_normal,1495394463.0,0,1.0,main_w4_handler1,2991328,15901151,False,,10000125.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],"[{'src': 'hda', 'id': 29707848}]",32.0,,36584128,176058360,qual454,1495394459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_design/1.20.0,1.20.0,,2017-05-21 19:21:05.885268,92765.0,4.0
