chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.alternative,parameters.box,parameters.boxcol,parameters.boxcolval,parameters.ccolours,parameters.chromInfo,parameters.cidentity,parameters.collision,parameters.consensus,parameters.cother,parameters.csimilarity,parameters.dbkey,parameters.docolour,parameters.identity,parameters.input1,parameters.input1.values,parameters.listoptions,parameters.maxnamelen,parameters.name,parameters.number,parameters.pair,parameters.portrait,parameters.resbreak,parameters.residuesperline,parameters.showscore,parameters.title,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-01 17:42:57.552321,rodeo_normal,1425233282.0,0.0,1.0,main_w2_handler0,2192682,8836960,False,,2649587,fasta,2961245.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",18686881,,"""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,20933303,1425231786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2015-03-01 18:08:06.122760,59069.0,1496.0
10.0,len,2017-04-06 01:11:33.541327,slurm_normal,1491447190.0,0.0,1.0,main_w4_handler1,3057752,15501299,False,,5058093,fasta,9628586.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/galaxy-repl/main/files/019/462/dataset_19462319.dat""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 29091708}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""70""","""70""","""-1""","""yes""",32.0,,37130883,1491441095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-04-06 02:53:13.145608,103520.0,6095.0
,,2017-07-07 02:34:47.921698,slurm_normal,1499394913.0,0.0,1.0,main_w3_handler0,3180861,16278665,False,,23575,fasta,10349361.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""hg19""","""no""","""0""",,"[{'src': 'hda', 'id': 30341976}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,39080839,1499394903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-07-07 02:35:15.298725,108491.0,10.0
,,2017-08-13 06:18:19.728379,slurm_normal,1502605112.0,0.0,1.0,main_w3_handler1,3220852,16568249,False,,9977,fasta,10639112.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""GREEN""","""yes""","""no""","""RED""","""RED""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 30854605}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,39846416,1502605105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-08-13 06:18:34.785313,110102.0,7.0
,,2017-08-13 05:45:06.514189,slurm_normal,1502603121.0,0.0,1.0,main_w3_handler1,2451672,16568184,False,,6552,fasta,10639070.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 30854548}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,39846151,1502603114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-08-13 05:45:23.157879,70090.0,7.0
,,2017-08-13 05:38:09.954776,slurm_normal,1502602705.0,0.0,1.0,main_w4_handler1,2451672,16568174,False,,5822,fasta,10639064.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 30854524}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,39846151,1502602697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-08-13 05:38:26.972946,70090.0,8.0
,,2017-08-22 22:15:11.267472,slurm_normal,1503440136.0,0.0,1.0,main_w3_handler0,3202293,16636284,False,,35446,fasta,10708676.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 30952075}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,39497986,1503440119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-08-22 22:15:38.913914,,17.0
,,2017-09-12 19:05:44.645479,slurm_normal,1505243160.0,0.0,1.0,main_w4_handler0,3250520,16798283,False,,1603,fasta,10867051.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 31199650}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,40432472,1505243156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-09-12 19:06:06.635067,107681.0,4.0
,,2017-10-05 02:07:09.367273,slurm_normal,1507169255.0,0.0,1.0,main_w3_handler1,3273470,17027985,False,,95181,txt,11084108.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 31564989}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""500""","""-1""","""yes""",32.0,,41005756,1507169251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-10-05 02:07:46.489642,,4.0
,,2017-09-27 19:52:18.556729,slurm_normal,1506541981.0,0.0,1.0,main_w4_handler1,3267163,16952474,False,,78185,fasta,11020498.roundup,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 31427087}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,40432472,1506541945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-09-27 19:53:03.733549,107681.0,36.0
,,2017-10-22 03:03:57.781837,slurm_normal,1508641464.0,0.0,1.0,main_w4_handler1,3295120,17165015,False,,2958,clustal,11224514,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 31793425}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,40432472,1508641458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-10-22 03:04:31.179709,107681.0,6.0
,,2017-10-22 03:02:49.621636,slurm_normal,1508641379.0,0.0,1.0,main_w4_handler0,3295120,17165006,False,,2807,clustal,11224503,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""?""","""no""","""0""",,"[{'src': 'hda', 'id': 31793422}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,40432472,1508641373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2017-10-22 03:03:00.296008,107681.0,6.0
,,2018-01-22 13:27:45.580168,slurm_normal,1516627698.0,0.0,1.0,main_w3_handler0,2578978,18118415,False,,25855,fasta,12198085,slurm,,132112168.0,corral-repl,,"""0""","""yes""","""no""","""GREY""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""RED""","""yes""","""no""","""BLACK""","""GREEN""","""hg19""","""no""","""0""",,"[{'src': 'hda', 'id': 33440765}]","""yes""","""10""","""yes""","""yes""","""1.5,1.0,0.5""","""no""","""50""","""50""","""-1""","""yes""",32.0,,43347677,1516627672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0,5.0.0,,2018-01-22 13:28:19.703250,12752.0,26.0
