create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition,parameters.addition2.__current_case__,parameters.addition2.addition2_select,parameters.addition2.fd,parameters.addition2.fu,parameters.addition2.id,parameters.addition2.iu,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.io,parameters.k,parameters.mdb,parameters.strand,parameters.ties,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-17 15:30:27.114584,slurm_normal,1479396647.0,0,1.0,main_w4_handler0,2878023,14368095,False,,57720,bed,1086281,1086281,bed,,,,,,,,,bed,8573958.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aab7666d09f93375'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54e5c8c074e9979e4'}]","""false""","""1""","""each""","""""","""first""",32.0,,34041039,1479396633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-17 15:30:56.228800,93619.0,14.0
2016-11-17 15:14:49.834602,slurm_normal,1479395706.0,0,1.0,main_w3_handler0,2878023,14367898,False,,25388,bed,1106636,1106636,bed,,,,,,,,,bed,8573785.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee68117b32b7f59d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb2b4a8b8bdcda9c'}]","""false""","""1""","""each""","""""","""first""",32.0,,34041039,1479395694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-17 15:15:08.803686,93619.0,12.0
2016-11-17 15:20:44.424064,slurm_normal,1479396054.0,0,1.0,main_w3_handler1,2878023,14367955,False,,25388,bed,1086281,1086281,bed,,,,,,,,,bed,8573842.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee68117b32b7f59d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54e5c8c074e9979e4'}]","""false""","""1""","""each""","""""","""first""",32.0,,34041039,1479396046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-17 15:20:57.207959,93619.0,8.0
2016-11-17 15:46:06.783686,slurm_normal,1479397576.0,0,1.0,main_w4_handler1,2896800,14368220,False,,17185,bed,1086281,1086281,bed,,,,,,,,,bed,8574070.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a254cce7d890250b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e07192908878be0a'}]","""false""","""1""","""each""","""""","""first""",32.0,,34041039,1479397569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-17 15:46:21.474099,93619.0,7.0
2016-11-17 16:17:16.614300,slurm_normal,1479399683.0,0,1.0,main_w4_handler0,2896800,14368503,False,,18258,bed,18258,18258,bed,,,,,,,,,bed,8574322.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50ef635461c9fe086'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9d213365f11b5a'}]","""false""","""1""","""each""","""""","""first""",32.0,,34041039,1479399510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-17 16:21:30.148916,93619.0,173.0
2016-11-17 15:35:42.934689,slurm_normal,1479396950.0,0,1.0,main_w3_handler0,2878023,14368151,False,,18258,bed,1086281,1086281,bed,,,,,,,,,bed,8574010.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ede6e506b24e9d14'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54e5c8c074e9979e4'}]","""false""","""1""","""each""","""""","""first""",32.0,,34041039,1479396946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-17 15:35:52.196145,93619.0,4.0
2016-11-17 16:31:58.394567,slurm_normal,1479400488.0,0,1.0,main_w3_handler0,2896800,14368778,False,,114332,bed,18258,18258,bed,,,,,,,,,bed,8574495.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5949fc0df2804a541'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50ef635461c9fe086'}]","""false""","""1""","""each""","""""","""all""",32.0,,34041039,1479400426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-17 16:34:50.052856,93619.0,62.0
2016-11-21 09:10:33.822374,slurm_normal,1479719442.0,0,1.0,main_w4_handler1,2808912,14395906,False,,56261,bed,2958228,2958228,bed,,,,,,,,,bed,8601058.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecc3be9c7348026e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56bf281ec81751ad1'}]","""false""","""1""","""each""","""""","""all""",32.0,,34360239,1479719437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-21 09:10:44.625497,89381.0,5.0
2016-11-23 16:38:26.860543,slurm_normal,1479919192.0,0,1.0,main_w3_handler0,2868788,14417282,False,,847139,bed,490954,490954,bed,,,,,,,,,bed,8621686.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 27386444}]","[{'src': 'hda', 'id': 27375021}]","""false""","""1""","""each""","""""","""all""",32.0,,33449956,1479919138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-23 16:41:40.220408,6515.0,54.0
2016-11-24 15:58:26.783376,slurm_normal,1480003124.0,0,1.0,main_w4_handler1,2886340,14425908,False,,3861906,bed,8619070,8619070,bed,,,,,,,,,bed,8628429.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27401834}]","[{'src': 'hda', 'id': 27401862}]","""false""","""1""","""each""","""""","""all""",32.0,,34144322,1480003111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-24 15:58:46.184318,57602.0,13.0
2016-11-24 15:58:04.789980,slurm_normal,1480003101.0,0,1.0,main_w3_handler1,2886340,14425904,False,,4409790,bed,8619070,8619070,bed,,,,,,,,,bed,8628425.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27401839}]","[{'src': 'hda', 'id': 27401862}]","""false""","""1""","""each""","""""","""all""",32.0,,34144322,1480003088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-11-24 15:58:21.961263,57602.0,13.0
2016-12-01 14:37:58.417377,slurm_normal,1480603095.0,0,1.0,main_w4_handler1,2886340,14462513,False,,3861906,bed,8619070,8619070,bed,,,,,,,,,bed,8656668.roundup,slurm,,132111800.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27401834}]","[{'src': 'hda', 'id': 27458797}]","""false""","""1""","""each""","""""","""all""",32.0,,34144322,1480603083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-01 14:38:18.611513,57602.0,12.0
2017-01-18 00:00:09.978215,slurm_normal,1484697623.0,0,1.0,main_w3_handler0,2896079,14794737,False,,142163,bed,94926257,94926257,gtf,,,,,,,,,gtf,8957408.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27970146}]","[{'src': 'hda', 'id': 27969277}]","""true""","""1""","""each""","""""","""all""",32.0,,34269497,1484697613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-18 00:00:24.688217,,10.0
2017-01-18 00:23:04.047636,slurm_normal,1484698992.0,0,1.0,main_w3_handler0,2896079,14794838,False,,27532,bed,94926257,94926257,gtf,,,,,,,,,gtf,8957514.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27970283}]","[{'src': 'hda', 'id': 27969277}]","""false""","""1""","""each""","""""","""all""",32.0,,34269497,1484698987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-18 00:23:14.952513,,5.0
2017-01-17 23:59:47.186480,slurm_normal,1484697597.0,0,1.0,main_w4_handler0,2896079,14794733,False,,142163,bed,94926257,94926257,gtf,,,,,,,,,gtf,8957406.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27970146}]","[{'src': 'hda', 'id': 27969277}]","""false""","""1""","""each""","""""","""all""",32.0,,34269497,1484697591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-17 23:59:59.420219,,6.0
2017-01-18 00:31:19.200124,slurm_normal,1484699487.0,0,1.0,main_w4_handler1,2896079,14794875,False,,86986,bed,94926257,94926257,gtf,,,,,,,,,gtf,8957555.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27970337}]","[{'src': 'hda', 'id': 27969277}]","""false""","""1""","""each""","""""","""all""",32.0,,34269497,1484699482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-18 00:31:29.245047,,5.0
2016-12-01 14:36:29.634575,slurm_normal,1480603006.0,0,1.0,main_w4_handler1,2886340,14462490,False,,4409790,bed,8619070,8619070,bed,,,,,,,,,bed,8656643.roundup,slurm,,132111800.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27401839}]","[{'src': 'hda', 'id': 27458797}]","""false""","""1""","""each""","""""","""all""",32.0,,34144322,1480602993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-01 14:36:47.299446,57602.0,13.0
2016-12-01 14:46:53.514306,slurm_normal,1480603627.0,0,1.0,main_w4_handler1,2886340,14462654,False,,3861906,bed,5433224,5433224,bed,,,,,,,,,bed,8656855.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27401834}]","[{'src': 'hda', 'id': 27459080}]","""false""","""1""","""each""","""""","""all""",32.0,,34144322,1480603616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-01 14:47:09.639411,57602.0,11.0
2016-12-01 14:46:37.123104,slurm_normal,1480603617.0,0,1.0,main_w3_handler0,2886340,14462648,False,,4409790,bed,5433224,5433224,bed,,,,,,,,,bed,8656850.roundup,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27401839}]","[{'src': 'hda', 'id': 27459080}]","""false""","""1""","""each""","""""","""all""",32.0,,34144322,1480603603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-01 14:47:00.997543,57602.0,14.0
2017-01-17 22:41:55.307556,slurm_normal,1484692940.0,0,1.0,main_w3_handler0,2896079,14794203,False,,428547,bed,94926257,94926257,gtf,,,,,,,,,gtf,8956678.roundup,slurm,,132112168.0,corral-repl,,"""true""",2,a,false,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27969371}]","[{'src': 'hda', 'id': 27969277}]","""false""","""1""","""each""","""""","""all""",32.0,,34269497,1484692933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-17 22:42:22.957534,,7.0
2017-01-17 23:07:33.795481,slurm_normal,1484694465.0,0,1.0,main_w4_handler0,2896079,14794412,False,,428547,bed,94926257,94926257,gtf,,,,,,,,,gtf,8956952.roundup,slurm,,132112168.0,corral-repl,,"""false""",3,b,false,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27969371}]","[{'src': 'hda', 'id': 27969277}]","""false""","""1""","""each""","""""","""all""",32.0,,34269497,1484694458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-17 23:07:48.647971,,7.0
2016-12-08 22:06:45.382551,slurm_normal,1481235272.0,0,1.0,main_w3_handler0,2808912,14522538,False,,11589,bed,2958228,2958228,bed,,,,,,,,,bed,8705258.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27549724}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481235249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 22:14:34.032437,89381.0,23.0
2016-12-08 20:01:48.680380,slurm_normal,1481227343.0,0,1.0,main_w3_handler1,2808912,14520891,False,,3126,bed,2958228,2958228,bed,,,,,,,,,bed,8703621.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27547473}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481227318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 20:02:27.700025,89381.0,25.0
2017-01-18 22:31:27.766620,slurm_normal,1484778696.0,0,1.0,main_w4_handler0,2953031,14804889,False,,40961,bed,4459098,4459098,bed,,,,,,,,,bed,8968205.roundup,slurm,,132112168.0,corral-repl,,"""true""",1,ref,false,false,false,false,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","[{'src': 'hda', 'id': 27985595}]","[{'src': 'hda', 'id': 27985597}]","""false""","""1""","""each""","""""","""all""",32.0,,35086718,1484778692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2017-01-18 22:31:37.099193,64909.0,4.0
2016-12-08 20:48:26.302662,slurm_normal,1481230112.0,0,1.0,main_w3_handler1,2808912,14521510,False,,18160,bed,2958228,2958228,bed,,,,,,,,,bed,8704185.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27548255}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481230109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 20:48:36.374557,89381.0,3.0
2016-12-08 21:10:38.909514,slurm_normal,1481231447.0,0,1.0,main_w4_handler0,2808912,14521850,False,,5946,bed,2958228,2958228,bed,,,,,,,,,bed,8704515.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27548807}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481231442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 21:10:51.664428,89381.0,5.0
2016-12-08 21:31:02.320170,slurm_normal,1481232847.0,0,1.0,main_w4_handler0,2808912,14522083,False,,99939,bed,2958228,2958228,bed,,,,,,,,,bed,8704767.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27549127}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481232814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 21:34:10.159513,89381.0,33.0
2016-12-08 20:26:54.891606,slurm_normal,1481228822.0,0,1.0,main_w4_handler0,2808912,14521134,False,,210114,bed,2958228,2958228,bed,,,,,,,,,bed,8703822.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27350201}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481228817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 20:27:03.678197,89381.0,5.0
2016-12-08 20:40:23.912174,slurm_normal,1481229634.0,0,1.0,main_w3_handler1,2808912,14521340,False,,305051,bed,2958228,2958228,bed,,,,,,,,,bed,8704015.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27548050}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481229629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 20:40:36.443427,89381.0,5.0
2016-12-08 20:56:18.166056,slurm_normal,1481230587.0,0,1.0,main_w3_handler1,2808912,14521647,False,,11589,bed,11589,11589,bed,,,,,,,,,bed,8704336.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27548539}]","[{'src': 'hda', 'id': 27548539}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481230582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 20:56:28.913574,89381.0,5.0
2016-12-08 20:57:39.783244,slurm_normal,1481230673.0,0,1.0,main_w3_handler1,2808912,14521683,False,,11589,bed,2958228,2958228,bed,,,,,,,,,bed,8704357.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27548539}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481230663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 20:57:54.356092,89381.0,10.0
2016-12-08 21:16:47.390748,slurm_normal,1481231817.0,0,1.0,main_w4_handler1,2808912,14521984,False,,4200,bed,2958228,2958228,bed,,,,,,,,,bed,8704608.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27548969}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481231811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 21:16:59.716576,89381.0,6.0
2016-12-08 21:42:23.807414,slurm_normal,1481233501.0,0,1.0,main_w3_handler0,2808912,14522334,False,,9714,bed,2958228,2958228,bed,,,,,,,,,bed,8704880.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27549396}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481233485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 21:45:06.323010,89381.0,16.0
2016-12-08 21:56:35.358940,slurm_normal,1481234532.0,0,1.0,main_w3_handler1,2808912,14522448,False,,9714,bed,2958228,2958228,bed,,,,,,,,,bed,8705071.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27549554}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481234527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 22:02:15.277065,89381.0,5.0
2016-12-08 22:22:10.054262,slurm_normal,1481235737.0,0,1.0,main_w3_handler1,2808912,14522810,False,,11476,bed,2958228,2958228,bed,,,,,,,,,bed,8705434.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27550052}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481235733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 22:22:18.435020,89381.0,4.0
2016-12-08 22:30:38.996552,slurm_normal,1481236250.0,0,1.0,main_w3_handler0,2808912,14522897,False,,24947,bed,2958228,2958228,bed,,,,,,,,,bed,8705533.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27550150}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481236244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 22:30:53.795464,89381.0,6.0
2016-12-08 22:38:29.453579,slurm_normal,1481236720.0,0,1.0,main_w3_handler0,2808912,14522999,False,,40685,bed,2958228,2958228,bed,,,,,,,,,bed,8705625.roundup,slurm,,132111800.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27550318}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481236715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-08 22:38:44.883656,89381.0,5.0
2016-12-09 10:05:45.133229,slurm_normal,1481277953.0,0,1.0,main_w3_handler1,2808912,14527673,False,,5431,bed,2958228,2958228,bed,,,,,,,,,bed,8710510.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27557162}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481277950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-09 10:05:55.831675,89381.0,3.0
2016-12-09 10:09:04.270413,slurm_normal,1481278152.0,0,1.0,main_w3_handler0,2808912,14527687,False,,1920,bed,2958228,2958228,bed,,,,,,,,,bed,8710533.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27557170}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481278148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-09 10:09:14.758205,89381.0,4.0
2016-12-09 10:13:34.922452,slurm_normal,1481278422.0,0,1.0,main_w3_handler1,2808912,14527722,False,,9714,bed,2958228,2958228,bed,,,,,,,,,bed,8710598.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27557241}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481278418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-09 10:13:43.198941,89381.0,4.0
2016-12-09 10:33:47.003622,slurm_normal,1481279634.0,0,1.0,main_w3_handler0,2808912,14527862,False,,17268,bed,2958228,2958228,bed,,,,,,,,,bed,8710872.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27557409}]","[{'src': 'hda', 'id': 27350121}]","""false""","""1""","""each""","""""","""all""",32.0,,34734393,1481279629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.24.0,2.24.0,,2016-12-09 10:33:55.470803,89381.0,5.0
