chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-02-20 16:52:27.904080,slurm_normal,1455987210.0,0,,1.0,main_w2_handler1,2601485,11885065,False,,38714402,fastqsanger,6124707.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23434638,,"""forward""",32.0,,28518243.0,1455987202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-20 16:53:35.115680,78150.0,8.0
,,2016-02-20 16:52:26.954299,slurm_normal,1455987235.0,0,,1.0,main_w1_handler0,2601485,11885064,False,,94643928,fastqsanger,6124711.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23434637,,"""reverse""",32.0,,28518243.0,1455987222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-20 16:53:58.794067,78150.0,13.0
,,2016-02-20 16:52:26.224323,slurm_normal,1455987192.0,0,,1.0,main_w2_handler1,2601485,11885063,False,,98883626,fastqsanger,6124704.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23434636,,"""forward""",32.0,,28518243.0,1455987179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-20 16:53:16.267358,78150.0,13.0
,,2016-06-20 14:59:28.642692,slurm_normal,1466434798.0,0,,1.0,main_w2_handler1,2744327,13211692,False,,204516048,fastqsanger,7396222.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c662a3f9e8a3dbdf'}]",,32.0,,30964847.0,1466434784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-06-20 15:00:01.444677,86368.0,14.0
,,2016-10-12 21:06:13.062570,slurm_normal,1476306397.0,0,,1.0,main_w3_handler1,2818508,14067222,False,,123773827,fastqsanger,8284309.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52324f583d907ee35'}]",,32.0,,33639508.0,1476306381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-10-12 21:06:39.231886,90083.0,16.0
,,2016-02-24 09:13:08.720086,slurm_normal,1456305346.0,0,,1.0,main_w1_handler1,2601077,11917670,False,,30654203,fastqsanger,6155604.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",23485331,,,32.0,,28257359.0,1456305340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:15:49.424068,72632.0,6.0
,,2016-02-24 09:13:05.899618,slurm_normal,1456305263.0,0,,1.0,main_w2_handler1,2601077,11917667,False,,21302488,fastqsanger,6155590.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23485326,,,32.0,,28257359.0,1456305257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:14:28.612416,72632.0,6.0
,,2016-02-24 09:13:03.319710,slurm_normal,1456305344.0,0,,1.0,main_w1_handler0,2601077,11917665,False,,18840800,fastqsanger,6155602.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23485324,,,32.0,,28257359.0,1456305335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:15:46.841589,72632.0,9.0
,,2016-02-24 09:13:05.232720,slurm_normal,1456305233.0,0,,1.0,main_w2_handler1,2601077,11917666,False,,18755113,fastqsanger,6155581.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23485325,,,32.0,,28257359.0,1456305224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:13:57.970880,72632.0,9.0
,,2016-02-24 09:13:09.883387,slurm_normal,1456305289.0,0,,1.0,main_w1_handler1,2601077,11917671,False,,16246199,fastqsanger,6155594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",23485332,,,32.0,,28257359.0,1456305278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:14:52.829391,72632.0,11.0
,,2016-02-24 09:13:02.570526,slurm_normal,1456305233.0,0,,1.0,main_w2_handler0,2601077,11917664,False,,12796524,fastqsanger,6155583.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23485323,,,32.0,,28257359.0,1456305227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:13:58.053760,72632.0,6.0
,,2016-02-24 09:13:07.557464,slurm_normal,1456305314.0,0,,1.0,main_w2_handler1,2601077,11917669,False,,14081735,fastqsanger,6155600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",23485330,,,32.0,,28257359.0,1456305309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:15:23.377707,72632.0,5.0
,,2016-02-24 09:13:06.859962,slurm_normal,1456305256.0,0,,1.0,main_w1_handler2,2601077,11917668,False,,17231084,fastqsanger,6155584.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",23485329,,,32.0,,28257359.0,1456305251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-24 09:14:23.578648,72632.0,5.0
,,2016-02-26 23:44:46.547645,slurm_normal,1456530330.0,0,,1.0,main_w2_handler0,2594261,11955810,False,,4868258,fastqsanger,6188825.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23535361,,,32.0,,28245381.0,1456530325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-26 23:45:38.940509,,5.0
,,2016-02-25 08:33:14.963071,slurm_normal,1456389260.0,0,,1.0,main_w1_handler2,2601077,11936856,False,,14406185,fastqsanger,6166833.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",23508991,,,32.0,,28257359.0,1456389255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,1.0.0,,2016-02-25 08:34:23.403617,72632.0,5.0
