chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_1,input_1_filetype,input_2,input_2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,own_file,own_file_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.analysis_type.__current_case__,parameters.analysis_type.alignment_options.__current_case__,parameters.analysis_type.alignment_options.alignment_options_selector,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.effort_options.__current_case__,parameters.analysis_type.effort_options.effort_options_selector,parameters.analysis_type.input_options.__current_case__,parameters.analysis_type.input_options.input_options_selector,parameters.analysis_type.other_options.__current_case__,parameters.analysis_type.other_options.other_options_selector,parameters.analysis_type.presets,parameters.analysis_type.reporting_options.__current_case__,parameters.analysis_type.reporting_options.reporting_options_selector,parameters.analysis_type.sam_options.__current_case__,parameters.analysis_type.sam_options.sam_options_selector,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.library.__current_case__,parameters.library.input_1,parameters.library.input_1.values,parameters.library.input_2,parameters.library.input_2.values,parameters.library.paired_options.I,parameters.library.paired_options.X,parameters.library.paired_options.__current_case__,parameters.library.paired_options.dovetail,parameters.library.paired_options.fr_rf_ff,parameters.library.paired_options.no_contain,parameters.library.paired_options.no_discordant,parameters.library.paired_options.no_mixed,parameters.library.paired_options.no_overlap,parameters.library.paired_options.paired_options_selector,parameters.library.type,parameters.library.unaligned_file,parameters.read_group.__current_case__,parameters.read_group.read_group_selector,parameters.read_group.rgid,parameters.read_group.rglb,parameters.read_group.rgpl,parameters.read_group.rgsm,parameters.reference_genome.__current_case__,parameters.reference_genome.index,parameters.reference_genome.own_file,parameters.reference_genome.own_file.values,parameters.reference_genome.source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-17 13:26:45.753767,roundup_multi,1426601080.0,0.0,,6.0,main_w2_handler2,2186126,8966419,False,,18866347,fastqsanger,,,3200605,slurm,,132112168.0,corral-repl,2803943.0,fasta,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,18345286.0,,,,,,,,,,,,,,single,False,1,no,,,,,1,,18882739.0,,history,32.0,,20624954,1426601072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-17 14:04:53.421373,58682.0,8.0
,,2015-03-24 12:04:46.278883,roundup_multi,1427200166.0,0.0,,6.0,main_w2_handler2,2228031,9022643,False,,4737483547,fastqsanger,,,3306288,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18973391.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427198702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 12:29:35.140193,49132.0,1464.0
,,2015-03-24 12:04:47.679802,roundup_multi,1427201390.0,0.0,,6.0,main_w2_handler2,2228031,9022646,False,,3702733343,fastqsanger,,,3306411,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18973394.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427200191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 12:49:53.162442,49132.0,1199.0
,,2015-03-24 12:04:47.121925,roundup_multi,1427201164.0,0.0,,6.0,main_w2_handler2,2228031,9022645,False,,4164148440,fastqsanger,,,3306363,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18973393.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427199891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 12:46:09.194422,49132.0,1273.0
,,2015-03-24 12:04:46.652660,roundup_multi,1427199875.0,0.0,,6.0,main_w2_handler2,2228031,9022644,False,,3156284367,fastqsanger,,,3306289,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18973392.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427198732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 12:24:42.296995,49132.0,1143.0
,,2015-03-24 13:35:16.620347,roundup_multi,1427206040.0,0.0,,6.0,main_w2_handler2,2228031,9023331,False,,4592152995,fastqsanger,,,3308207,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18974337.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427204541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 14:07:24.092822,49132.0,1499.0
,,2015-03-24 13:35:16.014178,roundup_multi,1427206213.0,0.0,,6.0,main_w2_handler2,2228031,9023330,False,,4703055792,fastqsanger,,,3308206,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18974336.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427204535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 14:10:22.595141,49132.0,1678.0
,,2015-03-24 13:43:09.563938,roundup_multi,1427207662.0,0.0,,6.0,main_w2_handler2,2228031,9023385,False,,4556915381,fastqsanger,,,3308554,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18974418.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427206131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 14:34:25.726419,49132.0,1531.0
,,2015-03-24 13:43:10.641147,roundup_multi,1427207803.0,0.0,,6.0,main_w2_handler2,2228031,9023386,False,,4223655238,fastqsanger,,,3308567,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,18974420.0,,,,,,,,,,,,,,single,False,1,no,,,,,0,mm9,,,indexed,32.0,,21661303,1427206264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-24 14:36:48.277072,49132.0,1539.0
,,2015-04-10 12:57:25.665021,slurm_multi,1428696907.0,0.0,,6.0,main_w2_handler2,1006497,9192847,False,,15959936114,fastqsanger,15959936114.0,fastqsanger,3474727,slurm,,132112168.0,corral-repl,,,,,,,,0,,,simple,,,,,,,no_presets,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,19191830.0,,19191826.0,,,,1.0,,,,,,,no,paired,False,1,no,,,,,0,hg19,,,indexed,32.0,,22322995,1428687452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-04-10 20:15:22.672728,23164.0,9455.0
