chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.amino,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.step,parameters.termini,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-10 19:54:48.657956,slurm_normal,1433966119.0,0.0,1.0,main_w2_handler1,2337185,9629539,False,,1184483,fasta,3940124.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19969378,,""".5""","""yes""",32.0,,23570092,1433966115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-10 19:55:20.750991,,4.0
,,2015-06-15 17:15:23.986122,slurm_normal,1434388700.0,0.0,1.0,main_w2_handler1,2343355,9655729,False,,1184483,fasta,3966459.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010412,,""".5""","""yes""",32.0,,23646086,1434388697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:18:23.376048,,3.0
,,2015-06-15 17:15:31.558288,slurm_normal,1434388663.0,0.0,1.0,main_w1_handler1,2343355,9655745,False,,1374587,fasta,3966453.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010426,,""".5""","""yes""",32.0,,23646086,1434388660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:17:46.387862,,3.0
,,2015-06-15 17:15:27.878192,slurm_normal,1434388735.0,0.0,1.0,main_w2_handler1,2343355,9655736,False,,1203094,fasta,3966471.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010419,,""".5""","""yes""",32.0,,23646086,1434388731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:18:59.046206,,4.0
,,2015-06-15 17:15:25.115537,slurm_normal,1434388551.0,0.0,1.0,main_w1_handler1,2343355,9655730,False,,1228172,fasta,3966431.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010413,,""".5""","""yes""",32.0,,23646086,1434388546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:15:53.214505,,5.0
,,2015-06-15 17:15:27.165797,slurm_normal,1434388718.0,0.0,1.0,main_w2_handler1,2343355,9655734,False,,1212416,fasta,3966466.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010417,,""".5""","""yes""",32.0,,23646086,1434388715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:18:40.201767,,3.0
,,2015-06-15 17:15:26.728437,slurm_normal,1434388845.0,0.0,1.0,main_w1_handler0,2343355,9655733,False,,1236885,fasta,3966487.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010416,,""".5""","""yes""",32.0,,23646086,1434388841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:20:49.971180,,4.0
,,2015-06-15 17:15:27.480347,slurm_normal,1434388591.0,0.0,1.0,main_w2_handler0,2343355,9655735,False,,988131,fasta,3966438.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010418,,""".5""","""yes""",32.0,,23646086,1434388589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:16:34.125669,,2.0
,,2015-06-15 17:15:28.984986,slurm_normal,1434388754.0,0.0,1.0,main_w2_handler1,2343355,9655739,False,,1193224,fasta,3966474.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010421,,""".5""","""yes""",32.0,,23646086,1434388748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:19:16.565561,,6.0
,,2015-06-15 17:15:26.273162,slurm_normal,1434388828.0,0.0,1.0,main_w1_handler0,2343355,9655732,False,,1226210,fasta,3966486.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010415,,""".5""","""yes""",32.0,,23646086,1434388824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:20:31.755346,,4.0
,,2015-06-15 17:15:30.181178,slurm_normal,1434388881.0,0.0,1.0,main_w1_handler0,2343355,9655742,False,,1089243,fasta,3966492.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010423,,""".5""","""yes""",32.0,,23646086,1434388877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:21:23.821304,,4.0
,,2015-06-15 17:15:25.715095,slurm_normal,1434388563.0,0.0,1.0,main_w1_handler2,2343355,9655731,False,,1373814,fasta,3966433.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010414,,""".5""","""yes""",32.0,,23646086,1434388558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:16:04.804980,,5.0
,,2015-06-15 17:15:31.114392,slurm_normal,1434388770.0,0.0,1.0,main_w2_handler1,2343355,9655744,False,,1187892,fasta,3966478.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010425,,""".5""","""yes""",32.0,,23646086,1434388766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:19:34.159446,,4.0
,,2015-06-15 17:15:29.640968,slurm_normal,1434388863.0,0.0,1.0,main_w1_handler0,2343355,9655741,False,,1359048,fasta,3966490.roundup,slurm,,132112168.0,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20010422,,""".5""","""yes""",32.0,,23646086,1434388860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0,5.0.0,,2015-06-15 17:21:06.741461,,3.0
