create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs37,inputs37_filetype,inputs38,inputs38_filetype,inputs3_filetype,inputs4,inputs4_filetype,inputs5,inputs5_filetype,inputs6,inputs6_filetype,inputs7,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filler,parameters.genome,parameters.genome.values,parameters.header,parameters.tag.__current_case__,parameters.tag.bedgraphs,parameters.tag.inputs,parameters.tag.inputs.values,parameters.tag.tag_select,parameters.zero,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tag|bedgraphs_0|input,tag|bedgraphs_0|input1,tag|bedgraphs_0|input1_filetype,tag|bedgraphs_0|input_filetype,tag|bedgraphs_1|input,tag|bedgraphs_1|input1,tag|bedgraphs_1|input1_filetype,tag|bedgraphs_1|input_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-17 17:57:32.612598,slurm_normal,1458240067.0,0,1.0,229,gg,main_w2_handler1,2593961,12168680,False,,194169215.0,194169215.0,,,,,,,,,,,,,,,,,,,,,bedgraph,170176400.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6385935.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23889900,23889906",,tag,"""True""",32.0,,28239182,1458239937.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-17 18:41:13.671120,78315.0,130.0
2016-03-17 17:57:50.553303,slurm_normal,1458240475.0,0,1.0,229,gg,main_w2_handler1,2593961,12168681,False,,188555409.0,188555409.0,,,,,,,,,,,,,,,,,,,,,bedgraph,197272045.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6385992.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23889921,23889926",,tag,"""True""",32.0,,28239182,1458240368.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-17 18:47:58.605342,78315.0,107.0
2016-03-18 16:36:31.144992,slurm_normal,1458320140.0,0,1.0,229,gg,main_w2_handler1,2593961,12182634,False,,198499972.0,198499972.0,,,,,,,,,,,,,,,,,,,,,bedgraph,155978382.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6397669.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""N/A""",23871904,,"""False""",0,,"23302248,23910729",,tag,"""True""",32.0,,28239182,1458320034.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-18 16:55:48.404275,78315.0,106.0
2016-05-11 18:20:30.250238,slurm_normal,1462990868.0,0,1.0,540,bedgraph,main_w2_handler1,2702737,12859478,False,,1621.0,1621.0,1174.0,bedgraph,1094.0,bedgraph,1541.0,bedgraph,1335.0,bedgraph,2267.0,bedgraph,3173.0,bedgraph,2407.0,bedgraph,2292.0,bedgraph,846.0,bedgraph,1344.0,bedgraph,bedgraph,1078.0,3038.0,bedgraph,3656.0,bedgraph,715.0,bedgraph,1497.0,bedgraph,2101.0,bedgraph,1110.0,bedgraph,3054.0,bedgraph,2147.0,bedgraph,3285.0,bedgraph,3540.0,bedgraph,bedgraph,1650.0,2856.0,bedgraph,3600.0,bedgraph,2791.0,bedgraph,3546.0,bedgraph,4103.0,bedgraph,2642.0,bedgraph,2881.0,bedgraph,3005.0,bedgraph,2363.0,bedgraph,bedgraph,1342.0,bedgraph,1648.0,bedgraph,2073.0,bedgraph,1775.0,bedgraph,1961.0,bedgraph,1439.0,bedgraph,bedgraph,7060248.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5211a4db54d07008b'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e29571b33f0ace1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ff85630c2074a467'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52fecf7bc144fa6f6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58f8f033ce37bd7b8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b567bdcb2040438f37'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f45af77b351e147'}, {'src': 'hda', 'id': 'bbd44e69cb8906b535992413132eb397'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cd477118768f4513'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b5841ef1078eb1fe'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5da55f3cbc312bac4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d122c5be665d3668'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c897d7090cac86ae'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ffe4bde9753a4bbf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5570c28c51c193cf2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52d770407365b8f3e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52807266e5018ada3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c9a6b4a5e496bf3a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a6b4d91bd68d5d0f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54002afa66ac32ff4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b570b98e05e37508fa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50bddcf33f3fc7e6a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52530726b9bc6c508'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f8d71dc410844a98'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54ab02edc709351a0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fb46a3c62e838e99'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56c315d022047b7d3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b574ba862cd2300009'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57a2a8d696e02412b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b517a78403b576e9fb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57dce6f681205ba96'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a078bc5b4ee6ee97'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5baf49f43d038117f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53aea01d9bc239692'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55b2455847a810303'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55c8c65ceda9a5acb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58e14ae80b651594f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c0079c0262541d13'}, {'src': 'hda', 'id': 'bbd44e69cb8906b549f073f78688503c'}]",tag,"""false""",32.0,,30166673,1462990856.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-05-11 18:21:11.476248,,12.0
2016-05-11 18:35:03.742338,slurm_normal,1462991736.0,0,1.0,540,bedgraph,main_w1_handler0,2702737,12859615,False,,1621.0,1621.0,1174.0,bedgraph,1094.0,bedgraph,1541.0,bedgraph,1335.0,bedgraph,2267.0,bedgraph,3173.0,bedgraph,2407.0,bedgraph,2292.0,bedgraph,846.0,bedgraph,1344.0,bedgraph,bedgraph,1078.0,3038.0,bedgraph,3656.0,bedgraph,715.0,bedgraph,1497.0,bedgraph,2101.0,bedgraph,1110.0,bedgraph,3054.0,bedgraph,2147.0,bedgraph,3285.0,bedgraph,3540.0,bedgraph,bedgraph,1650.0,2856.0,bedgraph,3600.0,bedgraph,2791.0,bedgraph,3546.0,bedgraph,4103.0,bedgraph,2642.0,bedgraph,2881.0,bedgraph,3005.0,bedgraph,2363.0,bedgraph,bedgraph,1342.0,bedgraph,1648.0,bedgraph,2073.0,bedgraph,1775.0,bedgraph,1961.0,bedgraph,1439.0,bedgraph,bedgraph,7060387.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5211a4db54d07008b'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e29571b33f0ace1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ff85630c2074a467'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52fecf7bc144fa6f6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58f8f033ce37bd7b8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b567bdcb2040438f37'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f45af77b351e147'}, {'src': 'hda', 'id': 'bbd44e69cb8906b535992413132eb397'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cd477118768f4513'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b5841ef1078eb1fe'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5da55f3cbc312bac4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d122c5be665d3668'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c897d7090cac86ae'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ffe4bde9753a4bbf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5570c28c51c193cf2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52d770407365b8f3e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52807266e5018ada3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c9a6b4a5e496bf3a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a6b4d91bd68d5d0f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54002afa66ac32ff4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b570b98e05e37508fa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50bddcf33f3fc7e6a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52530726b9bc6c508'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f8d71dc410844a98'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54ab02edc709351a0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fb46a3c62e838e99'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56c315d022047b7d3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b574ba862cd2300009'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57a2a8d696e02412b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b517a78403b576e9fb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57dce6f681205ba96'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a078bc5b4ee6ee97'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5baf49f43d038117f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53aea01d9bc239692'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55b2455847a810303'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55c8c65ceda9a5acb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58e14ae80b651594f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c0079c0262541d13'}, {'src': 'hda', 'id': 'bbd44e69cb8906b549f073f78688503c'}]",tag,"""false""",32.0,,30166673,1462991732.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-05-11 18:35:40.271798,,4.0
2016-05-13 14:07:44.681615,slurm_normal,1463148786.0,0,1.0,596,gg,main_w1_handler1,2613826,12884686,False,,215152282.0,215152282.0,,,,,,,,,,,,,,,,,,,,,bedgraph,220162030.0,,,,,,,,,,,,,,,,,,,,,bedgraph,454302522.0,,,,,,,,,,,,,,,,,,,bedgraph,237265656.0,bedgraph,,,,,,,,,,,bedgraph,7083679.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e92096bf2dd1224'}]","""false""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d155b5e56f8a3f4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ed2d9ff77a29a165'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c58b4fef7a6d9925'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bb434eb6d3e7335a'}]",tag,"""true""",32.0,,28639302,1463148495.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-05-13 14:13:08.753190,37105.0,291.0
2016-03-09 03:38:06.715131,slurm_normal,1457495901.0,0,1.0,3924,tabular,main_w1_handler2,2557147,12079061,False,,1534917919.0,1534917919.0,,,,,,,,,,,,,,,,,,,,,bedgraph,956405242.0,,,,,,,,,,,,,,,,,,,,,bedgraph,913261498.0,,,,,,,,,,,,,,,,,,,bedgraph,1096443806.0,bedgraph,,,,,,,,,,,bedgraph,6303498.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",23649610,,"""False""",0,,"23751798,23751799,23751800,23751801",,tag,"""True""",32.0,,28883512,1457494737.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-09 03:58:27.464243,76207.0,1164.0
2016-05-19 03:00:11.185782,slurm_normal,1463627185.0,0,1.0,66686783,gtf,main_w1_handler1,2697747,12935718,False,,599818247.0,599818247.0,,,,,,,,,,,,,,,,,,,,,bedgraph,913376867.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,7130034.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5954b025c4998ed'}]","""false""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff51f76f8666004e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fcbffe686fcd3745'}]",tag,"""true""",32.0,,30315827,1463626851.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-05-19 03:06:26.822190,83658.0,334.0
2016-05-19 02:59:17.248516,slurm_normal,1463627239.0,0,1.0,66686783,gtf,main_w2_handler1,2697747,12935716,False,,673144004.0,673144004.0,,,,,,,,,,,,,,,,,,,,,bedgraph,736168467.0,,,,,,,,,,,,,,,,,,,,,bedgraph,677425723.0,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,bedgraph,7130033.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5954b025c4998ed'}]","""false""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b589b4fa23ca0098e8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d34b43445cdd0596'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f042a04c042ca923'}]",tag,"""true""",32.0,,30315827,1463626799.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-05-19 03:07:22.393432,83658.0,440.0
2016-03-23 13:31:07.144720,slurm_normal,1458741057.0,0,1.0,3924,tabular,main_w1_handler0,2557147,12234655,False,,2642407809.0,2642407809.0,,,,,,,,,,,,,,,,,,,,,bedgraph,2681325148.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6448924.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""N/A""",23649610,,"""False""",0,,"23749779,23749781",,tag,"""False""",32.0,,27351391,1458739907.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-23 13:51:00.182389,76207.0,1150.0
2016-03-23 22:05:12.647621,slurm_normal,1458770889.0,0,1.0,2594056,interval,main_w1_handler0,2636293,12239989,False,,18296.0,18296.0,,,,,,,,,,,,,,,,,,,,,bedgraph,793830.0,,,,,,,,,,,,,,,,,,,,,bedgraph,375917.0,,,,,,,,,,,,,,,,,,,bedgraph,370566.0,bedgraph,1144532.0,bedgraph,1320573.0,bedgraph,2156422.0,bedgraph,1573902.0,bedgraph,,,bedgraph,6453490.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""N/A""",23997849,,"""True""",0,,"23874715,23874716,23874717,23874718,23874735,23874740,23874744,23874748",,tag,"""False""",32.0,,29169367,1458770876.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-23 22:08:12.035138,54046.0,13.0
2016-03-24 23:11:06.184093,slurm_normal,1458922499.0,0,1.0,584,bed,main_w2_handler0,2646083,12247000,False,,2314721.0,2314721.0,370566.0,bedgraph,,,,,,,,,,,,,,,,,,,bedgraph,2378461.0,,,,,,,,,,,,,,,,,,,,,bedgraph,1137628.0,,,,,,,,,,,,,,,,,,,bedgraph,1311479.0,bedgraph,2143300.0,bedgraph,1567262.0,bedgraph,18296.0,bedgraph,793830.0,bedgraph,375917.0,bedgraph,bedgraph,6464038.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""N/A""",24006672,,"""False""",0,,"24006729,24006730,24006731,24006738,24006741,24006742,24006743,24006744,24006745,24006746",,tag,"""False""",32.0,,29181783,1458922482.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-25 16:15:03.076572,54046.0,17.0
2016-03-25 17:23:36.007182,slurm_normal,1459186516.0,0,1.0,229,gg,main_w1_handler1,2593961,12253404,False,,230160714.0,230160714.0,,,,,,,,,,,,,,,,,,,,,bedgraph,192146107.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6474403.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""NA""",23871904,,"""True""",0,,"24017641,24017643",,tag,"""True""",32.0,,28239182,1459186399.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-28 17:35:20.936581,78315.0,117.0
2016-03-25 17:22:43.242091,slurm_normal,1459186732.0,0,1.0,229,gg,main_w1_handler1,2593961,12253392,False,,219503525.0,219503525.0,,,,,,,,,,,,,,,,,,,,,bedgraph,223628687.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6474435.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""NA""",23871904,,"""True""",0,,"24017633,24017635",,tag,"""True""",32.0,,28239182,1459186608.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-28 17:38:54.857989,78315.0,124.0
2016-03-25 17:21:52.538677,slurm_normal,1459185391.0,0,1.0,229,gg,main_w1_handler1,2593961,12253382,False,,217601345.0,217601345.0,,,,,,,,,,,,,,,,,,,,,bedgraph,193760514.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6473890.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""NA""",23871904,,"""True""",0,,"24017625,24017627",,tag,"""True""",32.0,,28239182,1459185242.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-28 17:16:36.932581,78315.0,149.0
2016-03-25 17:22:24.089859,slurm_normal,1459186641.0,0,1.0,229,gg,main_w1_handler2,2593961,12253384,False,,226083378.0,226083378.0,,,,,,,,,,,,,,,,,,,,,bedgraph,201848859.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6474427.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""NA""",23871904,,"""True""",0,,"24017629,24017631",,tag,"""True""",32.0,,28239182,1459186529.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-28 17:37:29.341511,78315.0,112.0
2016-03-25 17:21:31.123364,slurm_normal,1459138216.0,0,1.0,229,gg,main_w2_handler1,2593961,12253380,False,,221716542.0,221716542.0,,,,,,,,,,,,,,,,,,,,,bedgraph,192692046.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6470834.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""NA""",23871904,,"""True""",0,,"24017076,24017623",,tag,"""True""",32.0,,28239182,1459138107.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-28 04:10:19.828483,78315.0,109.0
2016-03-25 17:23:07.473226,slurm_normal,1459187238.0,0,1.0,229,gg,main_w2_handler0,2593961,12253397,False,,232076009.0,232076009.0,,,,,,,,,,,,,,,,,,,,,bedgraph,214453062.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,6474509.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""NA""",23871904,,"""True""",0,,"24017637,24017639",,tag,"""True""",32.0,,28239182,1459187062.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-03-28 17:47:24.534115,78315.0,176.0
2016-06-01 10:10:29.026249,slurm_normal,1464775968.0,0,1.0,1971,gg,main_w2_handler1,2724031,13038592,False,Job output deleted by user before job completed.,141081232.0,141081232.0,,,,,,,,,,,,,,,,,,,,,bedgraph,142955658.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,7218923.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52846da21a11620e7'}]","""false""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f4fc1cc6c23852b0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ae968b0324f3726d'}]",tag,"""true""",32.0,,29420378,1464775873.0,ok,1023996.0,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.22.0,2.22.0,,2016-06-01 10:12:50.526117,46530.0,95.0
