create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.intervals,parameters.length,parameters.seed.__current_case__,parameters.seed.seed,parameters.seed.seed_choose,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-13 14:12:39.735129,slurm_normal,1513174379.0,0,,1.0,11672,tabular,main_w4_handler0,3363908,17797012,False,,11866214,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32897300}]","""3700000""","""41""",1,,False,32.0,,42575541,1513174369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-12-13 14:13:01.393382,112214.0,10.0
2017-08-01 07:57:47.279826,slurm_normal,1501574280.0,0,,1.0,20425,bed,main_w3_handler1,3208424,16475400,False,,10543981.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706750}]","""1000000""","""100""",1,,False,32.0,,39630278,1501574273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 07:58:04.178850,12601.0,7.0
2017-08-01 03:15:08.891610,slurm_normal,1501557323.0,0,,1.0,20425,bed,main_w3_handler1,3208424,16474530,False,,10542885.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706750}]","""1000000""","""100""",1,,False,32.0,,39628924,1501557316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 03:15:25.674602,12601.0,7.0
2017-08-10 12:00:20.595962,slurm_normal,1502366435.0,0,,1.0,1971,tabular,main_w3_handler1,2783718,16548760,False,,10619465.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27078191}]","""500""","""500""",1,,False,32.0,,38161295,1502366429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-10 12:00:35.591498,3102.0,6.0
2017-06-28 14:34:29.656478,slurm_normal,1498660489.0,0,,1.0,846762,bed,main_w3_handler0,2408954,16212413,False,,10288472.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 30197348}]","""24469""","""200""",1,,False,32.0,,38790057,1498660484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-06-28 14:34:52.931547,65481.0,5.0
2017-05-23 14:03:49.837056,slurm_normal,1495548245.0,0,,1.0,1326717,tabular,main_w3_handler1,3123233,15917582,False,,10015328.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29732956}]","""2843""","""2500""",1,,False,32.0,,36360429,1495548241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-05-23 14:04:09.353829,30225.0,4.0
2017-08-01 07:21:53.720523,slurm_normal,1501572134.0,0,,1.0,20425,bed,main_w3_handler0,3208424,16475198,False,,10543796.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706750}]","""10000000""","""1""",1,,False,32.0,,39630278,1501572120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 07:22:18.743014,12601.0,14.0
2017-11-30 03:54:41.298419,slurm_normal,1512014098.0,0,,1.0,648683,interval,main_w3_handler1,3274299,17644844,False,,11704279,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""","[{'src': 'hda', 'id': 32637120}]","""25000""","""500""",1,,False,32.0,,42227898,1512014093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-11-30 03:55:00.704571,102651.0,5.0
2017-06-06 04:58:13.644346,slurm_normal,1496725146.0,0,,1.0,364210123,bedgraph,main_w3_handler0,3089657,16022714,False,,10114436.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29443408}]","""100000""","""1000""",1,,False,32.0,,37032143,1496725103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-06-06 04:59:09.532204,97264.0,43.0
2017-10-02 22:58:41.756420,slurm_normal,1506986191.0,0,,1.0,564731746,bed,main_w4_handler0,2457179,16995058,False,,11058732.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 31515378}]","""1000000""","""100""",1,,False,32.0,,40779727,1506986166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-10-02 23:16:34.739779,70339.0,25.0
2017-05-17 18:59:39.012178,slurm_normal,1495047615.0,0,,1.0,158193314,bedgraph,main_w3_handler0,3089657,15870840,False,,9971077.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29454522}]","""60000""","""1000""",1,,False,32.0,,37032143,1495047596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-05-17 19:00:17.973734,97264.0,19.0
2017-04-10 14:48:12.680344,slurm_normal,1491835730.0,0,,1.0,1080,bed,main_w3_handler0,2739523,15541410,False,,9666628.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29149511}]","""13270""","""1000""",1,,False,32.0,,36839203,1491835725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-04-10 14:49:08.864295,36650.0,5.0
2017-08-01 08:05:10.113027,slurm_normal,1501574720.0,0,,1.0,20425,bed,main_w4_handler1,3208424,16475423,False,,10544012.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30708386}]","""210""","""1000000""",1,,False,32.0,,39630278,1501574716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 08:05:22.474424,12601.0,4.0
2017-06-28 13:11:24.006521,slurm_normal,1498655505.0,0,,1.0,1515199,bed,main_w3_handler1,2408954,16211412,False,,10287545.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 30196020}]","""24469""","""200""",1,,False,32.0,,38790057,1498655499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-06-28 13:11:47.808071,65481.0,6.0
2017-08-01 08:01:48.181409,slurm_normal,1501574520.0,0,,1.0,20425,bed,main_w3_handler1,3208424,16475416,False,,10543996.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706750}]","""1000""","""100""",1,,False,32.0,,39630278,1501574516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 08:02:02.708421,12601.0,4.0
2017-04-07 20:07:56.165903,slurm_normal,1491595798.0,0,,1.0,1079834,bed,main_w4_handler0,3062059,15526220,False,,9652797.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29126512}]","""100000""","""152""",1,,False,32.0,,37158327,1491595770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-04-07 20:10:50.315416,,28.0
2017-05-23 14:37:04.174686,slurm_normal,1495550241.0,0,,1.0,1326717,tabular,main_w3_handler0,3123233,15917972,False,,10015673.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29732956}]","""2843""","""2500""",1,,False,32.0,,36360429,1495550236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-05-23 14:37:26.347265,30225.0,5.0
2018-02-21 15:43:05.970650,slurm_normal,1519227907.0,0,7680.0,1.0,1405,gg,main_w4_handler0,3423314,18464943,False,,12559476,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33984928}]","""1000000""","""100""",1,,False,32.0,,44003256,1519227894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2018-02-21 15:45:08.915133,6342.0,13.0
