create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.intervals,parameters.length,parameters.seed.__current_case__,parameters.seed.seed,parameters.seed.seed_choose,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-12 08:48:35.758825,slurm_normal,1513068536.0,0,,1.0,11672,tabular,main_w3_handler0,3265214,17781164,False,,11849288,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32857732}]","""1000000""","""100""",1,,False,32.0,,42575541,1513068529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-12-12 08:48:58.251273,112214.0,7.0
2017-12-13 14:14:10.478964,slurm_normal,1513174480.0,0,,1.0,136676494,bed,main_w3_handler1,3363908,17797016,False,,11866218,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32903940}]","""1600000""","""41""",1,,False,32.0,,42575541,1513174462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-12-13 14:14:40.758724,112214.0,18.0
2017-09-11 14:04:58.264464,slurm_normal,1505138785.0,0,,1.0,5500169,bed,main_w3_handler1,3237461,16787259,False,,10855684.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31183078}]","""2000""","""200""",1,,False,32.0,,40152733,1505138780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-09-11 14:07:06.231259,52554.0,5.0
2018-02-21 15:27:32.779536,slurm_normal,1519226885.0,0,7680.0,1.0,1405,gg,main_w4_handler0,3423314,18464321,False,,12559021,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33984928}]","""1000000""","""100""",1,,False,32.0,,44003256,1519226864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2018-02-21 15:28:08.687051,6342.0,21.0
2017-08-29 20:43:52.661083,slurm_normal,1504039448.0,0,,1.0,1405,gg,main_w4_handler0,3236969,16687520,False,,10759582.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31036386}]","""1000""","""10000""",1,,False,32.0,,40144124,1504039443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-29 20:44:14.631072,59095.0,5.0
2017-05-22 22:48:33.606322,slurm_normal,1495493332.0,0,,1.0,690087,bed,main_w3_handler1,3072485,15910430,False,,10008565.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29526441}]","""252""","""200""",1,,False,32.0,,37689979,1495493327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-05-22 22:48:53.818201,104097.0,5.0
2018-01-22 09:47:42.272224,slurm_normal,1516614473.0,0,,1.0,1061979,bed,main_w4_handler0,3392272,18116867,False,,12196549,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""","[{'src': 'hda', 'id': 33438051}]","""25000""","""1000""",1,,False,32.0,,42227898,1516614469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2018-01-22 09:47:55.104374,102651.0,4.0
2017-08-01 08:17:58.693356,slurm_normal,1501575492.0,0,,1.0,23011,bed,main_w3_handler0,3208424,16475511,False,,10544088.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30708492}]","""1000""","""100""",0,12345,True,32.0,,39630278,1501575487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 08:18:15.205495,12601.0,5.0
2017-09-19 20:16:08.694357,slurm_normal,1505852185.0,0,,1.0,584,bed,main_w4_handler0,2964376,16869294,False,,10934080.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 31311203}]","""21250""","""500""",1,,False,32.0,,39316745,1505852181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-09-19 20:16:29.524904,98524.0,4.0
2017-12-13 11:26:27.166509,slurm_normal,1513164406.0,0,,1.0,11672,tabular,main_w3_handler0,3363908,17795778,False,,11865059,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32897300}]","""3700000""","""100""",1,,False,32.0,,42575541,1513164396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-12-13 11:26:47.261719,112214.0,10.0
2017-10-02 22:58:41.466650,slurm_normal,1506986206.0,0,,1.0,537275476,bed,main_w4_handler0,2457179,16995057,False,,11058733.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 31515377}]","""1000000""","""100""",1,,False,32.0,,40779727,1506986185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-10-02 23:16:53.630716,70339.0,21.0
2017-08-01 08:06:37.568671,slurm_normal,1501574812.0,0,,1.0,7678,bed,main_w3_handler0,3208424,16475427,False,,10544018.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30708396}]","""210""","""1000000""",0,12345,True,32.0,,39630278,1501574808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 08:06:56.146719,12601.0,4.0
2017-06-28 13:44:58.104371,slurm_normal,1498657518.0,0,,1.0,846753,bed,main_w3_handler0,2408954,16211850,False,,10287954.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 30196710}]","""24469""","""200""",1,,False,32.0,,38790057,1498657513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-06-28 13:45:22.352808,65481.0,5.0
2017-05-16 13:55:54.768037,slurm_normal,1494942969.0,0,,1.0,441053,bed,main_w4_handler1,3084456,15853638,False,,9953843.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29623127}]","""92100""","""228""",1,,False,32.0,,37069650,1494942963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-05-16 13:56:11.376612,95292.0,6.0
2017-08-01 08:11:07.797223,slurm_normal,1501575081.0,0,,1.0,20425,bed,main_w3_handler0,3208424,16475452,False,,10544044.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30708419}]","""1000""","""100""",0,4589,True,32.0,,39630278,1501575077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 08:11:23.999479,12601.0,4.0
2017-08-01 08:13:44.643235,slurm_normal,1501575240.0,0,,1.0,20425,bed,main_w3_handler0,3208424,16475480,False,,10544066.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706750}]","""1000000""","""100""",1,,False,32.0,,39630278,1501575234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 08:14:03.356475,12601.0,6.0
2017-08-01 03:21:27.453340,slurm_normal,1501557702.0,0,,1.0,35946442,bed,main_w4_handler1,3208424,16474544,False,,10542904.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706752}]","""2100""","""1000000""",1,,False,32.0,,39628924,1501557696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 03:21:43.635864,12601.0,6.0
2017-04-17 06:35:39.802336,slurm_normal,1492410961.0,0,,1.0,1910,bed,main_w3_handler0,1903448,15603430,False,,9723568.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29234111}]","""1000""","""1""",1,,False,32.0,,37302364,1492410955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-04-17 06:36:03.502240,48816.0,6.0
2017-12-13 11:37:37.534050,slurm_normal,1513165076.0,0,,1.0,11672,tabular,main_w4_handler1,3363908,17795851,False,,11865110,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32897300}]","""1600000""","""100""",1,,False,32.0,,42575541,1513165068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-12-13 11:37:58.398094,112214.0,8.0
2017-04-17 05:21:43.089382,slurm_normal,1492406515.0,0,,1.0,558,bed,main_w3_handler1,1903448,15603235,False,,9723391.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29234107}]","""1000""","""1""",1,,False,32.0,,37302364,1492406511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-04-17 05:21:56.480767,48816.0,4.0
2017-06-28 14:47:37.531074,slurm_normal,1498661283.0,0,,1.0,846753,bed,main_w4_handler0,2408954,16212630,False,,10288741.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 30197612}]","""24469""","""200""",1,,False,32.0,,38790057,1498661279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-06-28 14:48:08.630479,65481.0,4.0
2017-08-01 07:02:15.244206,slurm_normal,1501570946.0,0,,1.0,20425,bed,main_w3_handler0,3208424,16475130,False,,10543736.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706750}]","""2100""","""1000000""",0,12345,True,32.0,,39630278,1501570942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 07:02:27.640087,12601.0,4.0
2017-05-07 19:22:33.399848,slurm_normal,1494184987.0,0,,1.0,9784883,bed,main_w4_handler1,3060657,15773522,False,,9880591.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29091273}]","""2000""","""200""",1,,False,32.0,,37032143,1494184980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-05-07 19:23:09.339364,97264.0,7.0
2017-04-17 06:10:42.788129,slurm_normal,1492409468.0,0,,1.0,1910,bed,main_w3_handler1,1903448,15603350,False,,9723504.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29234111}]","""1000000""","""1""",1,,False,32.0,,37302364,1492409460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-04-17 06:11:09.821177,48816.0,8.0
2017-09-17 16:38:27.757630,slurm_normal,1505666322.0,0,,1.0,2812,tabular,main_w4_handler0,2936266,16848423,False,,10915316.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30948554}]","""1100""","""200""",1,,False,32.0,,40117333,1505666316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-09-17 16:38:43.046866,68782.0,6.0
2017-09-11 14:04:58.414259,slurm_normal,1505138725.0,0,,1.0,156381390,bed,main_w4_handler1,3237461,16787260,False,,10855677.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31183140}]","""2000""","""200""",1,,False,32.0,,40152733,1505138710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-09-11 14:05:28.048789,52554.0,15.0
2017-05-22 22:48:07.551367,slurm_normal,1495493305.0,0,,1.0,690087,bed,main_w4_handler1,3072485,15910429,False,,10008561.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29526441}]","""143""","""200""",1,,False,32.0,,37689979,1495493301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-05-22 22:48:30.182981,104097.0,4.0
2017-08-01 07:51:20.641714,slurm_normal,1501573892.0,0,,1.0,20425,bed,main_w3_handler1,3208424,16475345,False,,10543924.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30706750}]","""210""","""1000000""",0,4125,True,32.0,,39630278,1501573888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2017-08-01 07:51:34.405976,12601.0,4.0
2018-01-22 15:35:01.943242,slurm_normal,1516635320.0,0,,1.0,1061979,bed,main_w4_handler1,3392272,18119723,False,,12199452,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""","[{'src': 'hda', 'id': 33438051}]","""75000""","""1000""",1,,False,32.0,,42227898,1516635314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.26.0.0,2.26.0.0,,2018-01-22 15:35:22.262666,102651.0,6.0
