create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.input,parameters.input.values,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-10 10:40:27.816271,slurm_normal,1457606464.0,0,1.0,404634482,bed,main_w1_handler0,2316346,12094068,False,,21399,bed,6318568.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23776086,,23775608,,"""255""",32.0,,28895959,1457606446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-03-10 10:41:06.054464,64006,18.0
2016-02-03 03:40:59.772310,slurm_normal,1454470909.0,0,1.0,102,bed,main_w1_handler1,2575052,11690339,False,,102,bed,5946850.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155469,,23155469,,"""255""",32.0,,27668603,1454470883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-02-03 03:41:52.041748,77315,26.0
2016-02-03 04:00:03.506377,slurm_normal,1454472028.0,0,1.0,364,bed,main_w2_handler0,2575052,11690382,False,,364,bed,5946959.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23155533,,23155533,,"""255""",32.0,,27668603,1454472022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-02-03 04:00:37.983543,77315,6.0
2016-04-20 21:49:49.075183,slurm_normal,1461189540.0,0,1.0,2430640978,tabular,main_w1_handler0,2671377,12542703,False,,9943437,bed,6728532.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541896f91da5d0c01'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579d22f5cb7a8c994'}]","""255""",32.0,,29183917,1461189430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-04-20 21:59:03.570821,81363,110.0
2016-04-20 22:03:47.115384,slurm_normal,1461189900.0,0,1.0,13121203,bedgraph,main_w2_handler1,2671377,12542773,False,,9943437,bed,6728615.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505037703560cffb0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579d22f5cb7a8c994'}]","""255""",32.0,,29183917,1461189887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-04-20 22:05:09.909546,81363,13.0
2016-04-20 22:34:19.203060,slurm_normal,1461192092.0,0,1.0,2430106567,tabular,main_w2_handler0,2671377,12542911,False,,9943437,bed,6728938.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f27af1bd688929e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579d22f5cb7a8c994'}]","""255""",32.0,,29183917,1461191942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-04-20 22:42:27.999509,81363,150.0
2016-06-04 13:30:00.246658,slurm_normal,1465047046.0,0,1.0,138231,tabular,main_w1_handler1,2726507,13067491,False,,23083616,bed,7253555.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540200acc0679e4e0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b567ea6a02b2162b7c'}]","""255""",32.0,,30580969,1465047039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-06-04 13:30:50.683367,84388,7.0
2016-06-02 14:27:23.575615,slurm_normal,1464877679.0,0,1.0,3629645,vcf,main_w1_handler0,1733196,13050123,False,,3629645,vcf,7236021.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518e72b29716613ae'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518e72b29716613ae'}]","""255""",32.0,,30579467,1464877673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2016-06-02 14:28:04.555403,24747,6.0
2017-03-17 02:32:54.899549,slurm_normal,1489717990.0,0,1.0,16559803,bed,main_w3_handler0,3031926,15319590,False,,16559803,bed,9460780.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28798102}]",,"[{'src': 'hda', 'id': 28798102}]","""255""",32.0,,36674598,1489717979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2017-03-17 02:33:13.526415,102068,11.0
2017-03-17 06:45:37.748841,slurm_normal,1489733149.0,0,1.0,16559803,bed,main_w3_handler0,3031926,15321078,False,,16559803,bed,9462070.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28800225}]",,"[{'src': 'hda', 'id': 28800225}]","""255""",32.0,,36678025,1489733141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.22.0,2.22.0,,2017-03-17 06:45:50.938843,102068,8.0
