create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,header,header_filetype,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.header.values,parameters.input_bam.values,parameters.input_bam|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-03 19:38:51.313351,slurm_normal,1515008544.0,0,,1.0,main_w3_handler1,,,3381198,17939182,False,,465220664,bam,12015216,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,"[{'src': 'hda', 'id': 33162547}]",,32.0,,42965064,1515008338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2018-01-03 19:42:54.095405,116257.0,206.0
2018-01-03 20:29:21.480259,slurm_normal,1515011575.0,0,,1.0,main_w4_handler1,,,3381198,17939566,False,,465220664,bam,12015605,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,"[{'src': 'hda', 'id': 33163059}]",,32.0,,42967800,1515011365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2018-01-03 20:33:19.563248,116257.0,210.0
2018-01-05 16:15:33.466797,slurm_normal,1515169167.0,0,,1.0,main_w4_handler1,,,3382808,17957087,False,,465220664,bam,12033666,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,"[{'src': 'hda', 'id': 33191842}]",,32.0,,42987696,1515168939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2018-01-05 16:20:09.270780,119382.0,228.0
2018-01-22 14:00:24.155081,slurm_normal,1516630291.0,0,,1.0,main_w4_handler1,,,3398327,18118630,False,,1693542926,bam,12198300,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33441035}]",,32.0,,43308748,1516629631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2018-01-22 14:12:31.759622,120278.0,660.0
2017-10-28 05:50:31.417736,slurm_normal,1509171956.0,0,,1.0,main_w4_handler1,,,3302871,17248862,False,,4183060502,bam,11308402,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31937243}]",,32.0,,39710803,1509170495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2017-10-28 06:27:57.156727,109764.0,1461.0
2017-10-29 17:54:18.125301,slurm_normal,1509301382.0,0,,1.0,main_w3_handler1,,,3303215,17256968,False,,4779148919,bam,11316059,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31952552}]",,32.0,,41513118,1509299686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2017-10-29 18:23:17.677644,53049.0,1696.0
2017-10-29 17:54:33.642091,slurm_normal,1509301385.0,0,,1.0,main_w3_handler1,,,3303215,17256973,False,,4569821813,bam,11316060,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31952554}]",,32.0,,41513118,1509299695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2017-10-29 18:23:16.908453,53049.0,1690.0
2017-10-29 20:15:15.522783,slurm_normal,1509309825.0,0,,1.0,main_w3_handler1,,,3303215,17258860,False,,4452077458,bam,11317181,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31954485}]",,32.0,,41513118,1509308139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2017-10-29 20:43:49.794245,53049.0,1686.0
2017-10-29 22:29:03.766486,slurm_normal,1509317867.0,0,,1.0,main_w3_handler1,,,3303215,17259528,False,,4569821813,bam,11317884,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31954347}]",,32.0,,41513118,1509316175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2017-10-29 22:57:57.822948,53049.0,1692.0
2017-10-30 05:57:26.209942,slurm_normal,1509343330.0,0,,1.0,main_w4_handler0,,,3301630,17261403,False,,465220664,bam,11320198,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,"[{'src': 'hda', 'id': 31960015}]",,32.0,,41541213,1509343126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.3.1,1.3.1,,2017-10-30 06:03:25.061014,113841.0,204.0
