create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-19 21:03:15.499432,slurm_normal,1466370212.0,0,1.0,263418,bed,main_w2_handler0,2543864,13204784,False,,263418,bed,7389286.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/baciSubt2.len""","""baciSubt2""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58620552d845bc43d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58620552d845bc43d'}]","""255""",32.0,,30747208,1466370207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.24.0,2.24.0,,2016-06-19 21:03:32.969233,77297,5.0
2016-09-12 15:51:58.244083,slurm_normal,1473695542.0,0,1.0,2968814,bed,main_w3_handler0,2817889,13832770,False,,2968814,bed,8054901.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sarHar1.len""","""sarHar1""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58491ac107f9f1028'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58491ac107f9f1028'}]","""255""",32.0,,32909306,1473695535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.24.0,2.24.0,,2016-09-12 15:52:25.140815,89994,7.0
2016-09-12 15:51:39.617503,slurm_normal,1473695526.0,0,1.0,4778949,bed,main_w4_handler0,2817890,13832767,False,,4778949,bed,8054896.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/vicPac2.len""","""vicPac2""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea505cd02e60df6d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea505cd02e60df6d'}]","""255""",32.0,,32909402,1473695517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.24.0,2.24.0,,2016-09-12 15:52:09.825080,90007,9.0
2016-10-07 10:11:29.733278,slurm_normal,1475835156.0,0,1.0,16032,vcf,main_w3_handler1,2836013,14027327,False,,4455,bed,8245168.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58823049198446ea1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5150bca41256f5b7e'}]","""255""",32.0,,33121338,1475835145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.24.0,2.24.0,,2016-10-07 10:12:38.996627,76423,11.0
2017-01-26 14:44:01.816889,slurm_normal,1485441854.0,0,1.0,293,gg,main_w3_handler0,2958727,14878258,False,,184176,bed,9037771.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 28075936}]","[{'src': 'hda', 'id': 28075696}]","""255""",32.0,,35583305,1485441850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.24.0,2.24.0,,2017-01-26 14:44:15.414422,7729,4.0
