create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.group.values,parameters.iters,parameters.tree.values,parameters.tree|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,tree,tree_filetype,update_time,user_id,runtime
2017-12-20 20:59:49.252296,reserved_normal,1513803613.0,0,,1.0,230,mothur.design,main_w3_handler0,3280912,17864541,False,,11936241.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","""1000""","[{'src': 'hda', 'id': 33026446}]","""thetayc.0.03.lt""",32.0,,42691248,1513803608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,507,mothur.tre,2017-12-20 21:00:18.639902,5254,5.0
2017-12-20 20:59:48.445014,reserved_normal,1513803616.0,0,,1.0,230,mothur.design,main_w3_handler1,3280912,17864539,False,,11936243.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","""1000""","[{'src': 'hda', 'id': 33026444}]","""thetayc.0.03.lt.ave""",32.0,,42691248,1513803611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,503,mothur.tre,2017-12-20 21:00:27.237658,5254,5.0
2017-12-20 20:59:45.879443,reserved_normal,1513803613.0,0,,1.0,230,mothur.design,main_w3_handler1,3280912,17864531,False,,11936238.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","""1000""","[{'src': 'hda', 'id': 33026438}]","""jclass.0.03.lt.ave""",32.0,,42691248,1513803605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,503,mothur.tre,2017-12-20 21:00:22.886555,5254,8.0
2017-12-20 20:59:47.145131,reserved_normal,1513803613.0,0,,1.0,230,mothur.design,main_w4_handler1,3280912,17864534,False,,11936237.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","""1000""","[{'src': 'hda', 'id': 33026440}]","""jclass.0.03.lt""",32.0,,42691248,1513803605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,504,mothur.tre,2017-12-20 21:00:20.753293,5254,8.0
2017-12-20 20:59:47.925103,reserved_normal,1513803611.0,0,,1.0,230,mothur.design,main_w4_handler1,3280912,17864537,False,,11936240.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","""1000""","[{'src': 'hda', 'id': 33026442}]","""jclass.0.03.lt.std""",32.0,,42691248,1513803606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,546,mothur.tre,2017-12-20 21:00:19.238910,5254,5.0
2017-12-20 20:59:49.628342,reserved_normal,1513803613.0,0,,1.0,230,mothur.design,main_w4_handler0,3280912,17864543,False,,11936239.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","""1000""","[{'src': 'hda', 'id': 33026448}]","""thetayc.0.03.lt.std""",32.0,,42691248,1513803606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,556,mothur.tre,2017-12-20 21:00:17.177021,5254,7.0
2017-11-21 10:12:17.835589,slurm_normal,1511259154.0,0,,1.0,230,mothur.design,main_w3_handler1,3329759,17532841,False,,11592087,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","""1000""","[{'src': 'hda', 'id': 32394590}]","""jclass.0.03.lt""",32.0,,42143990,1511259146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,501,mothur.tre,2017-11-21 10:12:40.853162,113498,8.0
2017-11-21 10:12:19.291371,slurm_normal,1511259149.0,0,,1.0,230,mothur.design,main_w4_handler0,3329759,17532844,False,,11592086,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","""1000""","[{'src': 'hda', 'id': 32394597}]","""thetayc.0.03.lt""",32.0,,42143990,1511259145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,503,mothur.tre,2017-11-21 10:12:32.121564,113498,4.0
2017-11-21 10:12:17.402002,slurm_normal,1511259151.0,0,,1.0,230,mothur.design,main_w3_handler0,3329759,17532840,False,,11592085,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","""1000""","[{'src': 'hda', 'id': 32394588}]","""jclass.0.03.lt.ave""",32.0,,42143990,1511259144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,503,mothur.tre,2017-11-21 10:12:34.570383,113498,7.0
2017-11-21 10:12:18.341483,slurm_normal,1511259154.0,0,,1.0,230,mothur.design,main_w3_handler1,3329759,17532842,False,,11592088,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","""1000""","[{'src': 'hda', 'id': 32394592}]","""jclass.0.03.lt.std""",32.0,,42143990,1511259148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,552,mothur.tre,2017-11-21 10:12:40.976902,113498,6.0
