create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.group.values,parameters.iters,parameters.tree.values,parameters.tree|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,tree,tree_filetype,update_time,user_id,runtime
2017-11-21 10:12:18.742658,slurm_normal,1511259167.0,0,,1.0,230,mothur.design,main_w3_handler1,3329759,17532843,False,,11592093,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","""1000""","[{'src': 'hda', 'id': 32394595}]","""thetayc.0.03.lt.ave""",32.0,,42143990,1511259162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,514,mothur.tre,2017-11-21 10:12:50.287184,113498,5.0
2017-11-21 10:12:19.650193,slurm_normal,1511259168.0,0,,1.0,230,mothur.design,main_w3_handler1,3329759,17532845,False,,11592094,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","""1000""","[{'src': 'hda', 'id': 32394599}]","""thetayc.0.03.lt.std""",32.0,,42143990,1511259163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,557,mothur.tre,2017-11-21 10:12:51.743786,113498,5.0
2018-01-18 06:23:23.590708,slurm_normal,1516256622.0,0,,1.0,230,mothur.design,main_w3_handler1,3395242,18068676,False,,12147199,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33350072}]","""1000""","[{'src': 'hda', 'id': 33364268}]","""thetayc.0.03.lt""",32.0,,43244112,1516256618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,506,mothur.tre,2018-01-18 06:23:45.009708,120071,4.0
2018-01-18 06:23:22.588867,slurm_normal,1516256614.0,0,,1.0,230,mothur.design,main_w3_handler1,3395242,18068674,False,,12147193,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33350072}]","""1000""","[{'src': 'hda', 'id': 33364264}]","""jclass.0.03.lt.std""",32.0,,43244112,1516256609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,556,mothur.tre,2018-01-18 06:23:38.596263,120071,5.0
2018-01-18 06:23:21.854513,slurm_normal,1516256610.0,0,,1.0,230,mothur.design,main_w4_handler0,3395242,18068673,False,,12147192,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33350072}]","""1000""","[{'src': 'hda', 'id': 33364262}]","""jclass.0.03.lt""",32.0,,43244112,1516256606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,494,mothur.tre,2018-01-18 06:23:32.991364,120071,4.0
2018-01-18 06:23:20.755458,slurm_normal,1516256610.0,0,,1.0,230,mothur.design,main_w4_handler1,3395242,18068672,False,,12147191,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33350072}]","""1000""","[{'src': 'hda', 'id': 33364260}]","""jclass.0.03.lt.ave""",32.0,,43244112,1516256606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,506,mothur.tre,2018-01-18 06:23:33.551954,120071,4.0
2018-01-18 06:23:23.024626,slurm_normal,1516256614.0,0,,1.0,230,mothur.design,main_w4_handler1,3395242,18068675,False,,12147194,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33350072}]","""1000""","[{'src': 'hda', 'id': 33364266}]","""thetayc.0.03.lt.ave""",32.0,,43244112,1516256609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,511,mothur.tre,2018-01-18 06:23:37.376767,120071,5.0
2018-01-18 06:23:24.211130,slurm_normal,1516256627.0,0,,1.0,230,mothur.design,main_w3_handler0,3395242,18068677,False,,12147198,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33350072}]","""1000""","[{'src': 'hda', 'id': 33364270}]","""thetayc.0.03.lt.std""",32.0,,43244112,1516256618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,560,mothur.tre,2018-01-18 06:23:50.631166,120071,9.0
2018-02-22 06:58:29.020278,slurm_normal,1519282719.0,0,7680.0,1.0,230,mothur.design,main_w4_handler0,3396038,18479243,False,,12573827,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34006925}]","""1000""","[{'src': 'hda', 'id': 34006808}]","""jclass.0.03.lt.ave""",32.0,,44083383,1519282715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,511,mothur.tre,2018-02-22 06:58:41.048121,119338,4.0
2018-02-22 06:58:29.557662,slurm_normal,1519282723.0,0,7680.0,1.0,230,mothur.design,main_w3_handler0,3396038,18479244,False,,12573829,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34006925}]","""1000""","[{'src': 'hda', 'id': 34006810}]","""jclass.0.03.lt""",32.0,,44083383,1519282719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,511,mothur.tre,2018-02-22 06:58:46.770713,119338,4.0
2018-02-22 06:58:31.428864,slurm_normal,1519282724.0,0,7680.0,1.0,230,mothur.design,main_w3_handler1,3396038,18479247,False,,12573828,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34006925}]","""1000""","[{'src': 'hda', 'id': 34006816}]","""thetayc.0.03.lt""",32.0,,44083383,1519282719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,504,mothur.tre,2018-02-22 06:58:46.683299,119338,5.0
2018-02-22 06:58:30.279494,slurm_normal,1519282726.0,0,7680.0,1.0,230,mothur.design,main_w4_handler1,3396038,18479245,False,,12573830,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34006925}]","""1000""","[{'src': 'hda', 'id': 34006812}]","""jclass.0.03.lt.std""",32.0,,44083383,1519282722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,563,mothur.tre,2018-02-22 06:58:50.898234,119338,4.0
2018-02-22 06:58:31.897021,slurm_normal,1519282729.0,0,7680.0,1.0,230,mothur.design,main_w3_handler0,3396038,18479248,False,,12573831,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34006925}]","""1000""","[{'src': 'hda', 'id': 34006818}]","""thetayc.0.03.lt.std""",32.0,,44083383,1519282725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,561,mothur.tre,2018-02-22 06:58:53.301592,119338,4.0
2018-02-22 06:58:30.915342,slurm_normal,1519282736.0,0,7680.0,1.0,230,mothur.design,main_w4_handler1,3396038,18479246,False,,12573832,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34006925}]","""1000""","[{'src': 'hda', 'id': 34006814}]","""thetayc.0.03.lt.ave""",32.0,,44083383,1519282732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_parsimony/mothur_parsimony/1.36.1.0,1.36.1.0,,509,mothur.tre,2018-02-22 06:58:57.833995,119338,4.0
