bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
8198897,bigwig,9227365,bigwig,2016-10-18 08:35:58.189133,slurm_multi,1476783696.0,0,6.0,main_w3_handler2,2857815,14105644,False,,8320907,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f29729d1386017f4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476783657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:41:42.888356,77683,39.0
8494183,bigwig,9155771,bigwig,2016-10-18 08:38:03.005451,slurm_multi,1476785541.0,0,6.0,main_w4_handler2,2857815,14105663,False,,8321205,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b0bd1d1971d026d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476785502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 10:12:46.059365,77683,39.0
8198897,bigwig,9227365,bigwig,2016-10-18 08:35:47.477852,slurm_multi,1476783051.0,0,6.0,main_w3_handler2,2857815,14105643,False,,8320763,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f29729d1386017f4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476782998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:31:06.461398,77683,53.0
8580244,bigwig,9227365,bigwig,2016-10-18 08:34:58.985592,slurm_multi,1476780979.0,0,6.0,main_w4_handler2,2857815,14105634,False,,8320553,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be9fdfcc00ef01f8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476780945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 08:56:25.910727,77683,34.0
8701636,bigwig,9155771,bigwig,2016-10-18 08:37:11.516446,slurm_multi,1476783276.0,0,6.0,main_w4_handler2,2857815,14105656,False,,8320813,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb299bf960bad8dd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476783247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:34:41.580261,77683,29.0
7859318,bigwig,9227365,bigwig,2016-10-18 08:35:16.522043,slurm_multi,1476781699.0,0,6.0,main_w3_handler2,2857815,14105635,False,,8320610,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fd26716850b16dc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476781642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:08:21.825481,77683,57.0
8018566,bigwig,9155771,bigwig,2016-10-18 08:37:39.828199,slurm_multi,1476784756.0,0,6.0,main_w4_handler2,2857815,14105661,False,,8321140,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526f0080d7c2d70e1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476784718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:59:18.753883,77683,38.0
697427644,bigwig,433523564,bigwig,2016-10-18 10:08:25.322075,slurm_multi,1476786823.0,0,6.0,main_w4_handler2,2850982,14106445,False,,8321263,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59510ed7a6e2cd2ae'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e165397baa9a5425'}]","""/galaxy-repl/localdata/chrom/hg19.len""",1,ratio,1.0,"""hg19""","""bigwig""","""""",32.0,,33655044,1476785726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 10:33:44.313243,89972,1097.0
8965548,bigwig,9227365,bigwig,2016-10-18 08:34:38.362089,slurm_multi,1476780603.0,0,6.0,main_w4_handler2,2857815,14105629,False,,8320523,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510c9b4e550225c7a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476780532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 08:50:05.464165,77683,71.0
8701636,bigwig,9155771,bigwig,2016-10-18 08:36:55.867392,slurm_multi,1476784078.0,0,6.0,main_w3_handler2,2857815,14105655,False,,8320956,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb299bf960bad8dd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476783999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:48:01.149128,77683,79.0
8494183,bigwig,9155771,bigwig,2016-10-18 08:37:54.740084,slurm_multi,1476785169.0,0,6.0,main_w4_handler2,2857815,14105662,False,,8321178,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b0bd1d1971d026d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476785121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 10:06:10.241167,77683,48.0
7859318,bigwig,9227365,bigwig,2016-10-18 08:35:35.313458,slurm_multi,1476782684.0,0,6.0,main_w3_handler2,2857815,14105641,False,,8320687,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fd26716850b16dc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476782646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:24:48.204204,77683,38.0
8018566,bigwig,9155771,bigwig,2016-10-18 08:37:23.647993,slurm_multi,1476784386.0,0,6.0,main_w4_handler2,2857815,14105659,False,,8321058,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526f0080d7c2d70e1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476784346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:53:09.771253,77683,40.0
219096235,bigwig,236907513,bigwig,2016-10-18 14:50:05.252938,slurm_multi,1476805654.0,0,6.0,main_w3_handler2,2838493,14108826,False,,8323869,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a7d0869f19ca0558'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58b220d6303afb3c3'}]","""/galaxy-repl/localdata/chrom/?.len""",1,ratio,1.0,"""?""","""bigwig""","""""",32.0,,32713793,1476804545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 15:48:11.301219,38685,1109.0
