bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
12218547,bigwig,20785100,bigwig,2016-10-12 03:25:00.415020,slurm_multi,1476243484.0,0,6.0,main_w3_handler2,2210340,14059865,False,,8276814,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5aaca5006fc603f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50844eb3b5823f4dc'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",1,ratio,1.0,"""hg_g1k_v37""","""bigwig""","""""",32.0,,33621143,1476242904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-12 03:38:05.860121,59804,580.0
12218547,bigwig,20785100,bigwig,2016-10-12 09:33:29.605524,slurm_multi,1476265750.0,0,6.0,main_w3_handler2,2210340,14062479,False,,8279225,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5aaca5006fc603f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50844eb3b5823f4dc'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",4,first,,"""hg_g1k_v37""","""bigwig""","""""",32.0,,33622257,1476265214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-12 09:49:30.828814,59804,536.0
12218547,bigwig,20785100,bigwig,2016-10-12 09:32:25.892344,slurm_multi,1476290458.0,0,6.0,main_w4_handler2,2210340,14062416,False,,8281649,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5aaca5006fc603f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50844eb3b5823f4dc'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",1,ratio,0.1,"""hg_g1k_v37""","""bigwig""","""""",32.0,,33622257,1476289831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-12 16:41:01.819178,59804,627.0
12218547,bigwig,20785100,bigwig,2016-10-12 09:38:21.995175,slurm_multi,1476296481.0,0,6.0,main_w4_handler2,2210340,14062585,False,,8282463,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5aaca5006fc603f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50844eb3b5823f4dc'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",1,ratio,1.0,"""hg_g1k_v37""","""bigwig""","""""",32.0,,33622257,1476293651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-12 18:21:26.544011,59804,2830.0
12218547,bigwig,20785100,bigwig,2016-10-12 22:10:10.726528,slurm_multi,1476313246.0,0,6.0,main_w3_handler2,2210340,14067659,False,,8284830,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5aaca5006fc603f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50844eb3b5823f4dc'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",1,ratio,1.0,"""hg_g1k_v37""","""bedgraph""","""""",32.0,,33622257,1476311125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-12 23:00:58.377820,59804,2121.0
12218547,bigwig,20785100,bigwig,2016-10-12 22:09:38.797112,slurm_multi,1476317425.0,0,6.0,main_w4_handler2,2210340,14067648,False,,8285392,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5aaca5006fc603f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50844eb3b5823f4dc'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",0,log2,0.1,"""hg_g1k_v37""","""bigwig""","""""",32.0,,33622257,1476314406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 00:10:26.676418,59804,3019.0
451784,bigwig,0,bigwig,2016-10-13 12:26:58.007553,slurm_multi,1476362722.0,0,6.0,main_w3_handler2,2834886,14072694,False,,8289643,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a7d11aabc7a2d552'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a164e3c536de2091'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,33650569,1476362103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 12:45:24.217530,69870,619.0
484131,bigwig,0,bigwig,2016-10-13 12:39:01.592565,slurm_multi,1476363569.0,0,6.0,main_w4_handler2,2834886,14072793,False,,8289778,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4ea0b785b9c8ff0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a164e3c536de2091'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,33650569,1476363033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 12:59:30.374582,69870,536.0
10239468,bigwig,40899994,bigwig,2016-10-13 13:17:02.822285,slurm_multi,1476366721.0,0,6.0,main_w3_handler2,2834886,14073053,False,,8290194,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4b2d87306a79b41'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56507c670b95020af'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,33650569,1476366088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 13:52:03.532182,69870,633.0
507141,bigwig,0,bigwig,2016-10-13 12:39:20.336895,slurm_multi,1476364383.0,0,6.0,main_w4_handler2,2834886,14072797,False,,8289852,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b592d6cd3e426f4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a164e3c536de2091'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,33650569,1476363838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 13:13:05.135656,69870,545.0
34713474,bigwig,33443137,bigwig,2016-10-13 16:54:11.377040,slurm_multi,1476378092.0,0,6.0,main_w3_handler2,2853708,14074901,False,,8291789,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561ee24eab471fd3c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5310a8e8220d979f6'}]","""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""",1,ratio,1.0,"""Saccharomyces_cerevisiae_S288C_SGD2010""","""bigwig""","""""",32.0,,33660833,1476378039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 17:01:48.781915,92169,53.0
6789372,bigwig,7727199,bigwig,2016-10-13 17:43:14.626942,slurm_multi,1476381295.0,0,6.0,main_w4_handler2,2853708,14075407,False,,8292298,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5402c80b9d3b59011'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56d1f3e57231b6c47'}]","""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""",1,ratio,1.0,"""Saccharomyces_cerevisiae_S288C_SGD2010""","""bigwig""","""""",32.0,,33660833,1476381226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 17:54:57.317820,92169,69.0
7727199,bigwig,6443855,bigwig,2016-10-13 18:03:59.276689,slurm_multi,1476383293.0,0,6.0,main_w4_handler2,2853708,14075538,False,,8292471,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d1f3e57231b6c47'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55de168b254031ba1'}]","""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""",0,log2,1.0,"""Saccharomyces_cerevisiae_S288C_SGD2010""","""bigwig""","""""",32.0,,33660833,1476383202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 18:28:17.178207,92169,91.0
6789372,bigwig,6443855,bigwig,2016-10-13 18:03:29.547481,slurm_multi,1476382303.0,0,6.0,main_w4_handler2,2853708,14075535,False,,8292396,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5402c80b9d3b59011'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55de168b254031ba1'}]","""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""",0,log2,1.0,"""Saccharomyces_cerevisiae_S288C_SGD2010""","""bigwig""","""""",32.0,,33660833,1476382213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-13 18:11:45.151531,92169,90.0
641233516,bigwig,530163742,bigwig,2016-10-16 23:19:00.257353,slurm_multi,1476660287.0,0,6.0,main_w3_handler2,2776915,14093946,False,,8309748,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564279c02a2998c64'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac1816cc04113b37'}]","""/galaxy-repl/localdata/chrom/danRer10.len""",0,log2,1.0,"""danRer10""","""bigwig""","""chr25""",32.0,,31745742,1476660259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-16 23:24:49.382800,65128,28.0
107570233,bigwig,236218963,bigwig,2016-10-17 08:02:29.121117,slurm_multi,1476692732.0,0,6.0,main_w4_handler2,2838493,14095813,False,,8311393,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d696834c4c720c8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b561d543a5f7e2509f'}]","""/galaxy-repl/localdata/chrom/?.len""",1,ratio,1.0,"""?""","""bigwig""","""""",32.0,,32713793,1476691724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-17 08:25:33.155851,38685,1008.0
120587046,bigwig,236907513,bigwig,2016-10-17 08:27:26.335137,slurm_multi,1476694124.0,0,6.0,main_w3_handler2,2838493,14095930,False,,8311529,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f7db64b049e10e7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58b220d6303afb3c3'}]","""/galaxy-repl/localdata/chrom/?.len""",1,ratio,1.0,"""?""","""bigwig""","""""",32.0,,32713793,1476693179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-17 08:48:46.597363,38685,945.0
13975603,bigwig,27019988,bigwig,2016-10-17 22:23:13.401538,slurm_multi,1476745175.0,0,6.0,main_w4_handler2,2858492,14102788,False,,8317967,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1c05b33e31f80c7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b577c9151743f3a3a4'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bigwig""","""""",32.0,,33771078,1476744499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-17 22:59:40.847851,92377,676.0
8965548,bigwig,9227365,bigwig,2016-10-18 08:34:25.367475,slurm_multi,1476780281.0,0,6.0,main_w3_handler2,2857815,14105628,False,,8320494,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510c9b4e550225c7a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476780227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 08:44:49.149157,77683,54.0
8580244,bigwig,9227365,bigwig,2016-10-18 08:34:49.577238,slurm_multi,1476781395.0,0,6.0,main_w3_handler2,2857815,14105632,False,,8320580,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be9fdfcc00ef01f8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b534cfffcf375a17c7'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476781307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:03:22.336656,77683,88.0
0,bigwig,9155771,bigwig,2016-10-18 08:36:35.880825,slurm_multi,1476781963.0,0,6.0,main_w4_handler2,2857815,14105647,False,,8320626,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4392d68b7207b1f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bigwig""","""""",32.0,,33519497,1476781910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:12:46.992687,77683,53.0
0,bigwig,9155771,bigwig,2016-10-18 08:36:43.992837,slurm_multi,1476782321.0,0,6.0,main_w4_handler2,2857815,14105650,False,,8320657,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4392d68b7207b1f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15182fb51404217'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""",1,ratio,1.0,"""SC5314 A22""","""bedgraph""","""""",32.0,,33519497,1476782273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.5.0,2.3.5.0,,2016-10-18 09:18:43.518610,77683,48.0
