bait_bed,bait_bed_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bait_bed,parameters.bait_bed.values,parameters.chromInfo,parameters.dbkey,parameters.input_file,parameters.input_file.values,parameters.out_prefix,parameters.target_bed,parameters.target_bed.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,target_bed,target_bed_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
992,bed,2015-05-05 14:18:35.801399,slurm_normal,1430835574.0,0,1.0,main_w2_handler1,1865385,9399799,False,,217492851,bam,3730775.roundup,slurm,,132112168.0,corral-repl,,,19586895,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19561917,,"""Picard HS Metrics""",19586896,,32.0,,14311861.0,1430835542.0,ok,1023996.0,868,bed,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-05-05 14:19:36.767581,26416.0,32.0
16961,bed,2015-05-05 14:37:06.384003,slurm_normal,1430836662.0,0,1.0,main_w1_handler1,2294122,9399946,False,,61991544,bam,3730919.roundup,slurm,,132112168.0,corral-repl,,,19587349,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19586185,,"""Picard HS Metrics""",19587350,,32.0,,14311861.0,1430836644.0,ok,1023996.0,8081,bed,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-05-05 14:37:43.615775,26416.0,18.0
992,bed,2015-05-05 14:59:24.586809,slurm_normal,1430838340.0,0,1.0,main_w2_handler0,2294120,9400205,False,,213585210,bam,3731196.roundup,slurm,,132112168.0,corral-repl,,,19587040,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19586172,,"""Picard HS Metrics""",19587041,,32.0,,14311861.0,1430838307.0,ok,1023996.0,868,bed,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-05-05 15:05:42.205369,26416.0,33.0
992,bed,2015-05-05 18:00:23.980943,slurm_normal,1430848880.0,0,1.0,main_w1_handler0,2294124,9402192,False,,191595419,bam,3733031.roundup,slurm,,132112168.0,corral-repl,,"""984a20dcf35011e49a25005056a52a46""",19590414,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19586158,,"""Picard HS Metrics""",19590415,,32.0,,14311861.0,1430848841.0,ok,1023996.0,868,bed,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-05-05 18:01:22.311146,26416.0,39.0
11870396,interval,2015-03-30 12:05:29.748604,rodeo_normal,1427717528.0,0,1.0,main_w2_handler1,2245985,9085183,False,,5885592836,bam,3370488.roundup,slurm,,132112168.0,corral-repl,,,18959464,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19056193,,"""Picard HS Metrics""",18959464,,32.0,,21275000.0,1427717146.0,ok,1023996.0,11870396,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-03-30 12:12:14.666251,59391.0,382.0
1085,interval,2015-04-14 19:39:05.768186,slurm_normal,1429040572.0,0,1.0,main_w2_handler0,1865385,9231599,False,,215271520,bam,3512824.roundup,slurm,,132112168.0,corral-repl,,,19289245,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19289133,,"""Picard HS Metrics""",19289246,,32.0,,14311861.0,1429040359.0,ok,1023996.0,952,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-04-14 19:42:56.448014,26416.0,213.0
952,interval,2015-04-15 14:58:58.144148,slurm_normal,1429109991.0,0,1.0,main_w1_handler1,1865385,9237900,False,,189160970,bam,3518733.roundup,slurm,,132112168.0,corral-repl,,,19289246,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19297780,,"""Picard HS Metrics""",19289246,,32.0,,14311861.0,1429109951.0,ok,1023996.0,952,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-04-15 14:59:58.665448,26416.0,40.0
1085,interval,2015-04-15 14:55:25.430733,slurm_normal,1429109778.0,0,1.0,main_w2_handler0,1865385,9237762,False,,189160970,bam,3518689.roundup,slurm,,132112168.0,corral-repl,,,19289245,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19297780,,"""Picard HS Metrics""",19289246,,32.0,,14311861.0,1429109738.0,ok,1023996.0,952,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-04-15 14:56:23.584688,26416.0,40.0
992,bed,2015-05-11 19:39:51.179966,slurm_normal,1431373270.0,0,1.0,main_w1_handler1,2301917,9446546,False,,76354104,bam,3772202.roundup,slurm,,132112168.0,corral-repl,,"""7be4f47af81511e49d2f005056a51846""",19665343,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19665976,,"""Picard HS Metrics""",19665344,,32.0,,14311861.0,1431373232.0,ok,1023996.0,868,bed,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-05-11 19:41:15.268223,26416.0,38.0
27237,interval,2015-09-16 01:35:03.441671,slurm_normal,1442367336.0,0,1.0,main_w1_handler2,2440068,10328830,False,,22655538,bam,4612560.roundup,slurm,,132112168.0,corral-repl,,,21121902,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21122802,,"""Picard HS Metrics""",21121902,,32.0,,25196251.0,1442367329.0,ok,1023996.0,27237,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-09-16 01:35:43.388922,15172.0,7.0
11517068,interval,2015-04-27 07:38:14.736870,slurm_normal,1430153332.0,0,1.0,main_w1_handler0,2275745,9335076,False,,4340560800,bam,3675013.roundup,slurm,,132112168.0,corral-repl,,,19382679,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19399850,,"""Picard HS Metrics""",19382679,,32.0,,21275000.0,1430152121.0,ok,1023996.0,11517068,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-04-27 16:49:12.342110,59391.0,1211.0
11309182,interval,2015-04-28 11:02:30.081141,slurm_normal,1430219441.0,0,1.0,main_w2_handler1,2275745,9349363,False,,4340560800,bam,3686100.roundup,slurm,,132112168.0,corral-repl,,,19492286,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19399850,,"""Picard HS Metrics""",19492286,,32.0,,21275000.0,1430218966.0,ok,1023996.0,11309182,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-04-28 11:10:48.642084,59391.0,475.0
11309182,interval,2015-05-18 12:39:25.108346,slurm_normal,1431962169.0,0,1.0,main_w2_handler0,2275745,9488078,False,,4250119577,bam,3810605.roundup,slurm,,132112168.0,corral-repl,,,19492286,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19740385,,"""Picard HS Metrics""",19492286,,32.0,,23140373.0,1431961007.0,ok,1023996.0,11309182,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-05-18 15:16:24.794260,59391.0,1162.0
102106080,interval,2015-06-30 08:52:11.050439,slurm_normal,1435655479.0,0,1.0,main_w1_handler1,2352734,9765199,False,,20470767000,bam,4068064.roundup,slurm,,132112168.0,corral-repl,,,20186436,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20186003,,"""Picard HS Metrics""",20186436,,32.0,,23769373.0,1435654343.0,ok,1023996.0,102106080,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-06-30 09:11:29.083810,59391.0,1136.0
102106080,interval,2015-06-30 07:26:41.832731,slurm_normal,1435649758.0,0,1.0,main_w1_handler0,2352734,9764585,False,,10037046016,bam,4067424.roundup,slurm,,132112168.0,corral-repl,,,20186436,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20155511,,"""Picard HS Metrics""",20186436,,32.0,,23769373.0,1435649221.0,ok,1023996.0,102106080,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-06-30 07:36:02.899822,59391.0,537.0
231154,interval,2015-06-01 13:49:53.622987,slurm_normal,1433166660.0,0,1.0,main_w2_handler1,2326366,9573965,False,,228294427,bam,3886923.roundup,slurm,,132112168.0,corral-repl,,,19877674,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19874249,,"""Picard HS Metrics""",19877674,,32.0,,14311861.0,1433166631.0,ok,1023996.0,231154,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-06-01 13:51:05.872334,26416.0,29.0
11870396,interval,2015-07-06 09:07:59.814503,slurm_normal,1436174015.0,0,1.0,main_w1_handler1,2361225,9794708,False,,5820682492,bam,4096667.roundup,slurm,,132112168.0,corral-repl,,,20235546,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20227645,,"""Picard HS Metrics""",20235546,,32.0,,24000530.0,1436173715.0,ok,1023996.0,11870396,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-07-06 09:13:38.215296,64800.0,300.0
102106080,interval,2015-07-06 12:58:22.026748,slurm_normal,1436188144.0,0,1.0,main_w2_handler0,2352734,9795851,False,,11378748713,bam,4097749.roundup,slurm,,132112168.0,corral-repl,,,20186436,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20220754,,"""Picard HS Metrics""",20186436,,32.0,,24000988.0,1436187521.0,ok,1023996.0,102106080,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-07-06 13:09:09.713578,59391.0,623.0
102106080,interval,2015-06-16 09:56:05.730646,slurm_normal,1434449181.0,0,1.0,main_w2_handler0,2336297,9662219,False,,10909587209,bam,3971786.roundup,slurm,,132112168.0,corral-repl,,,20020091,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20006055,,"""Picard HS Metrics""",20020091,,32.0,,23140373.0,1434448600.0,ok,1023996.0,102106080,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-06-16 10:06:31.485004,59391.0,581.0
102106080,interval,2015-06-16 18:29:19.021327,slurm_normal,1434480086.0,0,1.0,main_w2_handler1,2341601,9666652,False,,11947424012,bam,3976831.roundup,slurm,,132112168.0,corral-repl,,,20020662,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20018654,,"""Picard HS Metrics""",20020662,,32.0,,23559059.0,1434479380.0,ok,1023996.0,102106080,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-06-16 18:41:31.621562,59391.0,706.0
200701,bed,2015-07-09 16:43:08.664892,slurm_normal,1436460254.0,0,1.0,main_w1_handler0,2326366,9822358,False,,711929214,bam,4122013.roundup,slurm,,132112168.0,corral-repl,,,19878692,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20282553,,"""Picard HS Metrics""",19878692,,32.0,,14311861.0,1436460216.0,ok,1023996.0,200701,bed,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-07-09 16:45:03.872468,26416.0,38.0
200701,bed,2015-07-09 16:42:45.083944,slurm_normal,1436460230.0,0,1.0,main_w1_handler1,2326366,9822352,False,,649383165,bam,4122009.roundup,slurm,,132112168.0,corral-repl,,,19878692,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20281992,,"""Picard HS Metrics""",19878692,,32.0,,14311861.0,1436460193.0,ok,1023996.0,200701,bed,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-07-09 16:43:52.794814,26416.0,37.0
11870396,interval,2015-07-24 09:42:38.974830,slurm_normal,1437731327.0,0,1.0,main_w1_handler2,2361225,9963625,False,,4673806065,bam,4248009.roundup,slurm,,132112168.0,corral-repl,,,20329255,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20373715,,"""Picard HS Metrics""",20329255,,32.0,,24292306.0,1437730986.0,ok,1023996.0,11870396,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-07-24 09:48:51.118194,64800.0,341.0
207049,interval,2015-08-19 11:49:57.298403,slurm_normal,1439985060.0,0,1.0,main_w2_handler0,2412509,10148538,False,,72568648,bam,4419167.roundup,slurm,,132112168.0,corral-repl,,,20822598,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",20822593,,"""Picard HS Metrics""",20822599,,32.0,,24742838.0,1439985030.0,ok,1023996.0,95990,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-08-19 11:51:02.624664,67855.0,30.0
15502992,interval,2015-08-18 07:48:06.475379,slurm_normal,1439884139.0,0,1.0,main_w1_handler0,2410554,10139476,False,,2932,bam,4410457.roundup,slurm,,132112168.0,corral-repl,,,20808849,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20808773,,"""Picard HS Metrics""",20808849,,32.0,,24726646.0,1439884126.0,ok,1023996.0,15502992,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-08-18 07:49:02.605349,59391.0,13.0
15502992,interval,2015-08-21 08:17:50.265354,slurm_normal,1440145140.0,0,1.0,main_w1_handler2,2411379,10162883,False,,1102783230,bam,4432130.roundup,slurm,,132112168.0,corral-repl,,,20843603,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20843540,,"""Picard HS Metrics""",20843603,,32.0,,24773197.0,1440145087.0,ok,1023996.0,15502992,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-08-21 08:19:04.033203,59391.0,53.0
15976637,interval,2015-08-31 13:50:44.086153,slurm_normal,1441029122.0,0,1.0,main_w1_handler2,2411379,10230281,False,,1102783230,bam,4505224.roundup,slurm,,132112168.0,corral-repl,,,20962246,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20961539,,"""Picard HS Metrics""",20962246,,32.0,,24773197.0,1441029066.0,ok,1023996.0,15976637,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-08-31 13:52:04.462494,59391.0,56.0
15976637,interval,2015-08-31 14:12:26.638075,slurm_normal,1441030426.0,0,1.0,main_w2_handler0,2411379,10230358,False,,1102783230,bam,4505541.roundup,slurm,,132112168.0,corral-repl,,,20962352,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20961539,,"""Picard HS Metrics""",20962352,,32.0,,24773197.0,1441030364.0,ok,1023996.0,15976637,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-08-31 14:13:49.928257,59391.0,62.0
24350286,interval,2015-10-26 14:41:00.357703,slurm_normal,1445929826.0,0,1.0,main_w2_handler0,2367164,10736450,False,,7718276697,bam,5001404.roundup,slurm,,132112168.0,corral-repl,,"""7f9b520e7bef11e5918e005056a51846""",21634870,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21753753,,"""Picard HS Metrics""",21634870,,32.0,,25897883.0,1445929467.0,ok,1023996.0,24350286,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-27 07:10:30.013094,64800.0,359.0
11870396,interval,2015-10-26 14:41:01.799635,slurm_normal,1445929826.0,0,1.0,main_w1_handler0,2367164,10736451,False,,7718276697,bam,5001405.roundup,slurm,,132112168.0,corral-repl,,"""7f9b520e7bef11e5918e005056a51846""",21634869,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21753753,,"""Picard HS Metrics""",21634869,,32.0,,25897883.0,1445929474.0,ok,1023996.0,11870396,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-27 07:10:28.035920,64800.0,352.0
15976637,interval,2015-09-29 13:27:27.012556,slurm_normal,1443533330.0,0,1.0,main_w2_handler1,2453616,10459155,False,,696696928,bam,4736201.roundup,slurm,,132112168.0,corral-repl,,,21322034,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21321402,,"""Picard HS Metrics""",21322034,,32.0,,25420721.0,1443533265.0,ok,1023996.0,15976637,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-09-29 13:28:55.069006,59391.0,65.0
15502992,interval,2015-09-29 13:27:19.164332,slurm_normal,1443533343.0,0,1.0,main_w2_handler0,2453616,10459153,False,,696696928,bam,4736200.roundup,slurm,,132112168.0,corral-repl,,,21322033,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21321402,,"""Picard HS Metrics""",21322033,,32.0,,25420721.0,1443533255.0,ok,1023996.0,15502992,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-09-29 13:29:05.982373,59391.0,88.0
15976637,interval,2015-10-05 12:13:45.639825,slurm_normal,1444048105.0,0,1.0,main_w2_handler0,2460727,10502445,False,,1079709739,bam,4778206.roundup,slurm,,132112168.0,corral-repl,,,21399457,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21397956,,"""Picard HS Metrics""",21399457,,32.0,,25505845.0,1444047249.0,ok,1023996.0,15976637,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-05 12:28:31.862943,59391.0,856.0
15976637,interval,2015-10-05 11:46:20.087814,slurm_normal,1444045644.0,0,1.0,main_w1_handler0,2457356,10502314,False,,1220025784,bam,4778087.roundup,slurm,,132112168.0,corral-repl,,,21397445,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21397899,,"""Picard HS Metrics""",21397445,,32.0,,25505845.0,1444045595.0,ok,1023996.0,15976637,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-05 11:47:27.555092,59391.0,49.0
10805271,interval,2015-10-07 04:13:08.787009,slurm_normal,1444191310.0,0,1.0,main_w1_handler0,1724766,10515607,False,,1635090947,bam,4790639.roundup,slurm,,132112168.0,corral-repl,,,21424203,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21424076,,"""Picard HS Metrics""",21424203,,32.0,,25411742.0,1444191212.0,ok,1023996.0,10805271,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-07 04:15:14.009737,42716.0,98.0
10805271,interval,2015-10-07 04:13:58.623714,slurm_normal,1444191392.0,0,1.0,main_w1_handler0,1724766,10515609,False,,2256126128,bam,4790640.roundup,slurm,,132112168.0,corral-repl,,,21424203,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21423842,,"""XGEN_TARGETSMapped_XGEN75-nodownsamp""",21424203,,32.0,,25411742.0,1444191257.0,ok,1023996.0,10805271,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-07 04:16:37.555054,42716.0,135.0
23682868,interval,2015-10-07 03:23:10.219472,slurm_normal,1444188365.0,0,1.0,main_w1_handler1,1724766,10515474,False,,2256126128,bam,4790488.roundup,slurm,,132112168.0,corral-repl,,,21423985,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21423842,,"""Picard HS Metrics""",21423985,,32.0,,25411742.0,1444188210.0,ok,1023996.0,23682868,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-07 03:26:08.864017,42716.0,155.0
23682868,interval,2015-10-07 04:14:37.303585,slurm_normal,1444191391.0,0,1.0,main_w1_handler0,1724766,10515611,False,,1635090947,bam,4790642.roundup,slurm,,132112168.0,corral-repl,,,21423985,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21424076,,"""Picard HS Metrics""",21423985,,32.0,,25411742.0,1444191293.0,ok,1023996.0,23682868,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-07 04:16:37.980935,42716.0,98.0
55931,interval,2015-10-07 16:58:31.754970,slurm_normal,1444237221.0,0,1.0,main_w2_handler0,2020960,10520897,False,,665157911,bam,4795537.roundup,slurm,,132112168.0,corral-repl,,,21431479,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21421086,,"""Picard HS Metrics""",21431479,,32.0,,25075862.0,1444237134.0,ok,1023996.0,55931,interval,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardHsMetrics/1.56.0,1.56.0,,2015-10-07 17:00:24.292093,52107.0,87.0
