chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.LVL1MAXGAP,parameters.LVL2MAXGAP,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cutofflink,parameters.cutoffpeak,parameters.dbkey,parameters.infile.values,parameters.minlen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-02 11:21:16.213149,slurm_normal,1514892090.0,0,,1.0,main_w4_handler0,2864482,17928856,False,5479707,bedgraph,,12004794,slurm,,132112168.0,corral-repl,,"""30""","""120""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""1.0""","""5.0""","""dm6""","[{'src': 'hda', 'id': 33106837}]","""30""",32.0,,42945775.0,1514892079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-02 11:21:31.954201,86828.0,11.0
,,2018-01-02 12:29:43.440360,slurm_normal,1514896198.0,0,,1.0,main_w3_handler0,3380021,17929113,False,5479707,bedgraph,,12005122,slurm,,132112168.0,corral-repl,,"""30""","""120""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""1.0""","""3.0""","""dm6""","[{'src': 'hda', 'id': 33144384}]","""30""",32.0,,42946538.0,1514896187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-02 12:30:00.209885,86828.0,11.0
,,2018-01-05 05:40:52.833094,slurm_normal,1515131516.0,0,,1.0,main_w4_handler0,2937618,17951037,False,8250,bedgraph,,12027490,slurm,,132112168.0,corral-repl,,"""20""","""400""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""2.0""","""3.0""","""hg19""","[{'src': 'hda', 'id': 33182269}]","""100""",32.0,,42994061.0,1515131499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-05 05:51:57.057256,86275.0,17.0
,,2018-01-05 22:53:38.076518,slurm_normal,1515192897.0,0,,1.0,main_w3_handler0,3089875,17960132,False,822176708,bedgraph,,12036809,slurm,,132112168.0,corral-repl,,"""51""","""208""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""1.0""","""5.0""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 33195794}]","""52""",32.0,,43008765.0,1515192820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-05 22:54:58.900279,84610.0,77.0
,,2017-10-26 14:54:37.443576,slurm_normal,1509029793.0,0,,1.0,main_w4_handler0,2633775,17227849,False,1427137584,bedgraph,,11289314,slurm,,132112168.0,corral-repl,,"""50""","""948""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""1.0""","""2.0""","""mm9""","[{'src': 'hda', 'id': 31589002}]","""237""",32.0,,39790018.0,1509029695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-10-26 14:56:38.757444,46988.0,98.0
,,2017-10-26 16:03:20.336662,slurm_normal,1509034029.0,0,,1.0,main_w4_handler1,3001745,17229153,False,665965335,bedgraph,,11290589,slurm,,132112168.0,corral-repl,,"""30""","""800""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""1.0""","""2.0""","""mm9""","[{'src': 'hda', 'id': 31902082}]","""200""",32.0,,39790018.0,1509033977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-10-26 16:07:18.484549,46988.0,52.0
,,2017-10-26 16:46:45.204415,slurm_normal,1509036904.0,0,,1.0,main_w4_handler0,3001745,17229962,False,676594243,bedgraph,,11291300,slurm,,132112168.0,corral-repl,,"""30""","""916""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""1.0""","""2.0""","""mm9""","[{'src': 'hda', 'id': 31904326}]","""229""",32.0,,39790018.0,1509036857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-10-26 16:55:06.528234,46988.0,47.0
,,2017-10-26 18:07:40.779644,slurm_normal,1509042065.0,0,,1.0,main_w3_handler1,2633775,17232253,False,1427137584,bedgraph,,11292613,slurm,,132112168.0,corral-repl,,"""50""","""948""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""1.0""","""2.0""","""mm9""","[{'src': 'hda', 'id': 31909328}]","""237""",32.0,,39790018.0,1509041965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-10-26 18:21:54.272309,46988.0,100.0
,,2017-10-26 19:01:37.158193,slurm_normal,1509044589.0,0,,1.0,main_w4_handler0,2636045,17232874,False,1271159984,bedgraph,,11293148,slurm,,132112168.0,corral-repl,,"""30""","""956""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""1.0""","""2.0""","""mm9""","[{'src': 'hda', 'id': 31910322}]","""239""",32.0,,39790018.0,1509044510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-10-26 19:03:11.767730,46988.0,79.0
,,2017-10-31 15:48:05.988984,slurm_normal,1509469354.0,0,,1.0,main_w3_handler0,2641038,17277279,False,4703101246,bedgraph,,11338876,slurm,,132112168.0,corral-repl,,"""30""","""800""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1.0""","""2.0""","""hg19""","[{'src': 'hda', 'id': 31988337}]","""200""",32.0,,41081738.0,1509469037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-10-31 17:02:36.991018,81070.0,317.0
