create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.overlap,parameters.removeIfOverlap,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-28 03:47:31.987722,slurm_normal,1453952874.0,0,1.0,main_w2_handler0,2580693,11620235,False,,929996,bed,30011395,bed,5884637.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064605,,23064554,,"""1e-09""","""""","""""",32.0,,27846531,1453952866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:47:59.618213,77656.0,8.0
2016-01-28 03:19:27.929372,slurm_normal,1453951185.0,0,1.0,main_w1_handler0,2580748,11619942,False,,929996,bed,30011297,bed,5884362.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064265,,23064249,,"""1e-09""","""""","""""",32.0,,27846491,1453951178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:19:48.243470,77645.0,7.0
2016-01-28 03:05:29.182428,slurm_normal,1453950353.0,0,1.0,main_w1_handler0,2186555,11619804,False,,929996,bed,30011297,bed,5884227.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064187,,23064253,,"""1e-09""","""""","""""",32.0,,27846510,1453950346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:05:57.030237,58854.0,7.0
2016-01-28 03:21:07.246326,slurm_normal,1453951290.0,0,1.0,main_w1_handler1,2580619,11619964,False,,921494,bed,929996,bed,5884385.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064334,,23064368,,"""1e-09""","""""","""""",32.0,,27846836,1453951280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:21:33.777008,77663.0,10.0
2016-01-28 03:18:12.593095,slurm_normal,1453951110.0,0,1.0,main_w1_handler0,2580747,11619917,False,,929996,bed,30011297,bed,5884338.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064252,,23064369,,"""1e-09""","""""","""""",32.0,,27851660,1453951101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:18:31.433440,,9.0
2016-01-28 03:27:54.418435,slurm_normal,1453951690.0,0,1.0,main_w2_handler1,2580618,11620045,False,,929996,bed,1225870,bed,5884455.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064460,,23064461,,"""1e-09""","""""","""""",32.0,,27846834,1453951685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:28:13.625825,77662.0,5.0
2016-01-28 03:30:04.280796,slurm_normal,1453951829.0,0,1.0,main_w2_handler1,2580619,11620061,False,,929996,bed,30011297,bed,5884476.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064368,,23064503,,"""1e-09""","""""","""""",32.0,,27846836,1453951819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:30:34.744612,77663.0,10.0
2016-01-28 03:30:25.789206,slurm_normal,1453951875.0,0,1.0,main_w1_handler0,2580612,11620070,False,,30011297,bed,929996,bed,5884483.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064508,,23064347,,"""1e-09""","""-A""","""""",32.0,,27846540,1453951838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:31:18.730200,77658.0,37.0
2016-01-28 03:33:11.398705,slurm_normal,1453952013.0,0,1.0,main_w1_handler1,2580590,11620104,False,,929996,bed,30011297,bed,5884516.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064446,,23064546,,"""1e-09""","""""","""""",32.0,,27846492,1453952004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:33:35.973015,77644.0,9.0
2016-01-28 03:48:50.837709,slurm_normal,1453952956.0,0,1.0,main_w2_handler1,2580612,11620239,False,,929996,bed,30011297,bed,5884641.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064347,,23064508,,"""1e-09""","""""","""""",32.0,,27846540,1453952941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:49:20.155043,77658.0,15.0
2016-01-28 03:51:23.544253,slurm_normal,1453953110.0,0,1.0,main_w1_handler1,2580577,11620254,False,,929996,bed,30011297,bed,5884655.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""hg19Patch2""",23064470,,23064721,,"""1e-09""","""""","""""",32.0,,27849988,1453953096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:51:52.902496,77669.0,14.0
2016-01-28 03:58:29.140185,slurm_normal,1453953534.0,0,1.0,main_w1_handler1,2580599,11620287,False,,929996,bed,30011297,bed,5884692.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064634,,23064727,,"""1e-09""","""""","""""",32.0,,27846511,1453953520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:58:56.129430,77652.0,14.0
2016-01-28 04:17:16.184021,slurm_normal,1453954652.0,0,1.0,main_w1_handler0,2580617,11620339,False,,929996,bed,30011297,bed,5884748.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064520,,23064632,,"""1e-09""","""""","""""",32.0,,27846832,1453954644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 04:17:36.022349,77661.0,8.0
2016-01-28 03:14:49.375185,slurm_normal,1453950910.0,0,1.0,main_w2_handler1,2580675,11619863,False,,929996,bed,30011297,bed,5884285.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064246,,23064319,,"""1e-09""","""""","""""",32.0,,27846859,1453950902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:15:16.083885,77665.0,8.0
2016-01-28 03:16:33.621366,slurm_normal,1453951018.0,0,1.0,main_w2_handler1,2580594,11619891,False,,929996,bed,30011297,bed,5884315.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23064244,,23064337,,"""1e-09""","""""","""""",32.0,,27846501,1453951008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.22.0,2.22.0,,2016-01-28 03:17:05.264613,77648.0,10.0
