create_time,destination_id,end_epoch,exit_code,fasta_file,fasta_file_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fasta_file.values,parameters.force_quality_encoding,parameters.qual_file.values,processor_count,qual_file,qual_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-26 15:08:45.908878,slurm_normal,1509030573.0,0,78958388,fasta,,1.0,main_w4_handler0,3300963,17228020,False,,11289441,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31900715}]","""ascii""",,32.0,,,,41515381.0,1509030538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-10-26 15:09:36.700643,104413.0,35.0
2017-12-15 13:55:18.511807,slurm_normal,1513346213.0,0,111632275,fasta,,1.0,main_w4_handler1,3361667,17818688,False,,11887493,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32950133}]","""ascii""",,32.0,,,,42582528.0,1513346144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 13:57:02.454257,118402.0,69.0
2018-01-22 11:19:29.661766,slurm_normal,1516670988.0,0,11190924,fasta,,1.0,main_w3_handler1,3400461,18117512,False,,12206856,slurm,,132112168.0,corral-repl,,"""18e5b85eff6611e782cb005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33439005}]","""ascii""",,32.0,,,,,1516670977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2018-01-23 01:29:50.576836,84316.0,11.0
2017-12-15 13:55:30.019457,slurm_normal,1513346207.0,0,72293971,fasta,,1.0,main_w4_handler1,3361667,17818689,False,,11887495,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32950150}]","""ascii""",,32.0,,,,42582528.0,1513346158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 13:56:52.765036,118402.0,49.0
2017-12-15 13:55:44.874016,slurm_normal,1513346255.0,0,57405580,fasta,,1.0,main_w4_handler0,3361667,17818691,False,,11887505,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32950189}]","""ascii""",,32.0,,,,42582528.0,1513346217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 13:57:39.165091,118402.0,38.0
2017-12-15 13:55:07.980072,slurm_normal,1513346211.0,0,127492643,fasta,,1.0,main_w4_handler1,3361667,17818686,False,,11887492,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32950112}]","""ascii""",,32.0,,,,42582528.0,1513346131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 13:57:01.719812,118402.0,80.0
2017-12-15 13:55:37.053388,slurm_normal,1513346200.0,0,79653862,fasta,,1.0,main_w3_handler1,3361667,17818690,False,,11887494,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32950177}]","""ascii""",,32.0,,,,42582528.0,1513346147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 13:56:42.893654,118402.0,53.0
2017-12-15 13:55:51.585573,slurm_normal,1513346275.0,0,71453083,fasta,,1.0,main_w3_handler0,3361667,17818693,False,,11887506,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32950209}]","""ascii""",,32.0,,,,42582528.0,1513346227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 13:57:57.434908,118402.0,48.0
2017-12-15 13:55:57.592988,slurm_normal,1513346262.0,0,80953102,fasta,,1.0,main_w3_handler1,3361667,17818697,False,,11887503,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32950227}]","""ascii""",,32.0,,,,42582528.0,1513346207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 13:57:44.256335,118402.0,55.0
2017-12-15 21:04:53.649585,slurm_normal,1513380460.0,0,12603867,fasta,,1.0,main_w4_handler1,3367437,17822174,False,,11891526,slurm,,132112168.0,corral-repl,,"""8f60df16e1db11e7bb4c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32955757}]","""ascii""",,32.0,,,,,1513380450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,1.1.1,,2017-12-15 23:27:42.401671,73233.0,10.0
