create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_database,input_database_filetype,input_motifs,input_motifs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta_type.__current_case__,parameters.fasta_type.fasta_type_selector,parameters.fasta_type.input_database,parameters.fasta_type.input_database.values,parameters.input_motifs,parameters.input_motifs.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-03 15:44:21.892713,slurm_normal,1454514309.0,0,1.0,main_w1_handler0,2587617,11701739,False,,,,329,memexml,5956172.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,cached,Schizosaccharomyces_pombe_1.1,,23168568,,"""True""",0,basic,32.0,,28069810,1454514299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.0,4.11.0.0,,2016-02-03 15:45:23.362217,,10.0
2017-06-30 16:20:59.666718,slurm_normal,1498839703.0,0,1.0,main_w4_handler0,3167003,16232984,False,,83624133.0,fasta,122563,memexml,10308746.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,history,,"[{'src': 'hda', 'id': 30250125}]",,"[{'src': 'hda', 'id': 30236544}]","""true""",0,basic,32.0,,38844446,1498839672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.0,4.11.0.0,,2017-06-30 16:21:49.659502,,31.0
