chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam|__identifier__,parameters.iterations,parameters.reference_source.__current_case__,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-19 19:16:12.974554,slurm_normal,1497907425.0,0,,1.0,main_w4_handler0,3163691,16135753,False,,5087027,bam,10216693.roundup,slurm,,132112168.0,corral-repl,,"""b846e096552311e7841f005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30085273}]",mm10,,cached,32.0,,,,,1497907417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-19 21:23:49.724724,31580.0,8.0
,,2017-06-19 20:19:41.516263,slurm_normal,1497908042.0,0,,1.0,main_w3_handler1,3163709,16136257,False,,2210988,bam,10216783.roundup,slurm,,132112168.0,corral-repl,,"""8d9d711c552c11e7af9f005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30085965}]",mm10,,cached,32.0,,,,,1497908010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-19 21:34:07.976469,31580.0,32.0
,,2017-06-20 21:50:06.441506,slurm_normal,1498000679.0,0,,1.0,main_w3_handler0,3165847,16148303,False,,1000845,bam,10227785.roundup,slurm,,132112168.0,corral-repl,,"""5aff0ba4560211e7bf88005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30103402}]",mm10,,cached,32.0,,,,,1498000673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-20 23:18:00.928619,31580.0,6.0
,,2017-06-27 23:13:28.031612,slurm_normal,1498605364.0,0,,1.0,main_w3_handler0,3163111,16206005,False,,4673056,bam,10282415.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""17_S17_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30188722}]",hg19,,cached,32.0,,,,38874638.0,1498605357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-27 23:16:08.490102,78150.0,7.0
,,2017-06-27 23:13:27.432326,slurm_normal,1498605335.0,0,,1.0,main_w4_handler1,3163111,16206003,False,,5386440,bam,10282406.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""15_S15_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30188718}]",hg19,,cached,32.0,,,,38874638.0,1498605325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-27 23:15:36.812293,78150.0,10.0
,,2017-06-27 23:13:28.766668,slurm_normal,1498605348.0,0,,1.0,main_w4_handler1,3163111,16206008,False,,2966354,bam,10282411.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20_S20_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30188728}]",hg19,,cached,32.0,,,,38874638.0,1498605342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-27 23:15:49.485235,78150.0,6.0
,,2017-06-27 23:13:28.223727,slurm_normal,1498605340.0,0,,1.0,main_w4_handler1,3163111,16206006,False,,3369341,bam,10282410.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""18_S18_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30188724}]",hg19,,cached,32.0,,,,38874638.0,1498605334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-27 23:15:41.760188,78150.0,6.0
,,2017-06-27 23:13:23.207653,slurm_normal,1498605343.0,0,,1.0,main_w3_handler0,3163111,16205991,False,,3298504,bam,10282409.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2_S2_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30188694}]",hg19,,cached,32.0,,,,38874638.0,1498605331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-27 23:15:44.783910,78150.0,12.0
,,2017-06-27 23:13:24.436926,slurm_normal,1498605350.0,0,,1.0,main_w3_handler0,3163111,16205996,False,,2733016,bam,10282412.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""8_S8_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30188704}]",hg19,,cached,32.0,,,,38874638.0,1498605342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-27 23:15:52.532872,78150.0,8.0
,,2017-06-20 21:47:57.915726,slurm_normal,1497999335.0,0,,1.0,main_w4_handler0,3165843,16148263,False,,1048232,bam,10227681.roundup,slurm,,132112168.0,corral-repl,,"""169bcff6560211e7a5a3005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30103349}]",mm10,,cached,32.0,,,,,1497999314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-20 22:55:36.986546,31580.0,21.0
,,2017-06-22 13:50:37.004164,slurm_normal,1498139603.0,0,,1.0,main_w4_handler1,3163111,16164551,False,,1146360,bam,10242174.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""3_S3_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30113076}]",hg19,,cached,32.0,,,,38780964.0,1498139590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-22 13:53:26.327101,78150.0,13.0
,,2017-06-22 13:50:40.152919,slurm_normal,1498139608.0,0,,1.0,main_w4_handler1,3163111,16164559,False,,585602,bam,10242176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""12_S12_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30113085}]",hg19,,cached,32.0,,,,38780964.0,1498139599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-22 13:53:32.124225,78150.0,9.0
,,2017-06-22 13:50:41.210687,slurm_normal,1498139619.0,0,,1.0,main_w4_handler1,3163111,16164561,False,,926261,bam,10242179.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""14_S14_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30113088}]",hg19,,cached,32.0,,,,38780964.0,1498139611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-22 13:53:40.454643,78150.0,8.0
,,2017-06-22 13:50:45.005543,slurm_normal,1498139649.0,0,,1.0,main_w3_handler1,3163111,16164568,False,,561054,bam,10242186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20_S20_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30113094}]",hg19,,cached,32.0,,,,38780964.0,1498139640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-22 13:54:13.457037,78150.0,9.0
,,2017-06-22 13:50:43.178082,slurm_normal,1498139666.0,0,,1.0,main_w3_handler0,3163111,16164564,False,,2728613,bam,10242193.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""17_S17_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30113091}]",hg19,,cached,32.0,,,,38780964.0,1498139657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-22 13:54:29.737917,78150.0,9.0
,,2017-06-22 13:50:46.444397,slurm_normal,1498139669.0,0,,1.0,main_w3_handler1,3163111,16164570,False,,762344,bam,10242195.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""22_S22_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30113096}]",hg19,,cached,32.0,,,,38780964.0,1498139664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-22 13:54:32.817689,78150.0,5.0
,,2017-06-22 13:50:47.627884,slurm_normal,1498139687.0,0,,1.0,main_w3_handler0,3163111,16164573,False,,288754,bam,10242199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""24_S24_L001_001.fastq""","""5""",0,"[{'src': 'hda', 'id': 30113098}]",hg19,,cached,32.0,,,,38780964.0,1498139681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-22 13:54:51.961579,78150.0,6.0
,,2017-06-19 20:33:08.167255,slurm_normal,1497909755.0,0,,1.0,main_w3_handler0,3163776,16136528,False,,1892318,bam,10217039.roundup,slurm,,132112168.0,corral-repl,,"""74b7aab2552e11e79dc3005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30086322}]",mm10,,cached,32.0,,,,,1497909749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-19 22:02:37.954017,31580.0,6.0
,,2017-06-20 01:00:22.842567,slurm_normal,1497930623.0,0,,1.0,main_w4_handler0,3164130,16138288,False,,252677,bam,10218779.roundup,slurm,,132112168.0,corral-repl,,"""c5986122555311e780b3005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30089092}]",mm10,,cached,32.0,,,,,1497930618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-20 03:50:26.885494,31580.0,5.0
,,2017-07-13 16:46:45.253871,slurm_normal,1499966206.0,0,,1.0,main_w4_handler1,3189195,16335444,False,,609292784,bam,10401145.roundup,slurm,,132112168.0,corral-repl,,"""d8ef6afa67ea11e7a00c005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30478053}]",mm10,,cached,32.0,,,,,1499965578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-07-13 17:16:49.179511,31580.0,628.0
,,2017-05-30 18:33:07.903212,slurm_normal,1496169244.0,0,,1.0,main_w3_handler0,3133203,15972026,False,,26242610,bam,10068551.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""5""",0,"[{'src': 'hda', 'id': 29821854}]",hg38,,cached,32.0,,,,38035534.0,1496169208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-05-30 18:34:07.347542,106132.0,36.0
,,2017-06-19 20:39:09.719036,slurm_normal,1497910602.0,0,,1.0,main_w4_handler1,3163783,16136556,False,,1456732,bam,10217145.roundup,slurm,,132112168.0,corral-repl,,"""53af2b96552f11e7a5a3005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30086360}]",mm10,,cached,32.0,,,,,1497910595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-19 22:16:49.842184,31580.0,7.0
,,2017-05-31 09:02:34.243061,slurm_normal,1496221751.0,0,,1.0,main_w4_handler0,3132555,15976292,False,,49565403,bam,10072286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,"[{'src': 'hda', 'id': 29828798}]",,"[{'src': 'hda', 'id': 29813923}]",history,32.0,5618.0,fasta,,38328568.0,1496221710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-05-31 09:10:42.816965,53244.0,41.0
,,2017-05-31 08:35:28.663462,slurm_normal,1496219795.0,0,,1.0,main_w3_handler1,3132555,15976046,False,,72880746,bam,10072072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,"[{'src': 'hda', 'id': 29827978}]",,"[{'src': 'hda', 'id': 29813923}]",history,32.0,5618.0,fasta,,38328568.0,1496219737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-05-31 08:36:41.852182,53244.0,58.0
,,2017-05-31 08:37:30.115719,slurm_normal,1496219922.0,0,,1.0,main_w4_handler0,3132555,15976060,False,,72881024,bam,10072092.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,"[{'src': 'hda', 'id': 29828878}]",,"[{'src': 'hda', 'id': 29813923}]",history,32.0,5618.0,fasta,,38328568.0,1496219861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-05-31 08:40:14.747407,53244.0,61.0
,,2017-06-19 23:52:15.005964,slurm_normal,1497918394.0,0,,1.0,main_w3_handler1,3164057,16137631,False,,724207,bam,10217710.roundup,slurm,,132112168.0,corral-repl,,"""4b6bd4be554a11e78bc1005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""5""",0,"[{'src': 'hda', 'id': 30088110}]",mm10,,cached,32.0,,,,,1497918389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-20 00:26:37.792021,31580.0,5.0
,,2017-06-23 19:35:12.167363,slurm_normal,1498254012.0,0,,1.0,main_w3_handler1,3165111,16171424,False,,20206725,bam,10248849.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""forward""","""5""",0,"[{'src': 'hda', 'id': 30136924}]",hg19,,cached,32.0,,,,38874638.0,1498253992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:40:14.986177,78150.0,20.0
,,2017-06-23 19:35:13.347827,slurm_normal,1498254027.0,0,,1.0,main_w3_handler1,3165111,16171428,False,,23293599,bam,10248852.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""forward""","""5""",0,"[{'src': 'hda', 'id': 30136928}]",hg19,,cached,32.0,,,,38874638.0,1498254004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:40:30.826254,78150.0,23.0
,,2017-06-23 19:35:05.584644,slurm_normal,1498253617.0,0,,1.0,main_w4_handler1,3165111,16171407,False,,13847238,bam,10248750.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""reverse""","""5""",0,"[{'src': 'hda', 'id': 30136907}]",hg19,,cached,32.0,,,,38874638.0,1498253600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:33:41.217184,78150.0,17.0
,,2017-06-23 19:35:02.200680,slurm_normal,1498253721.0,0,,1.0,main_w3_handler1,3165111,16171398,False,,17446194,bam,10248774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""forward""","""5""",0,"[{'src': 'hda', 'id': 30136898}]",hg19,,cached,32.0,,,,38874638.0,1498253703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:35:23.562899,78150.0,18.0
,,2017-06-23 19:35:07.240724,slurm_normal,1498253722.0,0,,1.0,main_w4_handler1,3165111,16171411,False,,29304126,bam,10248771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""reverse""","""5""",0,"[{'src': 'hda', 'id': 30136911}]",hg19,,cached,32.0,,,,38874638.0,1498253697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:35:27.969921,78150.0,25.0
,,2017-06-23 19:35:03.461117,slurm_normal,1498253796.0,0,,1.0,main_w3_handler1,3165111,16171401,False,,19590162,bam,10248801.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""reverse""","""5""",0,"[{'src': 'hda', 'id': 30136901}]",hg19,,cached,32.0,,,,38874638.0,1498253775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:36:42.178697,78150.0,21.0
,,2017-05-31 14:37:06.903334,slurm_normal,1496244916.0,0,,1.0,main_w4_handler1,3134558,15979256,False,,72880741,bam,10075455.roundup,slurm,,132112168.0,corral-repl,,"""9951c12a460e11e78af9005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,"[{'src': 'hda', 'id': 29833259}]",,"[{'src': 'hda', 'id': 29833234}]",history,32.0,5618.0,fasta,,,1496244859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-05-31 15:35:19.463767,53244.0,57.0
,,2017-06-23 19:35:12.459572,slurm_normal,1498253804.0,0,,1.0,main_w4_handler1,3165111,16171425,False,,21784855,bam,10248807.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""reverse""","""5""",0,"[{'src': 'hda', 'id': 30136925}]",hg19,,cached,32.0,,,,38874638.0,1498253782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:36:47.191606,78150.0,22.0
,,2017-06-23 19:35:11.099661,slurm_normal,1498253946.0,0,,1.0,main_w4_handler0,3165111,16171421,False,,13919415,bam,10248836.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""reverse""","""5""",0,"[{'src': 'hda', 'id': 30136921}]",hg19,,cached,32.0,,,,38874638.0,1498253931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:39:08.331015,78150.0,15.0
,,2017-06-23 19:35:12.747639,slurm_normal,1498253956.0,0,,1.0,main_w4_handler0,3165111,16171426,False,,22469230,bam,10248837.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""forward""","""5""",0,"[{'src': 'hda', 'id': 30136926}]",hg19,,cached,32.0,,,,38874638.0,1498253931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.0.2.29-1,1.0.2.29-1,,2017-06-23 21:39:18.607045,78150.0,25.0
