create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.field,parameters.inputA,parameters.inputB,parameters.overlap,parameters.strand,parameters.tag,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-11 15:17:11.591037,slurm_normal,1457709534.0,0,1.0,main_w2_handler1,2316346,12107154,False,,189616440,bam,119386508,119386508,gtf,gtf,6331105.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-names""",23795219,"""23797232""","""1e-09""","""""","""YB""",32.0,,28697037,1457709458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.22.0,2.22.0,,2016-03-11 15:18:56.378168,64006.0,76.0
2016-01-13 18:41:57.976420,slurm_normal,1452710591.0,0,1.0,main_w2_handler0,2526380,11494120,False,,96608445,bam,306049,306049,gff3,gff3,5760311.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-names""",22884940,"""22885759""","""1e-09""","""""","""YB""",32.0,,26541893,1452710535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.22.0,2.22.0,,2016-01-13 18:43:21.594826,,56.0
2016-03-16 12:20:53.132337,slurm_normal,1458130987.0,0,1.0,main_w1_handler1,2316346,12153574,False,,204330649,bam,3105,3105,bed,bed,6370528.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-names""",23795217,"""23864322""","""1e-09""","""""","""YB""",32.0,,28697037,1458130918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.22.0,2.22.0,,2016-03-16 12:23:09.378487,64006.0,69.0
2016-03-18 10:07:31.300270,slurm_normal,1458295901.0,0,1.0,main_w1_handler1,2316346,12176487,False,,481695803,bam,237769378,237769378,bed,bed,6393213.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-names""",23901884,"""23889981""","""1e-09""","""""","""YB""",32.0,,28697037,1458295680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.22.0,2.22.0,,2016-03-18 10:11:44.732440,64006.0,221.0
2016-03-08 13:54:29.426223,slurm_normal,1457445364.0,0,1.0,main_w2_handler0,2622749,12069683,False,,13463414,bam,570704,570704,vcf,vcf,6293329.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-scores""",23739103,"""23714981""","""1e-09""","""""","""YB""",32.0,,28876875,1457445353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.22.0,2.22.0,,2016-03-08 13:56:07.157681,14319.0,11.0
