create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.datasets,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_chromCol,parameters.input1_column_types,parameters.input1_columns,parameters.input1_dbkey,parameters.input1_endCol,parameters.input1_nameCol,parameters.input1_startCol,parameters.input1_strandCol,parameters.input2_column_types,parameters.input2_columns,parameters.input2_dbkey,parameters.score_source_type.__current_case__,parameters.score_source_type.datasets,parameters.score_source_type.datasets.__class__,parameters.score_source_type.datasets.value,parameters.score_source_type.input2,parameters.score_source_type.input2.values,parameters.score_source_type.score_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-18 12:03:54.590458,slurm_normal,1460983379.0,0.0,,1.0,main_w2_handler0,2646413,12504316,False,,3785,bed,532218091.0,wig,6696184.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b560e2aa4fc9195985'}]",user,32.0,,29329601.0,1460982828.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-18 12:43:02.016454,81400.0,551.0
2016-04-18 12:03:54.155591,slurm_normal,1460983515.0,0.0,,1.0,main_w1_handler2,2646413,12504315,False,,3785,bed,585220313.0,wig,6696189.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bab7acbfffecd28e'}]",user,32.0,,29329601.0,1460982838.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-18 12:45:20.172895,81400.0,677.0
2016-04-17 09:39:52.386883,slurm_normal,1460886131.0,0.0,,1.0,main_w2_handler0,2646413,12489427,False,,31751,bed,1348612.0,wig,6682409.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9d1a43f9f782729'}]",user,32.0,,29329601.0,1460886118.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:42:13.467026,81400.0,13.0
2016-09-21 17:39:00.493990,slurm_normal,1474480070.0,0.0,,1.0,main_w3_handler1,2828089,13908964,False,,1473121,interval,796552.0,wig,8131585.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532385d60ae369373'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9157117dcddf7f0'}]",user,32.0,,33077547.0,1474479617.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-09-21 17:47:52.460124,,453.0
2016-09-21 17:52:38.936958,slurm_normal,1474480620.0,0.0,,1.0,main_w3_handler0,2828089,13909082,False,,15718,bed,796552.0,wig,8131700.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50520b141b1e27823'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9157117dcddf7f0'}]",user,32.0,,33078673.0,1474480391.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-09-21 17:57:01.841860,2726.0,229.0
2016-04-18 09:17:40.553109,slurm_normal,1460971925.0,0.0,,1.0,main_w1_handler2,2646413,12501588,False,,31751,bed,859026399.0,wig,6693600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5754f71d683744ce0'}]",user,32.0,,29329601.0,1460971099.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-18 09:32:08.238490,81400.0,826.0
2016-04-17 08:52:34.370596,slurm_normal,1460883189.0,0.0,,1.0,main_w2_handler0,2646413,12489275,False,,6045,interval,1476465.0,wig,6682203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5825b05527bf08ca1'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5334fc75d90fbf2f4'}]",user,32.0,,29329601.0,1460883184.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 08:53:11.207518,81400.0,5.0
2016-04-17 09:17:20.586238,slurm_normal,1460884724.0,0.0,,1.0,main_w2_handler0,2646413,12489339,False,,3785,bed,1480743.0,wig,6682296.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f80efa032193aaa'}]",user,32.0,,29329601.0,1460884720.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:47.326943,81400.0,4.0
2016-04-17 09:17:20.829332,slurm_normal,1460884688.0,0.0,,1.0,main_w2_handler1,2646413,12489340,False,,3785,bed,1539414.0,wig,6682290.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff370e55d2b010a0'}]",user,32.0,,29329601.0,1460884683.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:10.302520,81400.0,5.0
2016-04-17 09:17:20.054400,slurm_normal,1460884708.0,0.0,,1.0,main_w1_handler0,2646413,12489337,False,,3785,bed,1337791.0,wig,6682293.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9cc4c24776404c6'}]",user,32.0,,29329601.0,1460884702.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:30.214458,81400.0,6.0
2016-04-17 09:17:20.320920,slurm_normal,1460884727.0,0.0,,1.0,main_w1_handler0,2646413,12489338,False,,3785,bed,1513805.0,wig,6682298.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55bde7bc9c1c88424'}]",user,32.0,,29329601.0,1460884722.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:49.109886,81400.0,5.0
2016-04-17 08:48:38.858528,slurm_normal,1460882952.0,0.0,,1.0,main_w2_handler1,2646413,12489264,False,,6045,interval,1476465.0,wig,6682190.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5825b05527bf08ca1'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5334fc75d90fbf2f4'}]",user,32.0,,29329601.0,1460882948.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 08:49:14.187925,81400.0,4.0
2016-04-17 09:39:54.987633,slurm_normal,1460886125.0,0.0,,1.0,main_w1_handler2,2646413,12489430,False,,31751,bed,1494599.0,wig,6682405.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f3199427ca5057e'}]",user,32.0,,29329601.0,1460886092.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:42:08.617302,81400.0,33.0
2016-04-17 08:37:09.234347,slurm_normal,1460882263.0,0.0,,1.0,main_w2_handler0,2646413,12489256,False,,9830,interval,1476465.0,wig,6682168.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d2be9cff03e70f9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5334fc75d90fbf2f4'}]",user,32.0,,29329601.0,1460882258.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 08:37:45.498952,81400.0,5.0
2016-04-17 09:17:18.644297,slurm_normal,1460884678.0,0.0,,1.0,main_w1_handler0,2646413,12489332,False,,3785,bed,1348612.0,wig,6682285.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9d1a43f9f782729'}]",user,32.0,,29329601.0,1460884673.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:17:59.243669,81400.0,5.0
2016-04-17 09:17:21.906894,slurm_normal,1460884778.0,0.0,,1.0,main_w1_handler2,2646413,12489342,False,,3785,bed,1486246.0,wig,6682306.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53aa849bff6c3e058'}]",user,32.0,,29329601.0,1460884773.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:19:39.033012,81400.0,5.0
2016-04-17 09:01:02.925364,slurm_normal,1460883700.0,0.0,,1.0,main_w1_handler0,2646413,12489288,False,,3785,bed,1476465.0,wig,6682226.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5334fc75d90fbf2f4'}]",user,32.0,,29329601.0,1460883695.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:01:41.924495,81400.0,5.0
2016-04-17 09:17:27.300052,slurm_normal,1460884751.0,0.0,,1.0,main_w2_handler1,2646413,12489350,False,,3785,bed,1159104.0,wig,6682301.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ffe875dda5c9daa5'}]",user,32.0,,29329601.0,1460884747.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:19:14.521184,81400.0,4.0
2016-04-17 09:17:23.899760,slurm_normal,1460884754.0,0.0,,1.0,main_w1_handler1,2646413,12489345,False,,3785,bed,1431006.0,wig,6682302.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5edcf202c5d6fc5de'}]",user,32.0,,29329601.0,1460884749.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:19:16.669420,81400.0,5.0
2016-04-17 09:17:26.519422,slurm_normal,1460884801.0,0.0,,1.0,main_w1_handler1,2646413,12489349,False,,3785,bed,1306928.0,wig,6682311.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a834202fd22c225c'}]",user,32.0,,29329601.0,1460884796.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:20:04.246140,81400.0,5.0
2016-04-17 09:17:25.053653,slurm_normal,1460884797.0,0.0,,1.0,main_w1_handler2,2646413,12489347,False,,3785,bed,1463952.0,wig,6682309.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a470470b37bd616b'}]",user,32.0,,29329601.0,1460884793.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:20:04.105699,81400.0,4.0
2016-04-17 09:17:23.397549,slurm_normal,1460884745.0,0.0,,1.0,main_w2_handler0,2646413,12489344,False,,3785,bed,1488697.0,wig,6682299.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3dab8bd9c1fcdd4'}]",user,32.0,,29329601.0,1460884741.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:19:07.135566,81400.0,4.0
2016-04-17 09:08:02.769210,slurm_normal,1460884112.0,0.0,,1.0,main_w1_handler1,2646413,12489299,False,,3785,bed,1508613.0,wig,6682240.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e04923c29e0ef63'}]",user,32.0,,29329601.0,1460884107.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:08:33.847700,81400.0,5.0
2016-04-17 09:17:17.647721,slurm_normal,1460884678.0,0.0,,1.0,main_w2_handler0,2646413,12489330,False,,3785,bed,1428929.0,wig,6682286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaf1ce9e65526d64'}]",user,32.0,,29329601.0,1460884673.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:00.277109,81400.0,5.0
2016-04-17 09:17:19.470835,slurm_normal,1460884704.0,0.0,,1.0,main_w2_handler0,2646413,12489335,False,,3785,bed,1494599.0,wig,6682292.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f3199427ca5057e'}]",user,32.0,,29329601.0,1460884699.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:27.222021,81400.0,5.0
2016-04-17 09:17:18.943035,slurm_normal,1460884687.0,0.0,,1.0,main_w1_handler2,2646413,12489333,False,,3785,bed,1522083.0,wig,6682288.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5afc154fe51b7db56'}]",user,32.0,,29329601.0,1460884683.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:08.268489,81400.0,4.0
2016-04-17 09:17:19.761721,slurm_normal,1460884710.0,0.0,,1.0,main_w1_handler2,2646413,12489336,False,,3785,bed,1464324.0,wig,6682295.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e866bcd6fad688d'}]",user,32.0,,29329601.0,1460884707.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:32.764356,81400.0,3.0
2016-04-17 09:17:18.309822,slurm_normal,1460884676.0,0.0,,1.0,main_w1_handler0,2646413,12489331,False,,3785,bed,1308671.0,wig,6682284.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa5ea63990a04060'}]",user,32.0,,29329601.0,1460884670.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:17:57.881198,81400.0,6.0
2016-04-17 09:17:25.678029,slurm_normal,1460884768.0,0.0,,1.0,main_w1_handler0,2646413,12489348,False,,3785,bed,1546622.0,wig,6682304.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5381b1884532b0d37'}]",user,32.0,,29329601.0,1460884764.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:19:30.677460,81400.0,4.0
2016-04-17 09:17:19.181094,slurm_normal,1460884703.0,0.0,,1.0,main_w2_handler0,2646413,12489334,False,,3785,bed,1469636.0,wig,6682291.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55411bff84732cce5'}]",user,32.0,,29329601.0,1460884699.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:25.170154,81400.0,4.0
2016-04-17 09:17:22.523526,slurm_normal,1460884749.0,0.0,,1.0,main_w1_handler0,2646413,12489343,False,,3785,bed,1580494.0,wig,6682300.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5780e535ccebba15d'}]",user,32.0,,29329601.0,1460884744.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:19:11.539945,81400.0,5.0
2016-04-17 09:17:21.133147,slurm_normal,1460884727.0,0.0,,1.0,main_w2_handler0,2646413,12489341,False,,3785,bed,1486246.0,wig,6682297.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c41ece38ee8bfe8'}]",user,32.0,,29329601.0,1460884722.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:18:49.172283,81400.0,5.0
2016-04-17 09:17:24.341343,slurm_normal,1460884781.0,0.0,,1.0,main_w1_handler1,2646413,12489346,False,,3785,bed,1332027.0,wig,6682307.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb66b71a25f988'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5293d12012136bf44'}]",user,32.0,,29329601.0,1460884776.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:19:42.762907,81400.0,5.0
2016-04-17 09:39:51.708013,slurm_normal,1460886073.0,0.0,,1.0,main_w1_handler2,2646413,12489426,False,,31751,bed,1308671.0,wig,6682399.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa5ea63990a04060'}]",user,32.0,,29329601.0,1460886061.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:41:14.492352,81400.0,12.0
2016-04-17 09:40:04.134532,slurm_normal,1460886257.0,0.0,,1.0,main_w2_handler1,2646413,12489437,False,,31751,bed,1486246.0,wig,6682435.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53aa849bff6c3e058'}]",user,32.0,,29329601.0,1460886240.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:44:19.946508,81400.0,17.0
2016-04-17 09:40:09.606656,slurm_normal,1460886209.0,0.0,,1.0,main_w2_handler0,2646413,12489444,False,,31751,bed,1546622.0,wig,6682427.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5381b1884532b0d37'}]",user,32.0,,29329601.0,1460886200.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:43:34.106887,81400.0,9.0
2016-04-17 09:40:07.511740,slurm_normal,1460886112.0,0.0,,1.0,main_w1_handler1,2646413,12489441,False,,31751,bed,1431006.0,wig,6682408.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5edcf202c5d6fc5de'}]",user,32.0,,29329601.0,1460886095.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:41:54.130548,81400.0,17.0
2016-04-17 09:39:58.969789,slurm_normal,1460886073.0,0.0,,1.0,main_w1_handler1,2646413,12489433,False,,31751,bed,1513805.0,wig,6682401.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55bde7bc9c1c88424'}]",user,32.0,,29329601.0,1460886065.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:41:14.559218,81400.0,8.0
2016-04-17 09:39:55.918983,slurm_normal,1460886197.0,0.0,,1.0,main_w2_handler1,2646413,12489431,False,,31751,bed,1464324.0,wig,6682425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e866bcd6fad688d'}]",user,32.0,,29329601.0,1460886188.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:43:18.888950,81400.0,9.0
2016-04-17 09:40:00.008262,slurm_normal,1460886101.0,0.0,,1.0,main_w1_handler2,2646413,12489434,False,,31751,bed,1480743.0,wig,6682406.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f80efa032193aaa'}]",user,32.0,,29329601.0,1460886092.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:41:42.449180,81400.0,9.0
2016-04-17 09:39:57.470005,slurm_normal,1460886157.0,0.0,,1.0,main_w2_handler0,2646413,12489432,False,,31751,bed,1337791.0,wig,6682418.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9cc4c24776404c6'}]",user,32.0,,29329601.0,1460886143.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:42:39.732964,81400.0,14.0
2016-04-17 09:40:01.518609,slurm_normal,1460886230.0,0.0,,1.0,main_w2_handler1,2646413,12489436,False,,31751,bed,1486246.0,wig,6682430.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b67ba9e546d7e5c9'}]",,,,,,,,,,,,1.0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c41ece38ee8bfe8'}]",user,32.0,,29329601.0,1460886214.0,ok,1023996.0,aggregate_scores_in_intervals2,1.1.3,,2016-04-17 09:43:53.262223,81400.0,16.0
