create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clustering_mode.__current_case__,parameters.clustering_mode.clustering_mode_select,parameters.cons_truncate,parameters.dbkey,parameters.id,parameters.iddef,parameters.infile,parameters.maxaccepts,parameters.maxrejects,parameters.outputs,parameters.qmask,parameters.sizein,parameters.sizeout,parameters.strand,parameters.uc,parameters.usersort,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-03 18:45:43.350761,slurm_normal,1454525312.0,0,1.0,main_w1_handler2,2215219,11704073,False,19858145,fasta,,5960064.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23172315,"""1""","""32""","[""--centroids"", ""--notmatched"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454525167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 18:48:36.657612,60032.0,145.0
2016-02-03 18:41:22.253505,slurm_normal,1454525023.0,0,1.0,main_w1_handler0,2215219,11704053,False,26243916,fasta,,5960013.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23172263,"""1""","""32""","[""--centroids"", ""--notmatched"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454524908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 18:43:47.390885,60032.0,115.0
2016-02-03 20:11:07.949084,slurm_normal,1454530309.0,0,1.0,main_w1_handler0,2215219,11704522,False,8197020,fasta,,5960752.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173383,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:11:51.547238,60032.0,15.0
2016-02-03 19:04:49.222494,slurm_normal,1454526408.0,0,1.0,main_w1_handler1,2215219,11704179,False,15386159,fasta,,5960257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23172522,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454526317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 19:06:51.957424,60032.0,91.0
2016-02-03 19:07:48.347044,slurm_normal,1454526531.0,0,1.0,main_w2_handler0,2215219,11704188,False,13462558,fasta,,5960283.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23172536,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454526492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 19:08:57.855608,60032.0,39.0
2016-02-03 19:34:45.294609,slurm_normal,1454528259.0,0,1.0,main_w1_handler0,2215219,11704326,False,10663310,fasta,,5960436.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23172645,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454528102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 19:37:44.294666,60032.0,157.0
2016-02-03 20:07:00.350981,slurm_normal,1454530077.0,0,1.0,main_w1_handler0,2215219,11704484,False,9641189,fasta,,5960711.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173056,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:08:00.937109,60032.0,20.0
2016-02-03 20:14:55.185680,slurm_normal,1454530647.0,0,1.0,main_w1_handler2,2215219,11704567,False,7026423,fasta,,5960790.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173441,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:17:29.965999,60032.0,136.0
2016-02-03 20:09:25.871948,slurm_normal,1454530231.0,0,1.0,main_w1_handler1,2215219,11704509,False,8819336,fasta,,5960734.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173356,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:10:34.857909,60032.0,38.0
2016-02-03 20:14:13.402416,slurm_normal,1454530483.0,0,1.0,main_w1_handler1,2215219,11704544,False,7331415,fasta,,5960779.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173431,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:14:45.869296,60032.0,13.0
2016-02-03 20:20:25.187084,slurm_normal,1454530868.0,0,1.0,main_w1_handler0,2215219,11704597,False,6356079,fasta,,5960844.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173514,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:21:10.702374,60032.0,24.0
2016-02-03 20:17:43.476786,slurm_normal,1454530697.0,0,1.0,main_w1_handler2,2215219,11704578,False,6790278,fasta,,5960814.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173470,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:18:19.750625,60032.0,21.0
2016-02-03 20:18:27.352566,slurm_normal,1454530741.0,0,1.0,main_w1_handler2,2215219,11704582,False,6591462,fasta,,5960821.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173495,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:19:04.256473,60032.0,12.0
2016-02-03 20:12:25.621640,slurm_normal,1454530435.0,0,1.0,main_w2_handler1,2215219,11704535,False,7701945,fasta,,5960765.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173413,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:14:01.189445,60032.0,64.0
2016-02-03 20:19:21.564685,slurm_normal,1454530812.0,0,1.0,main_w1_handler0,2215219,11704590,False,6461354,fasta,,5960833.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173504,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454530786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:20:14.605737,60032.0,26.0
2016-02-03 20:44:26.832135,slurm_normal,1454532315.0,0,1.0,main_w2_handler1,2215219,11704767,False,6265058,fasta,,5961109.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173524,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:45:19.294217,60032.0,24.0
2016-02-03 20:47:38.652224,slurm_normal,1454532505.0,0,1.0,main_w2_handler0,2215219,11704779,False,5994983,fasta,,5961134.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173857,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""True""","""False""",32.0,,27571111,1454532485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:48:36.807309,60032.0,20.0
2016-02-03 20:52:59.829810,slurm_normal,1454532822.0,0,1.0,main_w1_handler0,2215219,11704802,False,5823870,fasta,,5961178.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173914,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:53:45.589547,60032.0,13.0
2016-02-03 20:54:52.801269,slurm_normal,1454532933.0,0,1.0,main_w2_handler0,2215219,11704844,False,5687414,fasta,,5961209.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173922,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:55:39.106326,60032.0,14.0
2016-02-03 20:46:13.940482,slurm_normal,1454532402.0,0,1.0,main_w2_handler0,2215219,11704775,False,6077955,fasta,,5961121.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173847,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:46:46.588376,60032.0,11.0
2016-02-03 20:45:28.141458,slurm_normal,1454532355.0,0,1.0,main_w1_handler0,2215219,11704771,False,6161039,fasta,,5961116.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173842,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:45:59.808517,60032.0,11.0
2016-02-03 20:57:40.317902,slurm_normal,1454533527.0,0,1.0,main_w1_handler1,2215219,11704863,False,5521611,fasta,,5961231.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23174004,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454533198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 21:05:31.071748,60032.0,329.0
2016-02-03 20:48:48.926266,slurm_normal,1454532588.0,0,1.0,main_w1_handler1,2215219,11704786,False,5933714,fasta,,5961140.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173863,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:49:53.150838,60032.0,32.0
2016-02-03 20:52:04.192809,slurm_normal,1454532757.0,0,1.0,main_w1_handler1,2215219,11704800,False,5870264,fasta,,5961167.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173875,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:52:42.581891,60032.0,11.0
2016-02-03 20:53:58.639364,slurm_normal,1454532873.0,0,1.0,main_w2_handler0,2215219,11704806,False,5749131,fasta,,5961192.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173918,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:54:40.695474,60032.0,14.0
2016-02-03 21:05:56.064121,slurm_normal,1454533599.0,0,1.0,main_w2_handler0,2215219,11704911,False,5478785,fasta,,5961263.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23174071,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454533580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 21:06:43.964983,60032.0,19.0
2016-02-03 20:55:51.237768,slurm_normal,1454532977.0,0,1.0,main_w1_handler2,2215219,11704849,False,5596732,fasta,,5961216.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23173994,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454532968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 20:56:26.203660,60032.0,9.0
2016-02-03 21:07:14.227731,slurm_normal,1454533663.0,0,1.0,main_w2_handler0,2215219,11704919,False,5413802,fasta,,5961279.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23174149,"""1""","""32""","[""--centroids"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454533652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 21:07:54.485686,60032.0,11.0
2016-02-03 13:24:14.856236,slurm_normal,1454505954.0,0,1.0,main_w2_handler1,2215219,11700906,False,30314385,fasta,,5953699.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.9""","""2""",23166891,"""1""","""32""","[""--alnout"", ""--blast6out"", ""--fastapairs"", ""--msaout"", ""--consout"", ""--centroids"", ""--notmatched"", ""--matched""]","""dust""","""False""","""True""","""plus""","""False""","""False""",32.0,,26689588,1454505890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 13:26:05.054028,60032.0,64.0
2016-02-03 14:17:56.597280,slurm_normal,1454509361.0,0,1.0,main_w1_handler2,2215219,11701240,False,44803527,fasta,,5954718.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23145010,"""1""","""32""","[""--alnout"", ""--blast6out"", ""--fastapairs"", ""--msaout"", ""--consout"", ""--centroids"", ""--notmatched"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,26689588,1454509108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 14:22:50.319873,60032.0,253.0
2016-02-03 18:56:00.512654,slurm_normal,1454525864.0,0,1.0,main_w1_handler0,2215219,11704131,False,21127991,fasta,,5960157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23172367,"""1""","""32""","[""--centroids"", ""--notmatched"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454525781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 18:57:49.041597,60032.0,83.0
2016-02-03 18:35:56.108574,slurm_normal,1454524752.0,0,1.0,main_w2_handler0,2215219,11704012,False,19867415,fasta,,5959955.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.98""","""2""",23172261,"""1""","""32""","[""--centroids"", ""--notmatched"", ""--matched""]","""dust""","""True""","""True""","""plus""","""False""","""False""",32.0,,27571111,1454524583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-03 18:39:19.516537,60032.0,169.0
