create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.predictor_cols,parameters.predictor_cols.__class__,parameters.predictor_cols.value,parameters.response_col,parameters.response_col.__class__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-19 19:21:00.244427,slurm_normal,1468956108.0,0,,1.0,main_w2_handler0,2407870,13446859,False,,10429,tabular,7658417.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502068216da51e87e'}]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14""]",,,"""1""",,32.0,,30048218,1468956101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2016-07-19 19:21:48.882848,67737.0,7.0
2016-07-19 19:23:07.082684,slurm_normal,1468956241.0,0,,1.0,main_w2_handler0,2407870,13446876,False,,10429,tabular,7658437.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502068216da51e87e'}]","[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14""]",,,"""1""",,32.0,,30048218,1468956234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2016-07-19 19:24:05.109028,67737.0,7.0
2016-07-19 20:28:49.358795,slurm_normal,1468960184.0,0,,1.0,main_w1_handler0,2407870,13447296,False,,10946,tabular,7658928.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a49c8b1badabcd9'}]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46"", ""47"", ""48"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""59"", ""60"", ""61"", ""62"", ""63"", ""64"", ""65"", ""66"", ""67"", ""68"", ""69"", ""70"", ""71"", ""72"", ""73"", ""74"", ""75"", ""76"", ""77"", ""78"", ""79"", ""80"", ""81"", ""82"", ""83"", ""84"", ""85"", ""86"", ""87""]",,,"""1""",,32.0,,30048218,1468960178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2016-07-19 20:29:48.341727,67737.0,6.0
2016-08-13 19:05:48.072640,slurm_normal,1471115168.0,0,,1.0,main_w2_handler0,2792547,13657731,False,,17794,tabular,7873805.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a428791e4373966f'}]","[""1"", ""2""]",,,"""1""",,32.0,,32234018,1471115162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2016-08-13 19:06:10.187810,88513.0,6.0
2016-08-13 18:40:17.375420,slurm_normal,1471113638.0,0,,1.0,main_w2_handler0,2792547,13657633,False,,17794,tabular,7873706.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a428791e4373966f'}]","[""1"", ""2""]",,,"""1""",,32.0,,32233855,1471113631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2016-08-13 18:40:39.670692,,7.0
2014-10-30 01:31:16.873266,rodeo_normal,1414632699.0,0,,1.0,main_w2_handler0,2028827,8069269,False,Job output deleted by user before job completed.,344,tabular,97219.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17375259,,"[""2"", ""3"", ""4""]",,,"""1""",,2.0,,16476397,1414632687.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-10-30 01:31:43.489796,,12.0
2014-09-19 12:46:08.253988,roundup_single,1411130780.0,0,,1.0,main_w2_handler1,2058657,7817932,False,,1371,bed,1802546,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",16951068,,"[""2""]",,,"""1""",,32.0,,17083289,1411130774.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-09-19 12:46:22.681770,,6.0
2014-10-14 12:03:00.603793,rodeo_normal,1413288203.0,0,,1.0,main_w1_handler1,2084234,7978846,False,,1084083,tabular,19764.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17220814,,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19""]",,,"""1""",,2.0,,17577554,1413288197.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-10-14 12:03:27.366615,54236.0,6.0
2014-10-16 16:08:53.609507,rodeo_normal,1413475753.0,0,,1.0,main_w1_handler1,2087985,7993097,False,,1181439,tabular,32531.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17252513,,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21""]",,,"""1""",,2.0,,17651600,1413475744.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-10-16 16:09:19.355197,54236.0,9.0
2015-01-20 02:54:49.892378,rodeo_normal,1421722521.0,0,,1.0,main_w1_handler0,2178659,8571910,False,,225,tabular,2509625.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18247861,,"[""2"", ""3"", ""4"", ""5""]",,,"""1""",,32.0,,20566130,1421722511.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2015-01-20 02:55:24.460481,,10.0
2014-11-12 03:10:32.505727,rodeo_normal,1415761940.0,2,,1.0,main_w2_handler0,2114757,8147821,False,,25803006,interval,183841.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17505688,,"[""13"", ""14"", ""15""]",,,"""5""",,1.0,,17026956,1415761931.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-11-12 03:12:24.071156,32945.0,9.0
2015-01-23 11:11:47.351827,rodeo_normal,1422011583.0,0,,1.0,main_w1_handler0,2182617,8593237,False,,3836,csv,2544232.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18278341,,"[""1""]",,,"""1""",,32.0,,20618652,1422011526.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2015-01-23 11:13:04.791838,58717.0,57.0
2014-11-19 11:31:50.945194,rodeo_normal,1416396756.0,0,,1.0,main_w1_handler1,2101902,8202433,False,,232,tabular,260234.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17604609,,"[""4""]",,,"""2""",,2.0,,18032048,1416396718.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-11-19 11:32:39.753275,,38.0
2014-11-20 00:50:35.996609,rodeo_normal,1416444685.0,0,,1.0,main_w2_handler0,2105986,8207027,False,,1176,bed,2061373.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce6.len""","""ce6""",17414039,,"[""1""]",,,"""1""",,32.0,,17949187,1416444644.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-11-20 00:51:28.215256,55005.0,41.0
2014-12-23 08:10:15.656064,rodeo_normal,1419322238.0,1,,1.0,main_w2_handler1,2156870,8459498,False,,9828714,bed,626811.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",18052181,,,UnvalidatedValue,[],,,2.0,,20207265,1419322230.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2014-12-23 08:10:42.408686,57684.0,8.0
2017-04-06 05:50:25.900802,slurm_normal,1491457913.0,0,,1.0,main_w4_handler1,3061209,15502663,False,,4520922,tabular,9629914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29094130}]","[""7""]",,,"""5""",,32.0,,37143006,1491457905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2017-04-06 05:52:38.293405,,8.0
2017-05-08 14:14:01.706249,slurm_normal,1494252852.0,0,,1.0,main_w3_handler1,3096772,15779939,False,,217,interval,9886042.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29516695}]","[""1""]",,,"""1""",,32.0,,37740457,1494252846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2017-05-08 14:14:15.009530,,6.0
2017-07-20 23:51:18.199354,slurm_normal,1500594690.0,0,,1.0,main_w4_handler0,3166879,16379978,False,,1305,interval,10445077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/AgamP3.len""","""AgamP3""",,"[{'src': 'hda', 'id': 30533596}]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]",,,"""3""",,32.0,,39367683,1500594684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2017-07-20 23:51:34.890124,108185.0,6.0
2017-12-18 12:13:07.972032,slurm_normal,1513599207.0,0,,1.0,main_w4_handler0,3369116,17836824,False,,23170,tabular,11910690,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 32983130}]","[""4""]",,,"""5""",,32.0,,42328143,1513599201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2017-12-18 12:13:32.175985,82098.0,6.0
2017-12-20 22:58:27.310378,slurm_normal,1513810817.0,0,,1.0,main_w3_handler0,3371293,17865393,False,,23385651,bed,11937160,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33028631}]","[""2"", ""3"", ""4""]",,,"""1""",,32.0,,42788533,1513810727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2017-12-20 23:00:20.395511,118933.0,90.0
2018-02-09 02:44:42.781387,slurm_normal,1518144300.0,0,7680.0,1.0,main_w4_handler0,3383331,18323360,False,,32212,tabular,12407478,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33765713}]","[""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24""]",,,"""1""",,32.0,,43010959,1518144296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0,1.0.0,,2018-02-09 02:45:01.579309,,4.0
