bed_data,bed_data_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_data,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.key_option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2133501,bed,,,2015-06-26 20:17:00.173688,slurm_normal,1435351802.0,0,1.0,main_w1_handler0,2357019,9746632,False,,134470357,vcf,4049544.roundup,slurm,,132112168.0,corral-repl,,"""39852e661c4011e585a0005056a52a46""",20156203,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156202,"""bed7""",32.0,,23647052,1435351765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:50:07.405828,64907.0,37.0
600926,bed,,,2015-06-26 16:50:12.924409,slurm_normal,1435353034.0,0,1.0,main_w1_handler0,2356659,9744288,False,,6228065982,vcf,4049554.roundup,slurm,,132112168.0,corral-repl,,"""6903ab621c2311e5819b005056a52a46""",20150161,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20149634,"""BED-features1""",32.0,,23850515,1435351808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:10:38.204354,64892.0,1226.0
2521739,bed,,,2015-06-26 16:50:27.338534,slurm_normal,1435355020.0,0,1.0,main_w1_handler0,2356659,9744322,False,,6243048635,vcf,4049856.roundup,slurm,,132112168.0,corral-repl,,"""6903ab621c2311e5819b005056a52a46""",20150192,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152816,"""BED-features2""",32.0,,23850515,1435353828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:43:42.157633,64892.0,1192.0
627747,bed,,,2015-06-26 20:19:56.888834,slurm_normal,1435351638.0,0,1.0,main_w2_handler0,2357027,9746744,False,,2059749,vcf,4049491.roundup,slurm,,132112168.0,corral-repl,,"""b15401061c4011e585a0005056a52a46""",20156188,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156357,"""bed3""",32.0,,23647052,1435351632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:47:22.416157,64907.0,6.0
2740,bed,,,2015-06-26 20:19:04.603443,slurm_normal,1435351113.0,0,1.0,main_w1_handler2,2357025,9746707,False,,14747062,vcf,4049329.roundup,slurm,,132112168.0,corral-repl,,"""92648aea1c4011e585a0005056a52a46""",20156192,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156311,"""bed4""",32.0,,23647052,1435351105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:38:38.691988,64907.0,8.0
7540097,bed,,,2015-06-26 20:19:06.052450,slurm_normal,1435351232.0,0,1.0,main_w1_handler2,2357025,9746709,False,,14752202,vcf,4049366.roundup,slurm,,132112168.0,corral-repl,,"""92648aea1c4011e585a0005056a52a46""",20156200,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156313,"""bed6""",32.0,,23647052,1435351224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:40:37.512688,64907.0,8.0
2740,bed,,,2015-06-26 20:19:58.057724,slurm_normal,1435351710.0,0,1.0,main_w1_handler2,2357027,9746745,False,,2061895,vcf,4049524.roundup,slurm,,132112168.0,corral-repl,,"""b15401061c4011e585a0005056a52a46""",20156192,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156358,"""bed4""",32.0,,23647052,1435351705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:48:34.994604,64907.0,5.0
63047671,bed,,,2015-06-26 16:49:00.536493,slurm_normal,1435351550.0,0,1.0,main_w1_handler2,2356659,9744150,False,,1962691718,vcf,4049357.roundup,slurm,,132112168.0,corral-repl,,"""1d5c55601c2311e5819b005056a52a46""",20150276,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152670,"""BED-features5""",32.0,,23850515,1435351189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:45:53.011839,64892.0,361.0
62310796,bed,,,2015-06-26 16:48:57.931217,slurm_normal,1435351161.0,0,1.0,main_w2_handler0,2356659,9744144,False,,1950353554,vcf,4049260.roundup,slurm,,132112168.0,corral-repl,,"""1d5c55601c2311e5819b005056a52a46""",20150266,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152642,"""BED-features4""",32.0,,23850515,1435350804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:39:26.638204,64892.0,357.0
2133501,bed,,,2015-06-26 16:45:12.307758,slurm_normal,1435351358.0,0,1.0,main_w2_handler1,2356665,9743884,False,,973986864,vcf,4049354.roundup,slurm,,132112168.0,corral-repl,,"""b5e2b5e61c2211e5b551005056a51846""",20149940,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20149517,"""BED-features1""",32.0,,23850515,1435351186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:42:42.361435,64892.0,172.0
7540097,bed,,,2015-06-26 20:17:59.228391,slurm_normal,1435352025.0,0,1.0,main_w1_handler2,2357023,9746670,False,,421632179,vcf,4049584.roundup,slurm,,132112168.0,corral-repl,,"""6a311dea1c4011e585a0005056a52a46""",20156200,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156251,"""bed6""",32.0,,23647052,1435351929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:53:49.663940,64907.0,96.0
6040311,bed,,,2015-06-26 20:19:59.310186,slurm_normal,1435351752.0,0,1.0,main_w1_handler1,2357027,9746746,False,,2062033,vcf,4049534.roundup,slurm,,132112168.0,corral-repl,,"""b15401061c4011e585a0005056a52a46""",20156198,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156359,"""bed5""",32.0,,23647052,1435351747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:49:16.200680,64907.0,5.0
6040311,bed,,,2015-06-26 20:17:57.385430,slurm_normal,1435351911.0,0,1.0,main_w1_handler0,2357023,9746669,False,,421562574,vcf,4049559.roundup,slurm,,132112168.0,corral-repl,,"""6a311dea1c4011e585a0005056a52a46""",20156198,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156250,"""bed5""",32.0,,23647052,1435351815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:51:57.249165,64907.0,96.0
478635,bed,,,2015-06-26 16:45:27.823926,slurm_normal,1435351863.0,0,1.0,main_w1_handler1,2356665,9743900,False,,974080929,vcf,4049518.roundup,slurm,,132112168.0,corral-repl,,"""b5e2b5e61c2211e5b551005056a51846""",20149951,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152397,"""BED-features2""",32.0,,23850515,1435351689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:51:06.947677,64892.0,174.0
7540097,bed,,,2015-06-26 16:48:08.283625,slurm_normal,1435353024.0,0,1.0,main_w1_handler1,2356665,9744065,False,,1992313821,vcf,4049728.roundup,slurm,,132112168.0,corral-repl,,"""fe61ef441c2211e5b551005056a51846""",20149973,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152552,"""BED-features4""",32.0,,23850515,1435352686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:10:29.111503,64892.0,338.0
18514733,bed,,,2015-06-26 16:45:26.083191,slurm_normal,1435351995.0,0,1.0,main_w1_handler1,2356659,9743899,False,,1753509515,vcf,4049510.roundup,slurm,,132112168.0,corral-repl,,"""981236fe1c2211e5819b005056a52a46""",20150234,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152388,"""BED-features3""",32.0,,23850515,1435351677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:53:19.428443,64892.0,318.0
62310796,bed,,,2015-06-26 16:46:02.171731,slurm_normal,1435352371.0,0,1.0,main_w1_handler2,2356659,9743931,False,,1756958117,vcf,4049604.roundup,slurm,,132112168.0,corral-repl,,"""981236fe1c2211e5819b005056a52a46""",20150266,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152411,"""BED-features4""",32.0,,23850515,1435352038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:59:33.824634,64892.0,333.0
2740,bed,,,2015-06-26 16:48:15.431663,slurm_normal,1435353976.0,0,1.0,main_w2_handler0,2356665,9744079,False,,1993161658,vcf,4049849.roundup,slurm,,132112168.0,corral-repl,,"""fe61ef441c2211e5b551005056a51846""",20149982,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152589,"""BED-features6""",32.0,,23850515,1435353637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:26:19.716998,64892.0,339.0
7540097,bed,,,2015-06-26 20:20:00.898062,slurm_normal,1435351817.0,0,1.0,main_w2_handler1,2357027,9746747,False,,2067398,vcf,4049555.roundup,slurm,,132112168.0,corral-repl,,"""b15401061c4011e585a0005056a52a46""",20156200,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156360,"""bed6""",32.0,,23647052,1435351811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:50:19.496296,64907.0,6.0
6040311,bed,,,2015-06-26 16:45:40.043604,slurm_normal,1435352072.0,0,1.0,main_w2_handler1,2356665,9743913,False,,974132583,vcf,4049579.roundup,slurm,,132112168.0,corral-repl,,"""b5e2b5e61c2211e5b551005056a51846""",20149961,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152414,"""BED-features3""",32.0,,23850515,1435351896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:54:36.760474,64892.0,176.0
5862844,bed,,,2015-06-26 16:36:07.280446,slurm_normal,1435352746.0,0,1.0,main_w2_handler0,2356659,9743557,False,,1073644630,vcf,4049700.roundup,slurm,,132112168.0,corral-repl,,"""348ba2d81c2111e5819b005056a52a46""",20150287,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152059,"""BED-features6""",32.0,,23850515,1435352472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:05:49.526383,64892.0,274.0
2521739,bed,,,2015-06-26 16:41:48.388752,slurm_normal,1435353383.0,0,1.0,main_w2_handler0,2356659,9743781,False,,1697196183,vcf,4049810.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150192,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152282,"""BED-features2""",32.0,,23850515,1435353111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:16:26.672349,64892.0,272.0
478635,bed,,,2015-06-26 20:20:03.343035,slurm_normal,1435352283.0,0,1.0,main_w1_handler0,2357027,9746749,False,,2079035,vcf,4049653.roundup,slurm,,132112168.0,corral-repl,,"""b15401061c4011e585a0005056a52a46""",20156205,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20156362,"""bed8""",32.0,,23647052,1435352278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 20:58:05.112974,64907.0,5.0
7540097,bed,,,2015-06-26 16:46:00.251732,slurm_normal,1435352473.0,0,1.0,main_w1_handler2,2356665,9743930,False,,974333371,vcf,4049658.roundup,slurm,,132112168.0,corral-repl,,"""b5e2b5e61c2211e5b551005056a51846""",20149973,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152426,"""BED-features4""",32.0,,23850515,1435352283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:04:27.149607,64892.0,190.0
6040311,bed,,,2015-06-26 16:59:13.497571,slurm_normal,1435354675.0,0,1.0,main_w2_handler0,2356665,9744945,False,,12417915,vcf,4049902.roundup,slurm,,132112168.0,corral-repl,,"""9b3cae701c2411e5b551005056a51846""",20149961,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20153461,"""BED-features3""",32.0,,23850515,1435354663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:37:57.794509,64892.0,12.0
5862844,bed,,,2015-06-26 16:42:29.235324,slurm_normal,1435355336.0,0,1.0,main_w1_handler0,2356659,9743811,False,,1778150020,vcf,4049934.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150287,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152320,"""BED-features6""",32.0,,23850515,1435355058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:48:57.937005,64892.0,278.0
627747,bed,,,2015-06-26 16:48:12.322741,slurm_normal,1435353380.0,0,1.0,main_w2_handler0,2356665,9744071,False,,1992906315,vcf,4049800.roundup,slurm,,132112168.0,corral-repl,,"""fe61ef441c2211e5b551005056a51846""",20149977,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152583,"""BED-features5""",32.0,,23850515,1435353054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:16:24.066639,64892.0,326.0
881509,bed,,,2015-06-26 16:40:07.368284,slurm_normal,1435355139.0,0,1.0,main_w1_handler2,2356659,9743710,False,,2104599376,vcf,4049912.roundup,slurm,,132112168.0,corral-repl,,"""b9e7d0b41c2111e5819b005056a52a46""",20150298,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152216,"""BED-features8""",32.0,,23850515,1435354795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:45:41.182480,64892.0,344.0
600926,bed,,,2015-06-26 16:41:32.172673,slurm_normal,1435353075.0,0,1.0,main_w1_handler0,2356659,9743770,False,,1697140699,vcf,4049760.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150161,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20149527,"""BED-features1""",32.0,,23850515,1435352788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:11:16.490527,64892.0,287.0
63047671,bed,,,2015-06-26 16:39:45.733388,slurm_normal,1435353468.0,0,1.0,main_w1_handler0,2356659,9743700,False,,2011898679,vcf,4049812.roundup,slurm,,132112168.0,corral-repl,,"""b9e7d0b41c2111e5819b005056a52a46""",20150276,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152206,"""BED-features5""",32.0,,23850515,1435353114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:17:49.731521,64892.0,354.0
63047671,bed,,,2015-06-26 16:46:08.889950,slurm_normal,1435354291.0,0,1.0,main_w1_handler2,2356659,9743936,False,,1768604480,vcf,4049868.roundup,slurm,,132112168.0,corral-repl,,"""981236fe1c2211e5819b005056a52a46""",20150276,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152444,"""BED-features5""",32.0,,23850515,1435353986.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:31:33.723419,64892.0,305.0
881509,bed,,,2015-06-26 16:46:18.498250,slurm_normal,1435357011.0,0,1.0,main_w1_handler1,2356659,9743944,False,,1842067710,vcf,4050126.roundup,slurm,,132112168.0,corral-repl,,"""981236fe1c2211e5819b005056a52a46""",20150298,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152455,"""BED-features8""",32.0,,23850515,1435356712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:16:54.738500,64892.0,299.0
881509,bed,,,2015-06-26 16:36:10.624083,slurm_normal,1435353614.0,0,1.0,main_w1_handler1,2356659,9743559,False,,1075345077,vcf,4049830.roundup,slurm,,132112168.0,corral-repl,,"""348ba2d81c2111e5819b005056a52a46""",20150298,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152064,"""BED-features8""",32.0,,23850515,1435353422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:20:17.975757,64892.0,192.0
2083898,bed,,,2015-06-26 16:36:08.842862,slurm_normal,1435353266.0,0,1.0,main_w1_handler2,2356659,9743558,False,,1074934121,vcf,4049806.roundup,slurm,,132112168.0,corral-repl,,"""348ba2d81c2111e5819b005056a52a46""",20150291,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152063,"""BED-features7""",32.0,,23850515,1435353086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:14:29.097799,64892.0,180.0
63047671,bed,,,2015-06-26 16:42:26.528660,slurm_normal,1435354738.0,0,1.0,main_w1_handler1,2356659,9743808,False,,1711058559,vcf,4049893.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150276,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152318,"""BED-features5""",32.0,,23850515,1435354451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:39:00.471297,64892.0,287.0
2083898,bed,,,2015-06-26 16:42:30.153240,slurm_normal,1435355836.0,0,1.0,main_w2_handler1,2356659,9743812,False,,1779154466,vcf,4050016.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150291,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152323,"""BED-features7""",32.0,,23850515,1435355559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:57:18.586808,64892.0,277.0
478635,bed,,,2015-06-26 16:54:33.576376,slurm_normal,1435356236.0,0,1.0,main_w2_handler1,2356665,9744655,False,,1946311995,vcf,4050040.roundup,slurm,,132112168.0,corral-repl,,"""eea8e3181c2311e5b551005056a51846""",20149951,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20153153,"""BED-features2""",32.0,,23850515,1435355904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:04:00.391327,64892.0,332.0
6040311,bed,,,2015-06-26 17:01:02.329541,slurm_normal,1435357598.0,0,1.0,main_w2_handler1,2356665,9745088,False,,374854975,vcf,4050203.roundup,slurm,,132112168.0,corral-repl,,"""da2dc6821c2411e5b551005056a51846""",20149961,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20153597,"""BED-features3""",32.0,,23850515,1435357526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:26:42.690060,64892.0,72.0
7171056,bed,,,2015-06-26 16:48:16.519710,slurm_normal,1435354985.0,0,1.0,main_w1_handler1,2356665,9744082,False,,1993165776,vcf,4049901.roundup,slurm,,132112168.0,corral-repl,,"""fe61ef441c2211e5b551005056a51846""",20149984,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152598,"""BED-features7""",32.0,,23850515,1435354660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:43:07.757668,64892.0,325.0
881509,bed,,,2015-06-26 16:42:31.168644,slurm_normal,1435356143.0,0,1.0,main_w2_handler0,2356659,9743813,False,,1779462716,vcf,4050035.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150298,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152324,"""BED-features8""",32.0,,23850515,1435355861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:02:25.204262,64892.0,282.0
478635,bed,,,2015-06-26 16:59:00.598692,slurm_normal,1435354379.0,0,1.0,main_w2_handler0,2356665,9744927,False,,12413962,vcf,4049882.roundup,slurm,,132112168.0,corral-repl,,"""9b3cae701c2411e5b551005056a51846""",20149951,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20153442,"""BED-features2""",32.0,,23850515,1435354365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:33:00.787167,64892.0,14.0
6040311,bed,,,2015-06-26 16:54:53.830634,slurm_normal,1435356612.0,0,1.0,main_w2_handler0,2356665,9744677,False,,1946424634,vcf,4050084.roundup,slurm,,132112168.0,corral-repl,,"""eea8e3181c2311e5b551005056a51846""",20149961,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20153185,"""BED-features3""",32.0,,23850515,1435356270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:10:15.213728,64892.0,342.0
347013,bed,,,2015-06-26 16:42:32.173976,slurm_normal,1435356444.0,0,1.0,main_w1_handler1,2356659,9743814,False,,1779566158,vcf,4050078.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150305,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152325,"""BED-features9""",32.0,,23850515,1435356163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:07:26.243102,64892.0,281.0
347013,bed,,,2015-06-26 16:40:09.678183,slurm_normal,1435355547.0,0,1.0,main_w2_handler1,2356659,9743711,False,,2104785603,vcf,4049964.roundup,slurm,,132112168.0,corral-repl,,"""b9e7d0b41c2111e5819b005056a52a46""",20150305,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152220,"""BED-features9""",32.0,,23850515,1435355213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:52:31.336203,64892.0,334.0
5862844,bed,,,2015-06-26 16:46:14.640175,slurm_normal,1435355864.0,0,1.0,main_w2_handler1,2356659,9743940,False,,1840674933,vcf,4050019.roundup,slurm,,132112168.0,corral-repl,,"""981236fe1c2211e5819b005056a52a46""",20150287,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152449,"""BED-features6""",32.0,,23850515,1435355579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:57:46.887281,64892.0,285.0
2083898,bed,,,2015-06-26 16:46:16.719920,slurm_normal,1435356355.0,0,1.0,main_w1_handler1,2356659,9743941,False,,1841744092,vcf,4050068.roundup,slurm,,132112168.0,corral-repl,,"""981236fe1c2211e5819b005056a52a46""",20150291,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152452,"""BED-features7""",32.0,,23850515,1435356069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:05:58.175635,64892.0,286.0
2133501,bed,,,2015-06-26 16:53:57.619797,slurm_normal,1435355827.0,0,1.0,main_w1_handler0,2356665,9744623,False,,1946149384,vcf,4050007.roundup,slurm,,132112168.0,corral-repl,,"""eea8e3181c2311e5b551005056a51846""",20149940,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20149522,"""BED-features1""",32.0,,23850515,1435355499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 21:57:10.167773,64892.0,328.0
18514733,bed,,,2015-06-26 16:50:42.897475,slurm_normal,1435357708.0,0,1.0,main_w1_handler1,2356659,9744353,False,,6257774633,vcf,4050088.roundup,slurm,,132112168.0,corral-repl,,"""6903ab621c2311e5819b005056a52a46""",20150234,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152852,"""BED-features3""",32.0,,23850515,1435356364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:28:32.247989,64892.0,1344.0
7540097,bed,,,2015-06-26 16:55:04.904895,slurm_normal,1435357337.0,0,1.0,main_w2_handler0,2356665,9744692,False,,1946728395,vcf,4050146.roundup,slurm,,132112168.0,corral-repl,,"""eea8e3181c2311e5b551005056a51846""",20149973,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20153207,"""BED-features4""",32.0,,23850515,1435356906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:22:20.749600,64892.0,431.0
71058,bed,,,2015-06-26 16:42:33.284033,slurm_normal,1435356884.0,0,1.0,main_w1_handler1,2356659,9743815,False,,1779595943,vcf,4050110.roundup,slurm,,132112168.0,corral-repl,,"""32baa9f81c2211e5819b005056a52a46""",20150309,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152326,"""BED-featuresA1""",32.0,,23850515,1435356600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:14:48.997872,64892.0,284.0
62310796,bed,,,2015-06-26 16:51:03.117599,slurm_normal,1435359005.0,0,1.0,main_w2_handler0,2356659,9744388,False,,6359218757,vcf,4050238.roundup,slurm,,132112168.0,corral-repl,,"""6903ab621c2311e5819b005056a52a46""",20150266,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20152881,"""BED-features4""",32.0,,23850515,1435357743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-06-26 22:50:09.152604,64892.0,1262.0
