chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.scoreFileName,parameters.scoreFileName.values,processor_count,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_10|regionsFile,regionsFiles_10|regionsFile_filetype,regionsFiles_11|regionsFile,regionsFiles_11|regionsFile_filetype,regionsFiles_12|regionsFile,regionsFiles_12|regionsFile_filetype,regionsFiles_13|regionsFile,regionsFiles_13|regionsFile_filetype,regionsFiles_14|regionsFile,regionsFiles_14|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,regionsFiles_4|regionsFile,regionsFiles_4|regionsFile_filetype,regionsFiles_5|regionsFile,regionsFiles_5|regionsFile_filetype,regionsFiles_6|regionsFile,regionsFiles_6|regionsFile_filetype,regionsFiles_7|regionsFile,regionsFiles_7|regionsFile_filetype,regionsFiles_8|regionsFile,regionsFiles_8|regionsFile_filetype,regionsFiles_9|regionsFile,regionsFiles_9|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-21 19:05:35.100302,slurm_multi,1487704015.0,0,6.0,main_w3_handler2,2985606,15098168,False,,9253225,slurm,,132112168.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,descend,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28449017}]}}]",,"[{'src': 'hda', 'id': 28381449}]",32.0,727718,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163064302,163064302.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,bigwig,36156541,1487703938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-02-21 19:06:56.818425,32243.0,77.0
,,2017-02-27 16:00:22.505377,slurm_multi,1488211274.0,0,6.0,main_w4_handler2,2985606,15155574,False,,9307411,slurm,,132112168.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,descend,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28534397}]}}]",,"[{'src': 'hda', 'id': 28381449}]",32.0,410048,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163064302,163064302.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,bigwig,36156541,1488211226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-02-27 16:01:15.932999,32243.0,48.0
,,2017-02-28 17:21:46.029986,slurm_multi,1488302982.0,0,6.0,main_w3_handler2,2985606,15169223,False,,9320184,slurm,,132112168.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28555918}]}}]",,"[{'src': 'hda', 'id': 28380639}, {'src': 'hda', 'id': 28381449}, {'src': 'hda', 'id': 28386548}, {'src': 'hda', 'id': 28386567}]",32.0,1707996,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102983637,102983637.0,,,,,,,,,,,,,,,,,,,,,bigwig,163064302.0,,,bigwig,148509256.0,bigwig,159759564.0,bigwig,,,,,,,,,,,bigwig,36156541,1488302555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-02-28 17:29:43.997478,32243.0,427.0
,,2017-03-07 16:12:34.641172,slurm_multi,1488903977.0,0,6.0,main_w3_handler2,2985606,15232396,False,,9380348,slurm,,132112168.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28449017}]}}]",,"[{'src': 'hda', 'id': 28381449}, {'src': 'hda', 'id': 28386567}, {'src': 'hda', 'id': 28401308}, {'src': 'hda', 'id': 28401316}, {'src': 'hda', 'id': 28401337}, {'src': 'hda', 'id': 28401544}]",32.0,727718,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163064302,163064302.0,,,,,,,,,,,,,,,,,,,,,bigwig,159759564.0,,,bigwig,149689393.0,bigwig,156160959.0,bigwig,194305352.0,bigwig,196509850.0,bigwig,,,,,,,bigwig,36455722,1488903505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-03-07 16:26:31.013112,32243.0,472.0
,,2017-03-07 19:48:23.022379,slurm_multi,1488916519.0,0,6.0,main_w3_handler2,2985606,15234566,False,,9382832,slurm,,132111800.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28449017}]}}]",,"[{'src': 'hda', 'id': 28401308}, {'src': 'hda', 'id': 28401316}, {'src': 'hda', 'id': 28401337}, {'src': 'hda', 'id': 28401544}]",32.0,727718,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149689393,149689393.0,,,,,,,,,,,,,,,,,,,,,bigwig,156160959.0,,,bigwig,194305352.0,bigwig,196509850.0,bigwig,,,,,,,,,,,bigwig,36455722,1488916260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-03-07 19:55:21.783758,32243.0,259.0
,,2017-03-07 17:16:40.858126,slurm_multi,1488907306.0,0,6.0,main_w3_handler2,2985606,15233253,False,,9381473,slurm,,132111800.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28434306}]}}]",,"[{'src': 'hda', 'id': 28380639}, {'src': 'hda', 'id': 28386548}, {'src': 'hda', 'id': 28401297}, {'src': 'hda', 'id': 28401306}, {'src': 'hda', 'id': 28401308}, {'src': 'hda', 'id': 28401316}]",32.0,186848,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102983637,102983637.0,,,,,,,,,,,,,,,,,,,,,bigwig,148509256.0,,,bigwig,153195093.0,bigwig,151586948.0,bigwig,149689393.0,bigwig,156160959.0,bigwig,,,,,,,bigwig,36455722,1488907185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-03-07 17:21:49.104306,32243.0,121.0
,,2017-03-07 18:14:23.170115,slurm_multi,1488910862.0,0,6.0,main_w3_handler2,2985606,15233778,False,,9382009,slurm,,132111800.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28659744}]}}]",,"[{'src': 'hda', 'id': 28380944}, {'src': 'hda', 'id': 28386557}, {'src': 'hda', 'id': 28401308}, {'src': 'hda', 'id': 28401316}, {'src': 'hda', 'id': 28401331}, {'src': 'hda', 'id': 28401334}]",32.0,555312,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156126936,156126936.0,,,,,,,,,,,,,,,,,,,,,bigwig,251797755.0,,,bigwig,149689393.0,bigwig,156160959.0,bigwig,182156835.0,bigwig,201924847.0,bigwig,,,,,,,bigwig,36455722,1488910588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-03-07 18:21:03.972223,32243.0,274.0
,,2017-03-07 18:40:25.917604,slurm_multi,1488912334.0,0,6.0,main_w3_handler2,2985606,15234075,False,,9382267,slurm,,132112168.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28659744}]}}]",,"[{'src': 'hda', 'id': 28401308}, {'src': 'hda', 'id': 28401316}, {'src': 'hda', 'id': 28401331}, {'src': 'hda', 'id': 28401334}]",32.0,555312,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149689393,149689393.0,,,,,,,,,,,,,,,,,,,,,bigwig,156160959.0,,,bigwig,182156835.0,bigwig,201924847.0,bigwig,,,,,,,,,,,bigwig,36455722,1488912133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-03-07 18:45:36.389395,32243.0,201.0
,,2017-03-07 19:20:36.734486,slurm_multi,1488914949.0,0,6.0,main_w3_handler2,2985606,15234304,False,,9382524,slurm,,132112168.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28555918}]}}]",,"[{'src': 'hda', 'id': 28401308}, {'src': 'hda', 'id': 28401316}, {'src': 'hda', 'id': 28401337}, {'src': 'hda', 'id': 28401544}]",32.0,1707996,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149689393,149689393.0,,,,,,,,,,,,,,,,,,,,,bigwig,156160959.0,,,bigwig,194305352.0,bigwig,196509850.0,bigwig,,,,,,,,,,,bigwig,36455722,1488914529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-03-07 19:29:11.342071,32243.0,420.0
,,2017-03-07 19:33:24.101694,slurm_multi,1488915705.0,0,6.0,main_w4_handler2,2985606,15234423,False,,9382708,slurm,,132112168.0,corral-repl,,0.0,no,,,1,mean,50,,,false,,yes,false,no,mean,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28449017}]}}]",,"[{'src': 'hda', 'id': 28401297}, {'src': 'hda', 'id': 28401306}, {'src': 'hda', 'id': 28401337}, {'src': 'hda', 'id': 28401544}]",32.0,727718,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153195093,153195093.0,,,,,,,,,,,,,,,,,,,,,bigwig,151586948.0,,,bigwig,194305352.0,bigwig,196509850.0,bigwig,,,,,,,,,,,bigwig,36455722,1488915427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2017-03-07 19:41:47.904741,32243.0,278.0
