beds,beds1,beds1_filetype,beds2,beds2_filetype,beds3,beds3_filetype,beds4,beds4_filetype,beds5,beds5_filetype,beds6,beds6_filetype,beds7,beds7_filetype,beds8,beds8_filetype,beds9,beds9_filetype,beds_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names|beds_0|input,names|beds_0|input_filetype,names|beds_1|input,names|beds_1|input_filetype,names|beds_2|input,names|beds_2|input_filetype,names|beds_3|input,names|beds_3|input_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
946551.0,946551.0,bed,,,,,,,,,,,,,,,,,bed,2016-07-01 19:51:40.329618,slurm_normal,1467402750.0,0,1.0,main_w2_handler0,2748255,13308477,False,,5570,bed,7510388.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5df81d9046cfd401e'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a93d8e609ccf1662'}]",no,"""-s""",32.0,,31047820.0,1467402747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-07-01 19:52:37.022942,86540.0,3.0
,,,,,,,,,,,,,,,,,,,,2016-09-14 13:49:11.775425,slurm_normal,1473861180.0,0,1.0,main_w3_handler1,2819388,13849143,False,,320606094,bed,8072140.roundup,slurm,,132112168.0,53011689.0,bed,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5600d7aba39a5bf35'}]",0,"[{'__index__': 0, 'inputName': 'Evi-1', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5b42ec659f10b12b2'}]}}]",,yes,"""""",32.0,,32939202.0,1473860978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-14 13:53:10.752171,90109.0,202.0
20044.0,20044.0,bed,,,,,,,,,,,,,,,,,bed,2017-02-28 14:34:05.574275,slurm_normal,1488292475.0,0,1.0,main_w3_handler1,2804823,15166873,False,,56141,bed,9318066.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""","[{'src': 'hda', 'id': 28551972}]",1,,"[{'src': 'hda', 'id': 28552819}]",no,"""""",32.0,,36323628.0,1488292462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2017-02-28 14:34:38.966746,89184.0,13.0
1260709.0,1260709.0,bed,,,,,,,,,,,,,,,,,bed,2016-07-05 20:29:38.381292,slurm_normal,1467750780.0,0,1.0,main_w2_handler0,2753438,13338606,False,,8475,bed,7546626.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/mm9.len""","""true""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55190de36aa6ef2ce'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b500e647011409ed4d'}]",no,"""""",32.0,,31178774.0,1467750769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-07-05 20:33:05.457651,,11.0
1169762.0,1169762.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-15 02:16:55.763208,slurm_normal,1473905835.0,0,1.0,main_w4_handler1,2568557,13853325,False,,1210679,bed,8076379.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3930228f052f1b1'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559cf500354390d93'}]",no,"""""",32.0,,32898992.0,1473905828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-15 02:17:18.022668,76954.0,7.0
228023.0,228023.0,bed,,,,,,,,,,,,,,,,,bed,2016-10-17 03:21:41.640415,slurm_normal,1476674530.0,0,1.0,main_w4_handler0,2748449,14094494,False,,228023,bed,8310191.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/rn5.len""","""false""","""rn5""","[{'src': 'hda', 'id': 'bbd44e69cb8906b592db1ac5ab75b70f'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b592db1ac5ab75b70f'}]",no,"""""",32.0,,32351261.0,1476674525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-10-17 03:22:12.451966,86548.0,5.0
1209783.0,1209783.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-15 19:48:23.454248,slurm_normal,1473968969.0,0,1.0,main_w4_handler1,2821524,13860122,False,,17815,bed,8083233.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b546918941cc81e087'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c94666eef77d2e16'}]",no,"""""",32.0,,32978475.0,1473968959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-15 19:49:32.739361,,10.0
1951013.0,1951013.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-15 21:58:35.798905,slurm_normal,1473976731.0,0,1.0,main_w3_handler1,2792590,13861323,False,,1951013,bed,8084344.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e351da1498f716a5'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e351da1498f716a5'}]",no,"""-s""",32.0,,32237790.0,1473976725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-15 21:58:52.654857,,6.0
1228819.0,1228819.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-15 21:46:52.624097,slurm_normal,1473976034.0,0,1.0,main_w4_handler0,2821524,13861257,False,,17815,bed,8084198.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b546918941cc81e087'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d1b8b2c84612cd5'}]",no,"""""",32.0,,32978475.0,1473976030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-15 21:47:16.283099,,4.0
759731.0,759731.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-15 21:54:52.990056,slurm_normal,1473976506.0,0,1.0,main_w3_handler0,2821524,13861308,False,,17815,bed,8084329.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b546918941cc81e087'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54be02064bcd71ac3'}]",no,"""""",32.0,,32978475.0,1473976502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-15 21:55:10.412675,,4.0
1951013.0,1951013.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-15 21:52:27.393447,slurm_normal,1473976376.0,0,1.0,main_w4_handler1,2792590,13861282,False,,1951013,bed,8084298.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e351da1498f716a5'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e351da1498f716a5'}]",no,"""""",32.0,,32237790.0,1473976360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-15 21:52:59.066418,,16.0
97024.0,97024.0,bed,,,,,,,,,,,,,,,,,bed,2016-07-05 23:40:17.767952,slurm_normal,1467762065.0,0,1.0,main_w1_handler1,2758531,13339654,False,,7847590,bed,7547995.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56bbff1b5f00b5273'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a78ad6ed82e68b23'}]",no,"""""",32.0,,31111731.0,1467762042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-07-05 23:41:08.490202,60378.0,23.0
411346.0,411346.0,bed,226021.0,bed,748854.0,bed,979234.0,bed,969059.0,bed,1027079.0,bed,1002727.0,bed,,,,,bed,2016-07-08 00:51:30.606112,slurm_normal,1467939135.0,0,1.0,main_w1_handler1,2740425,13357756,False,,1053448,bed,7567664.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/bosTau6.len""","""true""","""bosTau6""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bde9c53e0bee39b9'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ebe536463693411'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d06028cb79650b9d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51fc7714e0e5638c8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5668bfbe59584a40a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f70697228f1f6bdc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56d5c30ce94629747'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f855718ceee0514'}]",no,"""""",32.0,,29702307.0,1467939129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-07-08 00:52:17.420859,2621.0,6.0
879089.0,879089.0,bed,,,,,,,,,,,,,,,,,bed,2016-07-08 05:40:10.121543,slurm_normal,1467956538.0,0,1.0,main_w2_handler0,819159,13358887,False,,1233699,bed,7568816.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52aac617d7f1a4e40'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5479e0d6edfaf0636'}]",no,"""""",32.0,,31334867.0,1467956514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-07-08 05:42:20.721679,4771.0,24.0
91483.0,91483.0,bed,,,,,,,,,,,,,,,,,bed,2016-10-17 13:07:33.144072,slurm_normal,1476709695.0,0,1.0,main_w3_handler1,2841687,14098201,False,,91483,bed,8313421.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57fc34b835dc8a31f'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57fc34b835dc8a31f'}]",no,"""""",32.0,,33427712.0,1476709690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-10-17 13:08:18.705401,,5.0
22442.0,22442.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-16 18:00:12.152869,slurm_normal,1474048842.0,0,1.0,main_w4_handler0,2821524,13867857,False,,22447,bed,8091187.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51174a4a3fc951387'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d41a8f991bd8385'}]",no,"""""",32.0,,32978475.0,1474048828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-16 18:00:50.366510,,14.0
592497.0,592497.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-16 17:57:10.759467,slurm_normal,1474048664.0,0,1.0,main_w4_handler1,2821524,13867835,False,,17815,bed,8091158.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b546918941cc81e087'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53df3223591bf9dbd'}]",no,"""""",32.0,,32978475.0,1474048645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-16 17:57:49.159289,,19.0
592497.0,592497.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-16 20:55:08.422148,slurm_normal,1474059337.0,0,1.0,main_w3_handler0,2821524,13869108,False,,759731,bed,8092458.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54be02064bcd71ac3'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53df3223591bf9dbd'}]",no,"""""",32.0,,32978475.0,1474059326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-16 20:55:41.239909,,11.0
949898.0,949898.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-16 20:57:14.805518,slurm_normal,1474059453.0,0,1.0,main_w3_handler0,2821524,13869125,False,,17815,bed,8092476.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b546918941cc81e087'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5e378d6193a8921'}]",no,"""""",32.0,,32978475.0,1474059448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-16 20:57:36.056737,,5.0
