beds,beds1,beds1_filetype,beds2,beds2_filetype,beds3,beds3_filetype,beds4,beds4_filetype,beds5,beds5_filetype,beds6,beds6_filetype,beds7,beds7_filetype,beds8,beds8_filetype,beds9,beds9_filetype,beds_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names|beds_0|input,names|beds_0|input_filetype,names|beds_1|input,names|beds_1|input_filetype,names|beds_2|input,names|beds_2|input_filetype,names|beds_3|input,names|beds_3|input_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
126519229.0,126519229.0,bed,108360226.0,bed,,,,,,,,,,,,,,,bed,2016-09-07 20:08:40.607729,slurm_normal,1473279103.0,0,1.0,main_w4_handler0,2812161,13801213,False,,103125067,gtf,8021571.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/mm9.len""","""true""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b514351ef1316cc5f9'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58564ccaca94b0026'}, {'src': 'hda', 'id': 'bbd44e69cb8906b506f58fc031e13e51'}]",no,"""""",32.0,,32799351.0,1473278937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-07 20:11:49.248842,89409.0,166.0
365863.0,365863.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-17 12:02:02.375716,slurm_normal,1466164959.0,0,1.0,main_w1_handler1,2742018,13192511,False,,365863,bed,7377269.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""false""","""hg19Patch10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50dc4cd9373e67b28'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50dc4cd9373e67b28'}]",no,"""""",32.0,,30927342.0,1466164953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-17 12:02:43.420152,,6.0
3302419445.0,3302419445.0,bed,,,,,,,,,,,,,,,,,bed,2016-10-12 17:25:41.765595,slurm_normal,1476294039.0,0,1.0,main_w4_handler0,2836665,14065922,False,,5526813,gff,8282829.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1041bddd79ce607'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5924b127a78e6a129'}]",no,"""""",32.0,,33336480.0,1476293233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-10-12 17:40:48.347344,89416.0,806.0
18262.0,18262.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-19 06:02:37.675160,slurm_normal,1466316177.0,0,1.0,main_w2_handler1,2740594,13202332,False,,18262,bed,7386847.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b539ccb08ee531bbdd'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539ccb08ee531bbdd'}]",no,"""""",32.0,,30898121.0,1466316171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-19 06:03:01.835538,86185.0,6.0
56458.0,56458.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-08 17:47:41.425027,slurm_normal,1473356905.0,0,1.0,main_w3_handler1,2812161,13809498,False,,7847590,bed,8030479.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""true""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55fa7c3a5cb6efd11'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcf90e837815fcc6'}]",no,"""""",32.0,,32838110.0,1473356879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-08 17:48:31.142993,89409.0,26.0
155811802.0,155811802.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-09 01:09:13.509736,slurm_normal,1473383660.0,0,1.0,main_w4_handler1,2814920,13812426,False,,8060,bed,8033704.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg18.len""","""false""","""hg18""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b068daaa060660cc'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580901977d87ccf45'}]",no,"""""",32.0,,32858269.0,1473383369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-09 01:14:23.084791,,291.0
1247399.0,1247399.0,bed,,,,,,,,,,,,,,,,,bed,2016-09-09 12:52:47.788972,slurm_normal,1473425658.0,0,1.0,main_w4_handler1,2815131,13815224,False,,1124721,bed,8036612.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50a2a2993691ecd23'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52cd5bfa129dbd067'}]",no,"""""",32.0,,32860988.0,1473425653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-09-09 12:54:21.576488,,5.0
478024.0,478024.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-27 21:14:13.026232,slurm_normal,1467062191.0,0,1.0,main_w1_handler1,2751087,13270966,False,,44139005,bed,7459373.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b539a88fb566a58cb6'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5621c20195bf5e788'}]",no,"""""",32.0,,31110224.0,1467062161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-27 21:16:36.420509,86670.0,30.0
503570.0,503570.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-26 14:48:42.950844,slurm_normal,1466952557.0,0,1.0,main_w2_handler1,2749177,13262447,False,,5337085,bed,7450252.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ceed971701c57ace'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52444ed872918087a'}]",no,"""""",32.0,,30192208.0,1466952538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-26 14:49:18.837511,34777.0,19.0
5337085.0,5337085.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-26 14:59:15.929522,slurm_normal,1466953187.0,0,1.0,main_w2_handler1,2749177,13262464,False,,503570,bed,7450270.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52444ed872918087a'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ceed971701c57ace'}]",no,"""""",32.0,,30192208.0,1466953175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-26 14:59:49.044385,34777.0,12.0
44139005.0,44139005.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-27 21:28:28.595856,slurm_normal,1467062957.0,0,1.0,main_w1_handler1,2751087,13271095,False,,478024,bed,7459509.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5621c20195bf5e788'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539a88fb566a58cb6'}]",no,"""""",32.0,,31110224.0,1467062950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-27 21:29:20.207617,86670.0,7.0
86714.0,86714.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-27 21:26:12.818809,slurm_normal,1467062832.0,0,1.0,main_w2_handler1,2751087,13271077,False,,44139005,bed,7459480.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b539a88fb566a58cb6'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5061f1cf53c5f0a69'}]",no,"""""",32.0,,31110224.0,1467062811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-27 21:27:17.424566,86670.0,21.0
1065307.0,1065307.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-27 21:25:16.314033,slurm_normal,1467062775.0,0,1.0,main_w2_handler1,2751087,13271040,False,,44139005,bed,7459466.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b539a88fb566a58cb6'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e33045eb17cf2461'}]",no,"""""",32.0,,31110224.0,1467062757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-27 21:26:17.971819,86670.0,18.0
44139005.0,44139005.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-27 21:52:52.030500,slurm_normal,1467064405.0,0,1.0,main_w2_handler0,2751087,13271301,False,,478024,bed,7459723.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5621c20195bf5e788'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539a88fb566a58cb6'}]",no,"""""",32.0,,31110224.0,1467064396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-27 21:53:32.686883,86670.0,9.0
478024.0,478024.0,bed,,,,,,,,,,,,,,,,,bed,2016-06-27 22:42:11.527084,slurm_normal,1467067395.0,0,1.0,main_w1_handler0,2751087,13271552,False,,104781532,gff3,7460001.roundup,slurm,,132112168.0,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5581a7d77809782fb'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5621c20195bf5e788'}]",no,"""""",32.0,,31110224.0,1467067376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.24.1,2.24.1,,2016-06-27 22:43:18.187902,86670.0,19.0
