chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,input_header,input_header_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_file,parameters.input_file.values,parameters.input_header,parameters.input_header.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-16 20:53:10.112383,slurm_normal,1510865605.0,0,1.0,main_w3_handler1,3313742,17486884,False,,21600570,bam,116768230,bam,11544433,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 32098674}]",,"[{'src': 'hda', 'id': 32135421}]",32.0,,40891194,1510865600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2017-11-16 20:53:27.854386,112332.0,5.0
,,2015-12-09 13:38:14.323718,slurm_normal,1449668349.0,0,1.0,main_w2_handler1,2532908,11126602,False,,424502311,bam,3412480508,sam,5392059.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22363132,,22362648,,32.0,,26697695,1449668314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-12-09 13:39:13.383222,75026.0,35.0
,,2015-07-27 16:06:05.943256,slurm_normal,1438013192.0,0,1.0,main_w1_handler1,1962974,10008151,False,,92,bam,79537789,sam,4290455.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",20580856,,18510408,,32.0,,23897359,1438013188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-07-27 16:06:37.322891,41563.0,4.0
,,2015-12-09 13:40:36.702776,slurm_normal,1449668483.0,0,1.0,main_w1_handler0,2532908,11126618,False,,424502311,bam,3412480508,sam,5392079.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22363132,,22362648,,32.0,,26697695,1449668465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-12-09 13:41:26.474066,75026.0,18.0
,,2015-05-19 00:10:05.825656,slurm_normal,1431994578.0,0,1.0,main_w1_handler1,2310813,9491227,False,,422821959,bam,538457235,sam,3813769.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19747100,,19747053,,32.0,,23150913,1431994562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-05-19 00:16:20.822768,53164.0,16.0
,,2015-05-19 00:09:55.365999,slurm_normal,1431994548.0,0,1.0,main_w1_handler1,2310813,9491225,False,,367137054,bam,526994170,sam,3813766.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19747098,,19747052,,32.0,,23150913,1431994534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-05-19 00:15:52.564426,53164.0,14.0
,,2015-05-21 12:50:57.434358,slurm_normal,1432213794.0,0,1.0,main_w1_handler0,2201115,9512270,False,,22463354042,bam,3005654095,bam,3833091.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19778187,,19779984,,32.0,,23224242,1432212665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-05-21 13:09:57.270399,51403.0,1129.0
,,2015-05-22 16:26:44.561468,slurm_normal,1432312952.0,0,1.0,main_w2_handler0,2201115,9520400,False,,22460077357,bam,3005654095,bam,3840824.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19791480,,19779984,,32.0,,23239179,1432312015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-05-22 16:42:36.634385,51403.0,937.0
,,2015-05-22 22:26:35.664653,slurm_normal,1432333609.0,0,1.0,main_w1_handler1,2314852,9522598,False,,46187645,bam,62890798,bam,3841895.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19796102,,19796207,,32.0,,23223006,1432333602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-05-22 22:26:52.556470,,7.0
,,2015-05-27 09:01:32.342140,slurm_normal,1432717309.0,0,1.0,main_w1_handler0,2268241,9542902,False,,92,bam,92,bam,3856850.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19825814,,19825814,,32.0,,22549614,1432717306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0,2.0,,2015-05-27 09:01:52.781515,60651.0,3.0
