create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addlast,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.orfml,parameters.out_format2,parameters.out_format3,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-06-25 14:50:24.401159,slurm_normal,1435243882.0,0.0,,1.0,main_w2_handler1,2355472,9732552,False,,31755979,fasta,4038648,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20133433,,"""100""","""fasta""","""gff""",32.0,,23825949,1435243870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-06-25 14:51:25.171303,,12.0
2015-05-31 02:53:12.752352,slurm_normal,1433040813.0,0.0,,1.0,main_w2_handler1,2272740,9568332,False,,113835,fasta,3881646.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19865264,,"""30""","""fasta""","""gff""",32.0,,22333464,1433040801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-05-31 02:53:39.263028,35039.0,12.0
2015-08-02 20:28:44.408094,slurm_normal,1438547355.0,0.0,,1.0,main_w1_handler0,2398815,10051886,False,,53017,fasta,4331454.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20668050,,"""100""","""fasta""","""gff""",32.0,,24097355,1438547345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-08-02 20:29:18.217865,65986.0,10.0
2015-08-02 22:07:28.111134,slurm_normal,1438553267.0,0.0,,1.0,main_w1_handler0,2398815,10052299,False,,53017,fasta,4331847.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20668050,,"""100""","""fasta""","""gff""",32.0,,24097355,1438553262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-08-02 22:07:49.783274,65986.0,5.0
2015-08-09 00:10:30.320682,slurm_normal,1439079064.0,0.0,,1.0,main_w1_handler1,2404305,10084780,False,,48593,fasta,4361631.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20722732,,"""20""","""fasta""","""gff""",32.0,,24212262,1439079058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-08-09 00:11:06.899089,52923.0,6.0
2015-08-26 22:12:14.178731,slurm_normal,1440627163.0,0.0,,1.0,main_w2_handler0,2419730,10207005,False,,10606,fasta,4476724.roundup,slurm,,132112168.0,corral-repl,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20919632,,"""6""","""fasta""","""gff""",32.0,,24859967,1440627158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-08-26 22:12:45.556810,65865.0,5.0
2015-08-26 22:16:45.453366,slurm_normal,1440627439.0,0.0,,1.0,main_w2_handler1,2419730,10207014,False,,4994,fasta,4476741.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20919407,,"""6""","""fasta""","""gff""",32.0,,24859967,1440627431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-08-26 22:17:20.643540,65865.0,8.0
2015-08-26 22:13:30.556669,slurm_normal,1440627238.0,0.0,,1.0,main_w2_handler1,2419730,10207010,False,,4994,fasta,4476731.roundup,slurm,,132112168.0,corral-repl,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20919407,,"""6""","""fasta""","""gff""",32.0,,24859967,1440627234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-08-26 22:14:00.556911,65865.0,4.0
2015-08-27 14:02:37.549294,slurm_normal,1440684186.0,0.0,,1.0,main_w1_handler1,2421255,10210452,False,,48593,fasta,4480330.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20926202,,"""100""","""text""","""gff""",32.0,,23495123,1440684181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2015-08-27 14:03:15.259762,64561.0,5.0
2016-01-28 22:25:38.320877,slurm_normal,1454019985.0,0.0,,1.0,main_w1_handler2,2570881,11626626,False,,88451740,fasta,5890515.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23073289,,"""100""","""fasta""","""gff""",32.0,,27553356,1454019945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0,5.0.0,,2016-01-28 22:26:29.082640,,40.0
