chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.print_all,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-09-15 10:58:44.466788,slurm_normal,1442315053.0,0,,1.0,main_w1_handler1,2428634,10322454,False,,1012071608,sam,4606466.roundup,slurm,,132112168.0,corral-repl,,"""bb3a01f65b9811e5b57f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21115259,,,"""-p""",32.0,,25184021.0,1442314975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 11:04:15.319058,65426.0,78.0
,,2015-09-15 10:58:40.126734,slurm_normal,1442315159.0,0,,1.0,main_w1_handler2,2428634,10322449,False,,1381577282,sam,4606472.roundup,slurm,,132112168.0,corral-repl,,"""b8a9c02a5b9811e5b57f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21115258,,,"""-p""",32.0,,25184021.0,1442315052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 11:06:03.399927,65426.0,107.0
,,2015-09-15 10:39:07.271830,slurm_normal,1442314042.0,0,,1.0,main_w2_handler0,2428634,10322333,False,,1250397088,sam,4606360.roundup,slurm,,132112168.0,corral-repl,,"""fd5866485b9511e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009494,,,"""-p""",32.0,,25184021.0,1442313956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:47:25.022329,65426.0,86.0
,,2016-04-25 11:44:43.512764,slurm_normal,1461659617.0,0,,1.0,main_w2_handler1,2683458,12605375,False,,499803984,sam,6823354.roundup,slurm,,132112168.0,corral-repl,,"""0b17a4f20adb11e6b330005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ef9b2212a82a49d'}]",,"""-p""",32.0,,29541780.0,1461659579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2016-04-26 08:33:38.699660,78027.0,38.0
,,2015-03-19 11:00:16.398179,rodeo_normal,1426762840.0,0,,1.0,main_w1_handler1,475967,8987012,False,,708187,sam,3238627.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18913780,,,"""""",32.0,,20236855.0,1426762832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 11:00:43.446375,8264.0,8.0
,,2015-03-19 16:04:08.649274,rodeo_normal,1426781064.0,0,,1.0,main_w1_handler1,475967,8989462,False,,410253,sam,3243461.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18919155,,,"""""",32.0,,20236855.0,1426781060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 16:04:26.616209,8264.0,4.0
,,2015-03-19 16:04:10.458936,rodeo_normal,1426781064.0,0,,1.0,main_w1_handler0,475967,8989464,False,,612627,sam,3243459.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18919158,,,"""""",32.0,,20236855.0,1426781060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 16:04:26.301338,8264.0,4.0
,,2015-03-19 16:04:11.636317,rodeo_normal,1426781071.0,0,,1.0,main_w1_handler0,475967,8989465,False,,842834,sam,3243465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18919159,,,"""""",32.0,,20236855.0,1426781067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 16:04:34.118744,8264.0,4.0
,,2015-03-19 16:04:07.326320,rodeo_normal,1426781067.0,0,,1.0,main_w2_handler0,475967,8989461,False,,407442,sam,3243463.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18919154,,,"""""",32.0,,20236855.0,1426781063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 16:04:30.654776,8264.0,4.0
,,2015-09-15 10:58:48.149962,slurm_normal,1442315252.0,0,,1.0,main_w1_handler0,2428634,10322459,False,,1388666481,sam,4606491.roundup,slurm,,132112168.0,corral-repl,,"""bd6b2cca5b9811e5b57f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21115267,,,"""-p""",32.0,,25184021.0,1442315144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 11:07:34.011279,65426.0,108.0
,,2015-03-21 04:01:36.715534,rodeo_normal,1426910937.0,0,,1.0,main_w1_handler1,2240506,9001125,False,,10907037132,sam,3265501.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18939144,,,"""-p""",32.0,,21937720.0,1426910506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-21 04:08:59.271280,20926.0,431.0
,,2015-03-24 16:17:08.673390,rodeo_normal,1427213902.0,0,,1.0,main_w1_handler0,2134225,9025137,False,,226701406,sam,3310065.roundup,slurm,,132112168.0,corral-repl,,"""37b6c0e8d24111e4b3e0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17775741,,,"""-p""",32.0,,21998994.0,1427213843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-24 16:18:24.747834,38707.0,59.0
,,2015-03-24 16:17:10.185744,rodeo_normal,1427213878.0,0,,1.0,main_w1_handler0,2134225,9025140,False,,361172739,sam,3310067.roundup,slurm,,132112168.0,corral-repl,,"""37b6c0e8d24111e4b3e0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17775482,,,"""-p""",32.0,,21998994.0,1427213843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-24 16:18:02.080534,38707.0,35.0
,,2015-03-21 04:01:47.301177,rodeo_normal,1426910939.0,0,,1.0,main_w1_handler0,2240506,9001126,False,,10846288867,sam,3265503.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18939145,,,"""-p""",32.0,,21937720.0,1426910523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-21 04:09:00.306688,20926.0,416.0
,,2015-09-15 10:38:37.349393,slurm_normal,1442313615.0,0,,1.0,main_w2_handler0,2428634,10322307,False,,1066241563,sam,4606300.roundup,slurm,,132112168.0,corral-repl,,"""ebba1b3e5b9511e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009478,,,"""-p""",32.0,,25184021.0,1442313535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:40:16.732021,65426.0,80.0
,,2015-09-15 10:39:17.755891,slurm_normal,1442313715.0,0,,1.0,main_w2_handler1,2428634,10322344,False,,1378387587,sam,4606308.roundup,slurm,,132112168.0,corral-repl,,"""03918cec5b9611e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009496,,,"""-p""",32.0,,25184021.0,1442313620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:42:00.354646,65426.0,95.0
17.0,len,2015-03-25 20:16:20.463251,rodeo_normal,1427314592.0,0,,1.0,main_w2_handler1,2249030,9038725,False,,214793,sam,3323937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/790/dataset_10790205.dat""","""?""",18998352,,,"""-p""",32.0,,22021412.0,1427314589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-25 20:16:34.590527,43765.0,3.0
,,2015-03-25 22:14:42.647213,rodeo_normal,1427321723.0,0,,1.0,main_w1_handler0,2193095,9039500,False,,171565154,sam,3324982.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18999556,,,"""-p""",32.0,,21803459.0,1427321697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-25 22:15:26.733051,58915.0,26.0
,,2015-09-15 10:58:51.644700,slurm_normal,1442315137.0,0,,1.0,main_w2_handler0,2428634,10322465,False,,1075462900,sam,4606476.roundup,slurm,,132112168.0,corral-repl,,"""bf8f36ea5b9811e5b57f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21115268,,,"""-p""",32.0,,25184021.0,1442315056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 11:05:41.844208,65426.0,81.0
,,2015-07-27 10:52:47.621915,slurm_normal,1437994448.0,0,,1.0,main_w1_handler2,1116312,10005124,False,,814431140,sam,4287506.roundup,slurm,,132112168.0,corral-repl,,"""9d187f1c344d11e587bf005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",16019961,,,"""""",32.0,,23049098.0,1437994384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-07-27 10:54:10.867237,21253.0,64.0
,,2015-07-27 12:39:33.149479,slurm_normal,1438000866.0,0,,1.0,main_w2_handler1,2390570,10005623,False,,1065075718,sam,4288022.roundup,slurm,,132112168.0,corral-repl,,"""87c37432345c11e58db7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20577714,,,"""-p""",32.0,,24336434.0,1438000789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-07-27 12:41:08.504054,65426.0,77.0
,,2015-07-27 12:40:36.401612,slurm_normal,1438000977.0,0,,1.0,main_w1_handler2,2390570,10005653,False,,1378360739,sam,4288033.roundup,slurm,,132112168.0,corral-repl,,"""ace83be4345c11e58db7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20577726,,,"""-p""",32.0,,24336434.0,1438000874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-07-27 12:43:05.601715,65426.0,103.0
,,2015-07-27 12:40:26.821020,slurm_normal,1438001076.0,0,,1.0,main_w2_handler1,2390570,10005648,False,,1762029331,sam,4288043.roundup,slurm,,132112168.0,corral-repl,,"""a7237c3c345c11e58db7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20577725,,,"""-p""",32.0,,24336434.0,1438000927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-07-27 12:44:39.624884,65426.0,149.0
,,2015-09-15 10:38:27.678670,slurm_normal,1442313635.0,0,,1.0,main_w1_handler2,2428634,10322297,False,,1381602238,sam,4606299.roundup,slurm,,132112168.0,corral-repl,,"""e585b8e05b9511e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009475,,,"""-p""",32.0,,25184021.0,1442313528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:40:38.385879,65426.0,107.0
,,2015-03-30 17:23:16.358563,rodeo_normal,1427736256.0,0,,1.0,main_w2_handler1,2251814,9090814,False,,479512057,sam,3375015.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19067085,,,"""-p""",32.0,,22071984.0,1427736214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-30 17:24:20.929499,61604.0,42.0
,,2015-03-30 17:27:22.627265,rodeo_normal,1427736470.0,0,,1.0,main_w2_handler0,2251814,9090988,False,,11865286,sam,3375065.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19067139,,,"""-p""",32.0,,22071984.0,1427736461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-30 17:27:51.866347,61604.0,9.0
,,2015-03-30 17:24:26.370040,rodeo_normal,1427736296.0,0,,1.0,main_w1_handler1,2251814,9090910,False,,25541350,sam,3375031.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19067096,,,"""-p""",32.0,,22071984.0,1427736282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-30 17:24:57.953694,61604.0,14.0
,,2015-03-30 17:27:49.108400,rodeo_normal,1427736487.0,0,,1.0,main_w1_handler0,2251814,9090989,False,,11315696,sam,3375072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19067143,,,"""-p""",32.0,,22071984.0,1427736479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-30 17:28:09.951217,61604.0,8.0
,,2015-07-27 12:40:02.587229,slurm_normal,1438000916.0,0,,1.0,main_w2_handler0,2390570,10005637,False,,1250363360,sam,4288030.roundup,slurm,,132112168.0,corral-repl,,"""982cabb8345c11e58db7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20577719,,,"""-p""",32.0,,24336434.0,1438000825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-07-27 12:42:00.548357,65426.0,91.0
,,2015-07-27 12:39:46.153505,slurm_normal,1438000919.0,0,,1.0,main_w2_handler0,2390570,10005630,False,,1307255504,sam,4288026.roundup,slurm,,132112168.0,corral-repl,,"""8ed3cf4c345c11e58db7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20577715,,,"""-p""",32.0,,24336434.0,1438000808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-07-27 12:42:03.551167,65426.0,111.0
,,2016-03-09 20:41:17.225296,slurm_normal,1457556287.0,0,,1.0,main_w2_handler0,2582770,12088161,False,,1252100695,sam,6312701.roundup,slurm,,132112168.0,corral-repl,,"""4580c0e2e63711e589cc005056a51846""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",23085064,,,"""-p""",32.0,,27615718.0,1457556102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2016-03-09 20:44:50.976965,71236.0,185.0
,,2015-06-19 18:42:49.614019,slurm_normal,1434739483.0,0,,1.0,main_w2_handler0,2346805,9694671,False,,1907002094,sam,4003405.roundup,slurm,,132112168.0,corral-repl,,"""f9ef30cc16b211e58c75005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20055471,,,"""-p""",32.0,,23687726.0,1434739405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-06-19 18:44:46.522575,54097.0,78.0
,,2015-05-05 18:37:21.210328,slurm_normal,1430856248.0,0,,1.0,main_w1_handler0,2208689,9402599,False,,9262445509,sam,3734001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19590967,,,"""-p""",32.0,,22890274.0,1430855613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-05-05 20:04:34.784346,44892.0,635.0
