chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.print_all,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-04 21:39:22.752165,slurm_normal,1430775615.0,0,,1.0,main_w2_handler1,2251814,9390978,False,,202628660,sam,3723656.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/AaegL1.len""","""AaegL1""",19546137,,,"""-p""",32.0,,22621892.0,1430775589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-05-04 21:40:18.077866,61604.0,26.0
,,2015-03-19 11:00:56.097818,rodeo_normal,1426762881.0,0,,1.0,main_w2_handler0,475967,8987015,False,,946794,sam,3238635.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18913797,,,"""""",32.0,,20236855.0,1426762869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 11:01:27.121480,8264.0,12.0
,,2015-03-19 11:00:36.061536,rodeo_normal,1426762856.0,0,,1.0,main_w2_handler0,475967,8987014,False,,625833,sam,3238631.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18913795,,,"""""",32.0,,20236855.0,1426762850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 11:01:02.495255,8264.0,6.0
,,2015-03-19 11:11:56.483314,rodeo_normal,1426763531.0,0,,1.0,main_w2_handler0,475967,8987051,False,,1302049,sam,3238732.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18913864,,,"""""",32.0,,20236855.0,1426763526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-19 11:12:12.977948,8264.0,5.0
,,2015-06-18 18:50:03.075870,slurm_normal,1434657630.0,0,,1.0,main_w1_handler0,2348107,9685699,False,,1687311005,sam,3996146.roundup,slurm,,132112168.0,corral-repl,,"""cfafc02e15ea11e588f9005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",20059128,,,"""-p""",32.0,,23226824.0,1434657552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-06-18 20:00:35.065619,32285.0,78.0
,,2015-06-18 18:58:08.957364,slurm_normal,1434658218.0,0,,1.0,main_w1_handler2,2348150,9685981,False,,1720978440,sam,3996234.roundup,slurm,,132112168.0,corral-repl,,"""f3d2722a15eb11e5ad4e005056a51846""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",20059506,,,"""-p""",32.0,,23226824.0,1434658117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-06-18 20:10:27.566380,32285.0,101.0
,,2015-06-18 20:29:22.027753,slurm_normal,1434659516.0,0,,1.0,main_w2_handler0,2347957,9687320,False,,1842670114,sam,3996538.roundup,slurm,,132112168.0,corral-repl,,"""aff21ba215f811e58243005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",20056653,,,"""-p""",32.0,,23684686.0,1434659404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-06-18 20:32:04.554487,53063.0,112.0
,,2015-06-18 20:29:17.174696,slurm_normal,1434659469.0,0,,1.0,main_w2_handler1,2347957,9687318,False,,1546470882,sam,3996531.roundup,slurm,,132112168.0,corral-repl,,"""aff21ba215f811e58243005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",20056691,,,"""-p""",32.0,,23684686.0,1434659380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-06-18 20:32:02.964991,53063.0,89.0
,,2015-03-18 05:22:30.322855,rodeo_normal,1426657227.0,0,,1.0,main_w2_handler1,2233730,8974929,False,,27579788137,sam,3216347.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18879961,,,"""-p""",32.0,,21745218.0,1426656164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-18 05:40:31.542369,60764.0,1063.0
133234.0,len,2015-05-04 16:25:58.294604,slurm_normal,1430756819.0,0,,1.0,main_w1_handler1,2251814,9389200,False,,202628660,sam,3722068.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/206/dataset_11206932.dat""","""?""",19546137,,,"""-p""",32.0,,22621892.0,1430756786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-05-04 16:27:10.236345,61604.0,33.0
,,2015-03-18 20:59:47.835138,rodeo_normal,1426713821.0,0,,1.0,main_w1_handler1,2240506,8981868,False,,10907037132,sam,3228935.roundup,slurm,,132112168.0,corral-repl,,"""b4ed4ee0cdb111e4ad04005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18906506,,,"""""",32.0,,21871883.0,1426713400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-18 21:23:43.884548,20926.0,421.0
,,2015-03-18 21:00:12.577014,rodeo_normal,1426713823.0,0,,1.0,main_w2_handler0,2240506,8981876,False,,10846288867,sam,3228939.roundup,slurm,,132112168.0,corral-repl,,"""c3f585d8cdb111e4b0d5005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18906514,,,"""""",32.0,,21871883.0,1426713404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-18 21:23:49.116610,20926.0,419.0
,,2015-03-18 22:06:34.683261,rodeo_normal,1426716415.0,0,,1.0,main_w1_handler1,475967,8982424,False,,1494599,sam,3229628.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18907060,,,"""""",32.0,,20236855.0,1426716412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-18 22:06:56.582977,8264.0,3.0
,,2015-03-18 22:01:11.849561,rodeo_normal,1426716089.0,0,,1.0,main_w2_handler1,475967,8982365,False,,856575,sam,3229486.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18907045,,,"""""",32.0,,20236855.0,1426716086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-18 22:01:34.527385,8264.0,3.0
,,2015-09-15 10:38:32.401835,slurm_normal,1442313618.0,0,,1.0,main_w1_handler0,2428634,10322302,False,,1012100011,sam,4606301.roundup,slurm,,132112168.0,corral-repl,,"""e8b5a69c5b9511e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009476,,,"""-p""",32.0,,25184021.0,1442313538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:40:20.760570,65426.0,80.0
,,2015-03-24 17:09:27.484688,rodeo_normal,1427217002.0,0,,1.0,main_w1_handler1,2134225,9025778,False,,226701406,sam,3310741.roundup,slurm,,132112168.0,corral-repl,,"""86a95b50d24811e49c5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17775741,,,"""-p""",32.0,,21998994.0,1427216977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-24 17:10:09.786208,38707.0,25.0
,,2015-03-24 17:09:28.575994,rodeo_normal,1427217018.0,0,,1.0,main_w1_handler0,2134225,9025779,False,,361172739,sam,3310742.roundup,slurm,,132112168.0,corral-repl,,"""86a95b50d24811e49c5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17775482,,,"""-p""",32.0,,21998994.0,1427216985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-03-24 17:10:20.719316,38707.0,33.0
,,2015-09-15 10:39:02.216549,slurm_normal,1442313724.0,0,,1.0,main_w1_handler0,2428634,10322328,False,,1075498785,sam,4606313.roundup,slurm,,132112168.0,corral-repl,,"""fa7f716e5b9511e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009493,,,"""-p""",32.0,,25184021.0,1442313643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:42:07.835324,65426.0,81.0
,,2015-09-15 10:38:57.208628,slurm_normal,1442313732.0,0,,1.0,main_w1_handler1,2428634,10322323,False,,1388704238,sam,4606309.roundup,slurm,,132112168.0,corral-repl,,"""f78c5ea45b9511e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009491,,,"""-p""",32.0,,25184021.0,1442313625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:42:16.578212,65426.0,107.0
,,2015-09-15 10:39:12.330922,slurm_normal,1442313989.0,0,,1.0,main_w1_handler2,2428634,10322338,False,,1762112069,sam,4606349.roundup,slurm,,132112168.0,corral-repl,,"""008e9f585b9611e5ab5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21009495,,,"""-p""",32.0,,25184021.0,1442313835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1,1.0.1,,2015-09-15 10:46:32.740256,65426.0,154.0
