create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.minlen,parameters.out_format1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-04 16:33:48.244895,slurm_normal,1512405241.0,0.0,,1.0,main_w4_handler0,3352458,17691860,False,,7734,fasta,11756196,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32719894}]","""6""","""gff""",32.0,,42450510,1512405237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2017-12-04 16:34:03.154898,,4.0
2017-12-05 11:10:47.813639,slurm_normal,1512472261.0,0.0,,1.0,main_w3_handler0,3352458,17700939,False,,7734,fasta,11765650,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32736979}]","""6""","""excel""",32.0,,42450510,1512472258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2017-12-05 11:11:03.198430,,3.0
2017-12-05 11:12:09.839920,slurm_normal,1512472345.0,0.0,,1.0,main_w3_handler1,3353631,17700943,False,,1758,fasta,11765658,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32736989}]","""6""","""excel""",32.0,,42467705,1512472342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2017-12-05 11:12:27.764241,,3.0
2017-12-05 11:11:14.378465,slurm_normal,1512472287.0,0.0,,1.0,main_w4_handler1,3353632,17700941,False,,7734,fasta,11765653,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32736983}]","""6""","""excel""",32.0,,42467706,1512472283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2017-12-05 11:11:30.291298,,4.0
2018-01-17 03:14:22.779753,slurm_normal,1516158874.0,0.0,,1.0,main_w4_handler1,2433627,18055733,False,,1105,fasta,12133202,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 21061648}]","""6""","""gff""",32.0,,43237238,1516158869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2018-01-17 03:14:35.648618,54638.0,5.0
2018-01-17 03:16:08.332466,slurm_normal,1516158976.0,0.0,,1.0,main_w3_handler0,2433627,18055747,False,,1105,fasta,12133223,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 21061648}]","""6""","""excel""",32.0,,43237238,1516158972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2018-01-17 03:16:20.325468,54638.0,4.0
2018-01-26 15:57:03.473392,slurm_normal,1516982300.0,0.0,,1.0,main_w3_handler1,3406485,18167180,False,,4132,fasta,12248782,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33517585}]","""6""","""gff""",32.0,,43460541,1516982290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2018-01-26 15:58:37.845703,,10.0
2018-02-16 07:59:34.895410,slurm_normal,1518767985.0,0.0,7680.0,1.0,main_w4_handler0,3431337,18407043,False,,824,fasta,12492819,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33890979}]","""6""","""gff""",32.0,,43952758,1518767983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2018-02-16 07:59:47.167032,,2.0
2018-02-26 04:11:07.960351,slurm_normal,1519618280.0,0.0,7680.0,1.0,main_w4_handler1,3442400,18518666,False,,68,txt,12614864,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34066101}]","""6""","""gff""",32.0,,44161278,1519618277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2018-02-26 04:11:21.898715,,3.0
2015-03-23 20:21:25.260091,rodeo_normal,1427142111.0,0.0,,1.0,main_w1_handler0,2246310,9018359,False,,2057,fasta,3298639.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18966438,,"""6""","""gff""",32.0,,21977764,1427142107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2015-03-23 20:21:54.227404,4690.0,4.0
2015-03-25 04:00:46.165347,rodeo_normal,1427256063.0,0.0,,1.0,main_w2_handler1,2248080,9030193,False,,15416,fasta,3315436.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18986227,,"""6""","""gff""",32.0,,21985907,1427256059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2015-03-25 04:01:05.548649,4690.0,4.0
2015-03-25 04:13:19.859530,rodeo_normal,1427256815.0,0.0,,1.0,main_w1_handler1,2248080,9030225,False,,2029,fasta,3315488.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18986358,,"""6""","""gff""",32.0,,21985907,1427256813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2015-03-25 04:13:37.339288,4690.0,2.0
2015-12-09 17:23:41.850738,slurm_normal,1449681979.0,0.0,,1.0,main_w2_handler0,2533738,11129809,False,,47917,fasta,5394972.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22369403,,"""6""","""excel""",32.0,,26704482,1449681973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2015-12-09 17:26:21.882698,,6.0
2015-08-05 15:39:56.492333,slurm_normal,1438790664.0,0.0,,1.0,main_w2_handler1,2288868,10068049,False,,42,txt,4346433.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20694776,,"""6""","""motif""",32.0,,24182885,1438789297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2015-08-05 16:04:32.694358,62515.0,1367.0
2015-09-19 16:23:21.517404,slurm_normal,1442679830.0,0.0,,1.0,main_w1_handler0,2444580,10360591,False,,653,fasta,4642501.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",21174293,,"""6""","""gff""",32.0,,25280405,1442679824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2015-09-19 16:23:53.008120,,6.0
2015-09-19 16:20:39.258495,slurm_normal,1442679660.0,0.0,,1.0,main_w1_handler0,2444580,10360585,False,,653,fasta,4642494.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",21174293,,"""6""","""excel""",32.0,,25280405,1442679655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2015-09-19 16:21:03.658456,,5.0
2016-02-05 14:40:44.272966,slurm_normal,1454683291.0,0.0,,1.0,main_w2_handler0,2533738,11721439,False,,413106,fasta,5978112.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23201218,,"""8""","""gff""",32.0,,26704482,1454683285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2016-02-05 14:41:38.070738,,6.0
2016-02-04 16:50:30.118634,slurm_normal,1454604691.0,0.0,,1.0,main_w1_handler0,2533738,11711601,False,,194486,fasta,5969448.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23187446,,"""4""","""gff""",32.0,,26704482,1454604684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2016-02-04 16:51:34.286227,,7.0
2016-02-04 16:55:06.312094,slurm_normal,1454604936.0,0.0,,1.0,main_w1_handler0,2533738,11711638,False,,541593,fasta,5969481.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23187445,,"""8""","""gff""",32.0,,26704482,1454604929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2016-02-04 16:55:46.660895,,7.0
2016-02-04 16:53:13.459008,slurm_normal,1454604821.0,0.0,,1.0,main_w2_handler1,2533738,11711616,False,,541593,fasta,5969458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23187445,,"""6""","""gff""",32.0,,26704482,1454604814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2016-02-04 16:53:44.927096,,7.0
2016-02-04 16:57:16.752794,slurm_normal,1454605060.0,0.0,,1.0,main_w1_handler0,2533738,11711663,False,,541593,fasta,5969503.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23187445,,"""10""","""gff""",32.0,,26704482,1454605057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2016-02-04 16:57:50.697516,,3.0
2016-02-04 16:46:12.238700,slurm_normal,1454604409.0,0.0,,1.0,main_w2_handler1,2533738,11711560,False,,541593,fasta,5969407.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23187407,,"""4""","""gff""",32.0,,26704482,1454604403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2016-02-04 16:47:00.108728,,6.0
2016-02-04 16:50:17.992634,slurm_normal,1454604667.0,0.0,,1.0,main_w2_handler1,2533738,11711598,False,,541593,fasta,5969443.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23187445,,"""4""","""gff""",32.0,,26704482,1454604644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0,5.0.0,,2016-02-04 16:51:14.345642,,23.0
