create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation_databases,parameters.chromInfo,parameters.dbkey,parameters.evidence_type,parameters.in_cosmic_census,parameters.infile.values,parameters.min_quality,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-19 07:48:12.818795,slurm_normal,1474296044.0,0,1.0,main_w3_handler1,2824327,13879970,False,533128192,gemini.sqlite,,8107663.roundup,slurm,,132112168.0,corral-repl,,"""695deb5e7e3d11e6b7ee005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2ac7e80484594ac'}]","""-1.0""",32.0,,33021032.0,1474296030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-19 14:40:48.202145,42102,14.0
2016-08-06 18:46:10.119421,slurm_normal,1470509221.0,0,1.0,main_w1_handler0,2763183,13609706,False,1707018240,gemini.sqlite,,7821956.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57249eaca573b82d1'}]","""-1.0""",32.0,,32017974.0,1470509215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-08-06 18:47:03.484844,87572,6.0
2017-06-08 01:36:03.206775,slurm_normal,1496901163.0,0,1.0,main_w4_handler0,3144521,16047202,False,2513309696,gemini.sqlite,,10138935.roundup,slurm,,132112168.0,corral-repl,,"""d258ea664bea11e7806f005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 29942988}]","""-1.0""",32.0,,,1496901159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-08 05:52:45.210509,42102,4.0
2017-06-11 13:32:50.928642,slurm_normal,1497187998.0,0,1.0,main_w4_handler1,3149447,16074468,False,11144374272,gemini.sqlite,,10162034.roundup,slurm,,132112168.0,corral-repl,,"""748cec084eaa11e7a972005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 29983065}]","""-1.0""",32.0,,,1497187993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-11 13:33:21.076532,42102,5.0
2017-06-11 13:33:35.992403,slurm_normal,1497189139.0,0,1.0,main_w4_handler1,3149448,16074479,False,14719931392,gemini.sqlite,,10162085.roundup,slurm,,132112168.0,corral-repl,,"""8eab4bf24eaa11e7a145005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 29978368}]","""-1.0""",32.0,,,1497189135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-11 13:52:23.910832,42102,4.0
2017-06-12 09:27:30.020443,slurm_normal,1497259667.0,0,1.0,main_w3_handler1,3150733,16079722,False,11450917888,gemini.sqlite,,10166548.roundup,slurm,,132112168.0,corral-repl,,"""59e5ba724f5111e789a7005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 29987934}]","""-1.0""",32.0,,,1497259663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-12 09:27:48.304123,42102,4.0
2017-06-20 06:43:30.888614,slurm_normal,1497941054.0,0,1.0,main_w3_handler1,3164372,16139707,False,2700510208,gemini.sqlite,,10219426.roundup,slurm,,132112168.0,corral-repl,,"""b922f1ac558311e78f08005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30067881}]","""-1.0""",32.0,,,1497941050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-20 06:44:25.569162,42102,4.0
2017-06-16 01:59:29.733225,slurm_normal,1497578418.0,0,1.0,main_w4_handler0,3157679,16113242,False,16577393664,gemini.sqlite,,10195689.roundup,slurm,,132112168.0,corral-repl,,"""64d46d1e523711e780b3005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30048784}]","""-1.0""",32.0,,,1497578413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-16 02:00:19.769694,42102,5.0
2017-06-16 06:54:47.657409,slurm_normal,1497597228.0,0,1.0,main_w4_handler0,3157936,16114058,False,14620344320,gemini.sqlite,,10196289.roundup,slurm,,132112168.0,corral-repl,,"""a46451fa526011e7bde5005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30050144}]","""-1.0""",32.0,,,1497597223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-16 07:13:50.166715,42102,5.0
2017-05-23 07:04:35.369629,slurm_normal,1495538343.0,0,1.0,main_w4_handler0,3121386,15913893,False,2528231424,gemini.sqlite,,10013925.roundup,slurm,,132112168.0,corral-repl,,"""0e7e135c3f8611e7816e005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 29728062}]","""-1.0""",32.0,,,1495538339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-05-23 11:19:07.215480,42102,4.0
2017-05-23 07:10:47.124143,slurm_normal,1495538388.0,0,1.0,main_w3_handler1,3123121,15913951,False,2528231424,gemini.sqlite,,10013930.roundup,slurm,,132112168.0,corral-repl,,"""e9fbb4d43f8611e7809a005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 29728120}]","""-1.0""",32.0,,,1495538383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-05-23 11:19:50.375694,42102,5.0
2017-06-17 02:45:00.249089,slurm_normal,1497667526.0,0,1.0,main_w4_handler0,3159255,16120893,False,2512643072,gemini.sqlite,,10202442.roundup,slurm,,132112168.0,corral-repl,,"""f28591cc530611e7adbd005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30061302}]","""-1.0""",32.0,,,1497667518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-17 02:45:30.030010,42102,8.0
2017-06-18 07:53:44.527818,slurm_normal,1497772451.0,0,1.0,main_w3_handler0,3160844,16124902,False,2512643072,gemini.sqlite,,10205872.roundup,slurm,,132112168.0,corral-repl,,"""37d832c653fb11e79ca9005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30061302}]","""-1.0""",32.0,,,1497772442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-18 07:54:13.408252,42102,9.0
2017-06-18 07:56:04.171131,slurm_normal,1497772630.0,0,1.0,main_w4_handler0,3160845,16124916,False,2548345856,gemini.sqlite,,10205888.roundup,slurm,,132112168.0,corral-repl,,"""918c355653fb11e7a3f4005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30066711}]","""-1.0""",32.0,,,1497772622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-18 07:57:12.705133,42102,8.0
2017-06-18 08:01:03.312378,slurm_normal,1497772964.0,0,1.0,main_w3_handler1,3160847,16124941,False,2700510208,gemini.sqlite,,10205905.roundup,slurm,,132112168.0,corral-repl,,"""4443a79c53fc11e7b4ca005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30067881}]","""-1.0""",32.0,,,1497772961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-18 08:02:45.330559,42102,3.0
2017-06-20 06:44:07.545842,slurm_normal,1497941124.0,0,1.0,main_w3_handler1,3164373,16139720,False,2548345856,gemini.sqlite,,10219438.roundup,slurm,,132112168.0,corral-repl,,"""d97901d0558311e7935a005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30067994}]","""-1.0""",32.0,,,1497941120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-06-20 06:45:27.538471,42102,4.0
2017-08-01 03:21:54.977306,slurm_normal,1501557728.0,0,1.0,main_w4_handler1,3208468,16474548,False,2527497216,gemini.sqlite,,10542908.roundup,slurm,,132112168.0,corral-repl,,"""8fdb7db8766811e79318005056ba55fb""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 30068654}]","""-1.0""",32.0,,,1501557724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-08-01 03:22:11.160116,42102,4.0
2017-10-12 04:38:49.798311,slurm_normal,1507783152.0,0,1.0,main_w4_handler0,3282544,17083960,False,271224832,gemini.sqlite,,11139937.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 31658586}]","""-1.0""",32.0,,41207958.0,1507783147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-10-12 04:39:19.862476,54965,5.0
2017-12-03 02:29:08.877323,slurm_normal,1512268164.0,0,1.0,main_w4_handler0,3326636,17678747,False,231026688,gemini.sqlite,,11741442,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 32344815}]","""-1.0""",32.0,,42051653.0,1512268156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2017-12-03 02:29:25.632688,115067,8.0
