create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation_databases,parameters.chromInfo,parameters.dbkey,parameters.evidence_type,parameters.in_cosmic_census,parameters.infile.values,parameters.min_quality,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-13 17:50:48.879650,slurm_normal,1473789075.0,0,1.0,main_w3_handler0,2819267,13843840,False,428916736,gemini.sqlite,,8066533.roundup,slurm,,132112168.0,corral-repl,,"""9a08919e79da11e69842005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa4684f99e7efcf1'}]","""-1.0""",32.0,,32941547.0,1473789065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-13 17:51:19.485920,42102,10.0
2016-09-13 17:21:03.423528,slurm_normal,1473787289.0,0,1.0,main_w3_handler0,2819207,13843673,False,186754048,gemini.sqlite,,8066358.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b516c7148ca977be92'}]","""-1.0""",32.0,,32940546.0,1473787281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-13 17:21:30.908205,43732,8.0
2016-09-13 17:41:04.974617,slurm_normal,1473788593.0,0,1.0,main_w4_handler1,2818638,13843785,False,428916736,gemini.sqlite,Job output deleted by user before job completed.,8066477.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa4684f99e7efcf1'}]","""-1.0""",32.0,,32941480.0,1473788560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-13 17:43:17.980429,42102,33.0
2016-09-14 12:40:05.895545,slurm_normal,1473859350.0,0,1.0,main_w4_handler1,2820023,13848710,False,355899392,gemini.sqlite,,8071991.roundup,slurm,,132112168.0,corral-repl,,"""5ba100e67a7811e691cd005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf301a70542a6d0a'}]","""-1.0""",32.0,,32950954.0,1473859344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-14 13:22:32.420683,42102,6.0
2016-09-15 03:43:01.067431,slurm_normal,1473912550.0,0,1.0,main_w3_handler1,2820747,13853451,False,355900416,gemini.sqlite,,8076558.roundup,slurm,,132112168.0,corral-repl,,"""7e91f12c7af611e69275005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7dc5313125a001b'}]","""-1.0""",32.0,,32950954.0,1473912541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-15 04:09:12.103510,42102,9.0
2016-09-15 04:54:03.128239,slurm_normal,1473919484.0,0,1.0,main_w3_handler0,2820818,13853576,False,264665088,gemini.sqlite,,8076786.roundup,slurm,,132112168.0,corral-repl,,"""6b77e24a7b0011e69bbc005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54574ce2002df6084'}]","""-1.0""",32.0,,32950954.0,1473919480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-15 06:04:47.032256,42102,4.0
2016-09-15 04:54:28.191235,slurm_normal,1474031757.0,0,1.0,main_w3_handler0,2820819,13853589,False,2804011008,gemini.sqlite,,8088117.roundup,slurm,,132112168.0,corral-repl,,"""7a3864f87b0011e6a225005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52d8ef989ebd250d4'}]","""-1.0""",32.0,,32950954.0,1474031749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-16 13:15:58.559165,42102,8.0
2016-07-06 11:31:32.896849,slurm_normal,1467804735.0,0,1.0,main_w2_handler0,2758886,13343215,False,180881408,gemini.sqlite,,7552067.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51065862c933989e1'}]","""-1.0""",32.0,,29905733.0,1467804730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-07-06 11:32:19.467925,60534,5.0
2016-09-16 14:47:36.651763,slurm_normal,1474040364.0,0,1.0,main_w3_handler0,2822388,13865989,False,355899392,gemini.sqlite,,8089928.roundup,slurm,,132112168.0,corral-repl,,"""7f659cee7c1c11e6a24e005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52beee0c9cf90c658'}]","""-1.0""",32.0,,32993553.0,1474040340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-16 15:39:30.378163,38442,24.0
2016-09-17 05:45:07.955168,slurm_normal,1474092762.0,0,1.0,main_w3_handler1,2822924,13870477,False,355899392,gemini.sqlite,,8093916.roundup,slurm,,132112168.0,corral-repl,,"""e2c5fb127c9911e69c9d005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""PE,SR""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae1498386aa231c1'}]","""-1.0""",32.0,,32993553.0,1474092757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_fusions/gemini_fusions/0.18.1.0,0.18.1.0,,2016-09-17 06:12:44.263303,38442,5.0
