create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,nameOrCount,nameOrCount_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cluster,parameters.cutoff,parameters.dbkey,parameters.fasta|__identifier__,parameters.hard,parameters.large,parameters.method,parameters.nameOrCount|__identifier__,parameters.precision,parameters.splitby.__current_case__,parameters.splitby.classic,parameters.splitby.fasta.values,parameters.splitby.matrix.__current_case__,parameters.splitby.matrix.dist.values,parameters.splitby.matrix.format,parameters.splitby.matrix.nameOrCount.values,parameters.splitby.nameOrCount.values,parameters.splitby.splitmethod,parameters.splitby.taxlevel,parameters.splitby.taxonomy.values,parameters.taxonomy|__identifier__,processor_count,runner_name,session_id,splitby|dist,splitby|dist_filetype,splitby|nameOrCount,splitby|nameOrCount_filetype,start_epoch,state,swaptotal,taxonomy,taxonomy_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-25 07:02:08.105096,slurm_normal,1508914969.0,0,3693705.0,fasta,,1.0,main_w3_handler0,3295958,17206538,False,,11266620,slurm,,132112168.0,325340.0,mothur.count_table,corral-repl,,"""68d60d3cb95211e7b503005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31868628}]",,,,,"[{'src': 'hda', 'id': 31868629}]",fasta,6,"[{'src': 'hda', 'id': 31868627}]",,32.0,,,,,,,1508914958.0,ok,1023996.0,837984.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-25 07:02:50.246559,72172,11.0
2017-10-25 08:44:48.005436,slurm_normal,1508921243.0,0,3511941.0,fasta,,1.0,main_w3_handler0,3295960,17208468,False,,11268612,slurm,,132112168.0,317407.0,mothur.count_table,corral-repl,,"""96d3dbe4b95a11e796cc005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31871487}]",,,,,"[{'src': 'hda', 'id': 31871488}]",fasta,6,"[{'src': 'hda', 'id': 31871486}]",,32.0,,,,,,,1508921233.0,ok,1023996.0,818124.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-25 08:47:30.818730,72172,10.0
2017-10-27 05:44:18.710510,slurm_normal,1509083121.0,0,2782953.0,fasta,,1.0,main_w4_handler0,3295966,17236634,False,,11297179,slurm,,132112168.0,244607.0,mothur.count_table,corral-repl,,"""da3d51bebad911e78cee005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918021}]",,,,,"[{'src': 'hda', 'id': 31918022}]",fasta,6,"[{'src': 'hda', 'id': 31918020}]",,32.0,,,,,,,1509083108.0,ok,1023996.0,631699.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 05:45:30.036197,72172,13.0
2017-10-27 05:42:57.702940,slurm_normal,1509083215.0,0,4371458.0,fasta,,1.0,main_w3_handler1,3295965,17236618,False,,11297204,slurm,,132112168.0,351941.0,mothur.count_table,corral-repl,,"""acd00db6bad911e7834c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918003}]",,,,,"[{'src': 'hda', 'id': 31918004}]",fasta,6,"[{'src': 'hda', 'id': 31918002}]",,32.0,,,,,,,1509083205.0,ok,1023996.0,907248.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 05:46:58.826077,72172,10.0
2017-10-27 05:47:16.816661,slurm_normal,1509083338.0,0,4132503.0,fasta,,1.0,main_w4_handler0,3295967,17236660,False,,11297220,slurm,,132112168.0,343943.0,mothur.count_table,corral-repl,,"""45475de2bada11e79a98005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918071}]",,,,,"[{'src': 'hda', 'id': 31918072}]",fasta,6,"[{'src': 'hda', 'id': 31918070}]",,32.0,,,,,,,1509083323.0,ok,1023996.0,886476.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 05:49:04.286697,72172,15.0
2017-10-27 07:01:14.989969,slurm_normal,1509087773.0,0,3131999.0,fasta,,1.0,main_w3_handler1,3295984,17236982,False,,11297636,slurm,,132112168.0,280269.0,mothur.count_table,corral-repl,,"""9844b274bae411e7b44f005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918614}]",,,,,"[{'src': 'hda', 'id': 31918615}]",fasta,6,"[{'src': 'hda', 'id': 31918613}]",,32.0,,,,,,,1509087756.0,ok,1023996.0,724195.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:03:00.502589,72172,17.0
2017-10-27 06:51:28.831741,slurm_normal,1509087216.0,0,5239061.0,fasta,,1.0,main_w3_handler1,3295969,17236875,False,,11297517,slurm,,132112168.0,431340.0,mothur.count_table,corral-repl,,"""3ca2e9bebae311e797bf005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918393}]",,,,,"[{'src': 'hda', 'id': 31918394}]",fasta,6,"[{'src': 'hda', 'id': 31918392}]",,32.0,,,,,,,1509087199.0,ok,1023996.0,1117476.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 06:53:42.279266,72172,17.0
2017-10-27 07:02:26.091290,slurm_normal,1509087809.0,0,2370461.0,fasta,,1.0,main_w3_handler1,3295987,17236990,False,,11297645,slurm,,132112168.0,211101.0,mothur.count_table,corral-repl,,"""c7e5103cbae411e78421005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918643}]",,,,,"[{'src': 'hda', 'id': 31918644}]",fasta,6,"[{'src': 'hda', 'id': 31918642}]",,32.0,,,,,,,1509087800.0,ok,1023996.0,545544.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:03:36.028740,72172,9.0
2017-10-27 06:58:11.675752,slurm_normal,1509087563.0,0,4452265.0,fasta,,1.0,main_w4_handler0,3295979,17236961,False,,11297615,slurm,,132112168.0,364247.0,mothur.count_table,corral-repl,,"""2c6f7af2bae411e78494005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918552}]",,,,,"[{'src': 'hda', 'id': 31918554}]",fasta,6,"[{'src': 'hda', 'id': 31918551}]",,32.0,,,,,,,1509087549.0,ok,1023996.0,940200.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 06:59:26.639015,72172,14.0
2017-10-27 06:53:18.912374,slurm_normal,1509087290.0,0,1418514.0,fasta,,1.0,main_w3_handler0,3295970,17236893,False,,11297542,slurm,,132112168.0,136286.0,mothur.count_table,corral-repl,,"""7f9c4bdebae311e7834c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918418}]",,,,,"[{'src': 'hda', 'id': 31918419}]",fasta,6,"[{'src': 'hda', 'id': 31918417}]",,32.0,,,,,,,1509087279.0,ok,1023996.0,352645.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 06:55:01.728914,72172,11.0
2017-10-27 06:54:28.149963,slurm_normal,1509087438.0,0,4459455.0,fasta,,1.0,main_w4_handler1,3295972,17236917,False,,11297573,slurm,,132112168.0,369297.0,mothur.count_table,corral-repl,,"""a24026b0bae311e7992d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918447}]",,,,,"[{'src': 'hda', 'id': 31918448}]",fasta,6,"[{'src': 'hda', 'id': 31918446}]",,32.0,,,,,,,1509087424.0,ok,1023996.0,952951.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 06:57:23.418532,72172,14.0
2017-10-27 07:06:10.238911,slurm_normal,1509088029.0,0,2790472.0,fasta,,1.0,main_w4_handler0,3295994,17237025,False,,11297689,slurm,,132112168.0,248373.0,mothur.count_table,corral-repl,,"""4783ffc4bae511e7b66c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918762}]",,,,,"[{'src': 'hda', 'id': 31918763}]",fasta,6,"[{'src': 'hda', 'id': 31918761}]",,32.0,,,,,,,1509088020.0,ok,1023996.0,646345.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:07:14.071850,72172,9.0
2017-10-27 06:56:46.510509,slurm_normal,1509087472.0,0,365454.0,fasta,,1.0,main_w3_handler0,3295976,17236943,False,,11297577,slurm,,132112168.0,41282.0,mothur.count_table,corral-repl,,"""f3fc5a8cbae311e7a597005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918515}]",,,,,"[{'src': 'hda', 'id': 31918516}]",fasta,6,"[{'src': 'hda', 'id': 31918514}]",,32.0,,,,,,,1509087459.0,ok,1023996.0,107413.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 06:58:02.001154,72172,13.0
2017-10-27 07:08:48.325001,slurm_normal,1509088257.0,0,4883489.0,fasta,,1.0,main_w3_handler0,3295998,17237043,False,,11297715,slurm,,132112168.0,394244.0,mothur.count_table,corral-repl,,"""a5ec48a0bae511e7952c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918832}]",,,,,"[{'src': 'hda', 'id': 31918833}]",fasta,6,"[{'src': 'hda', 'id': 31918831}]",,32.0,,,,,,,1509088245.0,ok,1023996.0,1013666.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:11:20.865953,72172,12.0
2017-10-27 07:07:42.123368,slurm_normal,1509088285.0,0,4847812.0,fasta,,1.0,main_w3_handler0,3295997,17237033,False,,11297718,slurm,,132112168.0,387184.0,mothur.count_table,corral-repl,,"""7f07cea8bae511e797bf005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918800}]",,,,,"[{'src': 'hda', 'id': 31918801}]",fasta,6,"[{'src': 'hda', 'id': 31918799}]",,32.0,,,,,,,1509088271.0,ok,1023996.0,998180.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:11:51.634879,72172,14.0
2017-10-27 07:05:04.090498,slurm_normal,1509087998.0,0,3449894.0,fasta,,1.0,main_w4_handler0,3295993,17237011,False,,11297682,slurm,,132112168.0,290235.0,mothur.count_table,corral-repl,,"""227abf7ebae511e7992d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918714}]",,,,,"[{'src': 'hda', 'id': 31918715}]",fasta,6,"[{'src': 'hda', 'id': 31918713}]",,32.0,,,,,,,1509087989.0,ok,1023996.0,750517.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:06:45.823923,72172,9.0
2017-10-27 07:00:06.847612,slurm_normal,1509087662.0,0,3759493.0,fasta,,1.0,main_w4_handler0,3295980,17236975,False,,11297624,slurm,,132112168.0,318381.0,mothur.count_table,corral-repl,,"""6c6b2598bae411e7a597005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918592}]",,,,,"[{'src': 'hda', 'id': 31918593}]",fasta,6,"[{'src': 'hda', 'id': 31918591}]",,32.0,,,,,,,1509087653.0,ok,1023996.0,823597.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:01:04.876861,72172,9.0
2017-10-27 07:09:50.219614,slurm_normal,1509088392.0,0,4537262.0,fasta,,1.0,main_w3_handler0,3295999,17237054,False,,11297728,slurm,,132112168.0,375547.0,mothur.count_table,corral-repl,,"""d0fa4650bae511e79b6c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918859}]",,,,,"[{'src': 'hda', 'id': 31918860}]",fasta,6,"[{'src': 'hda', 'id': 31918858}]",,32.0,,,,,,,1509088381.0,ok,1023996.0,966631.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:13:22.946518,72172,11.0
2017-10-27 07:20:42.691739,slurm_normal,1509088916.0,0,264531.0,fasta,,1.0,main_w4_handler0,3296002,17237098,False,,11297774,slurm,,132112168.0,30015.0,mothur.count_table,corral-repl,,"""4fcbbc1abae711e79589005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918965}]",,,,,"[{'src': 'hda', 'id': 31918966}]",fasta,6,"[{'src': 'hda', 'id': 31918964}]",,32.0,,,,,,,1509088909.0,ok,1023996.0,75608.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:22:03.313818,72172,7.0
2017-10-27 07:04:13.324710,slurm_normal,1509087984.0,0,4234157.0,fasta,,1.0,main_w3_handler0,3295992,17237004,False,,11297679,slurm,,132112168.0,353911.0,mothur.count_table,corral-repl,,"""00044064bae511e7b66c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918690}]",,,,,"[{'src': 'hda', 'id': 31918691}]",fasta,6,"[{'src': 'hda', 'id': 31918683}]",,32.0,,,,,,,1509087971.0,ok,1023996.0,917524.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:06:29.138349,72172,13.0
2017-10-27 07:21:34.071999,slurm_normal,1509088958.0,0,293029.0,fasta,,1.0,main_w3_handler1,3296003,17237107,False,,11297780,slurm,,132112168.0,32923.0,mothur.count_table,corral-repl,,"""72375cd2bae711e79fc3005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918993}]",,,,,"[{'src': 'hda', 'id': 31918994}]",fasta,6,"[{'src': 'hda', 'id': 31918992}]",,32.0,,,,,,,1509088951.0,ok,1023996.0,82875.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:22:45.030382,72172,7.0
2017-10-27 07:22:59.069137,slurm_normal,1509089050.0,0,24461.0,fasta,,1.0,main_w4_handler0,3296005,17237117,False,,11297789,slurm,,132112168.0,3523.0,mothur.count_table,corral-repl,,"""a3d25620bae711e7bc1e005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31919022}]",,,,,"[{'src': 'hda', 'id': 31919023}]",fasta,6,"[{'src': 'hda', 'id': 31919021}]",,32.0,,,,,,,1509089044.0,ok,1023996.0,8687.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:24:18.033133,72172,6.0
2017-10-27 07:19:41.010126,slurm_normal,1509088821.0,0,26815.0,fasta,,1.0,main_w3_handler1,3296001,17237091,False,,11297762,slurm,,132112168.0,3595.0,mothur.count_table,corral-repl,,"""2b395f42bae711e7b7a8005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31918953}]",,,,,"[{'src': 'hda', 'id': 31918954}]",fasta,6,"[{'src': 'hda', 'id': 31918952}]",,32.0,,,,,,,1509088817.0,ok,1023996.0,9310.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:20:26.874718,72172,4.0
2017-10-27 07:23:48.982151,slurm_normal,1509089104.0,0,41148.0,fasta,,1.0,main_w3_handler0,3296007,17237123,False,,11297793,slurm,,132112168.0,5531.0,mothur.count_table,corral-repl,,"""c278297ebae711e7a0b1005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.05""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31919042}]",,,,,"[{'src': 'hda', 'id': 31919043}]",fasta,6,"[{'src': 'hda', 'id': 31919041}]",,32.0,,,,,,,1509089100.0,ok,1023996.0,13656.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-27 07:25:14.172464,72172,4.0
2017-10-30 16:20:00.616468,slurm_normal,1509380483.0,0,319182.0,fasta,,1.0,main_w3_handler1,3304442,17266402,False,,11325510,slurm,,132112168.0,44354.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.15""","""?""",,"""true""","""false""","""average""",,"""100""",2,false,"[{'src': 'hda', 'id': 31967726}]",,,,,"[{'src': 'hda', 'id': 31967727}]",fasta,4,"[{'src': 'hda', 'id': 31967728}]",,32.0,,39677360.0,,,,,1509380423.0,ok,1023996.0,117085.0,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-30 16:21:26.191641,654,60.0
