create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.otu.values,parameters.scale,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-02 22:46:47.638050,slurm_normal,1491173221.0,0,1.0,main_w3_handler0,3056115,15466065,False,,9595475.roundup,slurm,,132112168.0,corral-repl,23748181,groups,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29031851}]","""""",32.0,,37023498,1491173217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_get_relabund/1.21.0,1.21.0,,2017-04-02 22:47:02.890872,,4.0
2017-04-03 08:00:25.917863,slurm_normal,1491206444.0,0,1.0,main_w4_handler1,3009978,15468727,False,,9598469.roundup,slurm,,132112168.0,corral-repl,889314,fasta,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29036078}]","""totalgroup""",32.0,,37066267,1491206439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_get_relabund/1.21.0,1.21.0,,2017-04-03 08:00:50.851647,99424.0,5.0
