chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.ed_score,parameters.input.values,parameters.input|__identifier__,parameters.option,parameters.split,parameters.tag,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-05 03:19:46.570790,slurm_normal,1520222878.0,0,7680.0,1.0,main_w4_handler0,3447215,18604696,False,,1072120673,bam,12700242,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34207701}]",,"""""","""false""","""""",32.0,,44146651.0,1520222765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 04:08:00.084183,75605.0,113.0
,,2018-03-05 03:19:45.801302,slurm_normal,1520225435.0,0,7680.0,1.0,main_w3_handler0,3447215,18604695,False,,1179189979,bam,12700638,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34207698}]",,"""""","""false""","""""",32.0,,44146651.0,1520225304.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 04:50:37.442832,75605.0,131.0
,,2018-03-05 06:17:56.862137,slurm_normal,1520230810.0,0,7680.0,1.0,main_w3_handler1,3447215,18606028,False,,1084210351,bam,12701268,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197006}]",,"""""","""false""","""""",32.0,,44146651.0,1520230688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:20:12.365083,75605.0,122.0
,,2018-03-05 06:17:35.380134,slurm_normal,1520230781.0,0,7680.0,1.0,main_w3_handler1,3447215,18606025,False,,1076138740,bam,12701265,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197002}]",,"""""","""false""","""""",32.0,,44146651.0,1520230661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:19:43.578507,75605.0,120.0
,,2018-03-05 06:17:58.249412,slurm_normal,1520230806.0,0,7680.0,1.0,main_w3_handler1,3447215,18606030,False,,1027692787,bam,12701274,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197021}]",,"""""","""false""","""""",32.0,,44146651.0,1520230694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:20:07.710265,75605.0,112.0
,,2018-03-05 06:18:11.450324,slurm_normal,1520230917.0,0,7680.0,1.0,main_w4_handler0,3447215,18606035,False,,938765315,bam,12701303,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197393}]",,"""""","""false""","""""",32.0,,44146651.0,1520230816.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:21:58.938376,75605.0,101.0
,,2018-03-05 06:17:57.525854,slurm_normal,1520230800.0,0,7680.0,1.0,main_w3_handler1,3447215,18606029,False,,1013435499,bam,12701269,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197010}]",,"""""","""false""","""""",32.0,,44146651.0,1520230688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:20:02.771080,75605.0,112.0
,,2018-03-05 06:18:10.871710,slurm_normal,1520230873.0,0,7680.0,1.0,main_w4_handler0,3447215,18606034,False,,807319594,bam,12701297,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197373}]",,"""""","""false""","""""",32.0,,44146651.0,1520230785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:21:15.454972,75605.0,88.0
,,2018-03-05 06:18:09.860830,slurm_normal,1520230918.0,0,7680.0,1.0,main_w4_handler0,3447215,18606032,False,,998098122,bam,12701301,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197322}]",,"""""","""false""","""""",32.0,,44146651.0,1520230810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:22:00.419018,75605.0,108.0
,,2018-03-05 06:18:10.222147,slurm_normal,1520230927.0,0,7680.0,1.0,main_w3_handler1,3447215,18606033,False,,1136923232,bam,12701300,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 34197351}]",,"""""","""false""","""""",32.0,,44146651.0,1520230807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.27.0.0,2.27.0.0,,2018-03-05 06:22:09.279528,75605.0,120.0
