create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cols,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-01 22:56:18.093645,slurm_normal,1501628191.0,0,1.0,main_w4_handler0,3208157,16482319,False,,656335,bed,10551227.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""4""","""ce10""","[{'src': 'hda', 'id': 30719342}]",32.0,,39146007.0,1501628187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-01 22:56:37.221067,98682,4.0
2017-08-02 21:11:59.131669,slurm_normal,1501708870.0,0,1.0,main_w3_handler1,3208157,16492402,False,,669499,bed,10561769.roundup,slurm,,132112168.0,corral-repl,,"""3557591a77c711e79d43005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30739388}]",32.0,,,1501708866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-02 21:21:15.114760,98682,4.0
2017-08-02 22:09:48.616765,slurm_normal,1501712319.0,0,1.0,main_w3_handler0,3208157,16492719,False,,669499,bed,10562238.roundup,slurm,,132112168.0,corral-repl,,"""4994390477cf11e7b5e9005056ba55fb""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30739879}]",32.0,,,1501712314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-02 22:18:40.787473,98682,5.0
2017-08-02 22:00:45.304349,slurm_normal,1501711707.0,0,1.0,main_w4_handler1,3208157,16492658,False,,807108,bed,10562200.roundup,slurm,,132112168.0,corral-repl,,"""0640a22477ce11e7b176005056ba55fb""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30739794}]",32.0,,,1501711703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-02 22:08:33.002021,98682,4.0
2017-08-02 22:27:59.214780,slurm_normal,1501713021.0,0,1.0,main_w3_handler0,3208157,16492812,False,,2137482,bed,10562331.roundup,slurm,,132112168.0,corral-repl,,"""d38a57cc77d111e7ab56005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30740008}]",32.0,,,1501713016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-02 22:30:24.577751,98682,5.0
2017-08-02 22:36:08.019824,slurm_normal,1501713490.0,0,1.0,main_w3_handler0,3208157,16492844,False,,608317,bed,10562366.roundup,slurm,,132112168.0,corral-repl,,"""f682a30a77d211e79e4d005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30740058}]",32.0,,,1501713486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-02 22:38:12.982884,98682,4.0
2017-08-08 19:28:33.551149,slurm_normal,1502228853.0,0,1.0,main_w3_handler0,3208157,16532579,False,,18310993,bed,10603801.roundup,slurm,,132112168.0,corral-repl,,"""c23abad27c6f11e7b02e005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30801053}]",32.0,,,1502228845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-08 21:47:36.969971,98682,8.0
2017-08-09 00:08:20.467866,slurm_normal,1502237768.0,0,1.0,main_w3_handler0,3208157,16534300,False,,21893807,bed,10604875.roundup,slurm,,132112168.0,corral-repl,,"""d688c0667c9611e78991005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30803896}]",32.0,,,1502237760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-09 00:16:11.328051,98682,8.0
2017-08-09 00:23:59.765066,slurm_normal,1502238612.0,0,1.0,main_w3_handler0,3208157,16534414,False,,17881431,bed,10604992.roundup,slurm,,132112168.0,corral-repl,,"""06f48e2c7c9911e7b8cb005056ba55fb""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 30804048}]",32.0,,,1502238604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-09 00:30:15.346851,98682,8.0
2017-08-29 23:03:10.335942,slurm_normal,1504048008.0,0,1.0,main_w4_handler0,3208157,16688744,False,,740715,bed,10760733.roundup,slurm,,132112168.0,corral-repl,,"""36820e0a8d0e11e7b852005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 31038045}]",32.0,,,1504048004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-08-29 23:06:52.317461,98682,4.0
2017-09-02 02:25:39.731359,slurm_normal,1504319318.0,0,1.0,main_w4_handler0,3208157,16715068,False,,195186,bed,10787664.roundup,slurm,,132112168.0,corral-repl,,"""fed1b0a88f8511e7a7fd005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 31079069}]",32.0,,,1504319314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-09-02 02:28:40.581958,98682,4.0
2017-09-01 23:59:35.774688,slurm_normal,1504310799.0,0,1.0,main_w3_handler0,3208157,16714623,False,,1126486,bed,10787172.roundup,slurm,,132112168.0,corral-repl,,"""96b844b48f7111e7a062005056ba2773""","""/galaxy-repl/localdata/chrom/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 31078455}]",32.0,,,1504310795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-09-02 00:06:42.567043,98682,4.0
2017-09-12 22:13:56.133331,slurm_normal,1505255265.0,0,1.0,main_w3_handler0,3250826,16799266,False,,656334,bed,10868258.roundup,slurm,,132112168.0,corral-repl,,"""a85716ac980711e7b7ff005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 31203804}]",32.0,,,1505255261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-09-12 22:27:50.289757,98682,4.0
2017-09-12 22:12:29.066501,slurm_normal,1505255107.0,0,1.0,main_w3_handler0,3250826,16799253,False,,994023,bed,10868233.roundup,slurm,,132112168.0,corral-repl,,"""752b3222980711e794d6005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 31203790}]",32.0,,,1505255103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-09-12 22:25:09.879691,98682,4.0
2017-09-12 22:15:19.728416,slurm_normal,1505255278.0,0,1.0,main_w3_handler1,3250826,16799276,False,,605470,bed,10868260.roundup,slurm,,132112168.0,corral-repl,,"""d964c334980711e7a83a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 31203815}]",32.0,,,1505255274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-09-12 22:28:10.186056,98682,4.0
2017-09-12 22:18:29.722057,slurm_normal,1505255465.0,0,1.0,main_w3_handler1,3250826,16799301,False,,5518924,bed,10868288.roundup,slurm,,132112168.0,corral-repl,,"""4c3d6154980811e7a7f2005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""5""","""ce10""","[{'src': 'hda', 'id': 31203842}]",32.0,,,1505255460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,2.26.0.0,,2017-09-12 22:31:14.946683,98682,5.0
