create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.append,parameters.chromInfo,parameters.dbkey,parameters.desc,parameters.input1,parameters.input1.values,parameters.out_format1,parameters.seqname,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-08 09:30:52.901322,slurm_normal,1436347894.0,0,,1.0,main_w1_handler1,2368551,9810096,False,,4396042,fasta,4110455.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",20258800,,"""fasta""","""4m0""",32.0,,23884365,1436347891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: descseq21/5.0.0,5.0.0,,2015-07-08 09:31:38.177585,64982.0,3.0
2017-01-04 20:51:52.396581,slurm_normal,1483563124.0,0,,1.0,main_w3_handler1,2946829,14692035,False,,873894,fasta,8861941.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",,"[{'src': 'hda', 'id': 27815360}]","""fasta""","""""",32.0,,35199220,1483563117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: descseq21/5.0.0,5.0.0,,2017-01-04 20:52:08.856318,,7.0
2017-05-08 21:22:23.995024,slurm_normal,1494278553.0,0,,1.0,main_w4_handler1,3103054,15784486,False,,7581,fasta,9890773.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",,"[{'src': 'hda', 'id': 29523999}]","""fasta""","""""",32.0,,37837426,1494278548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: descseq21/5.0.0,5.0.0,,2017-05-08 21:22:36.073904,105500.0,5.0
2018-02-06 20:44:04.268722,slurm_normal,1517949854.0,0,7680.0,1.0,main_w4_handler0,3419524,18277809,False,,138752,fasta,12360413,slurm,,132112168.0,corral-repl,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",,"[{'src': 'hda', 'id': 33703987}]","""fasta""","""_pop1""",32.0,,43731388,1517949852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: descseq21/5.0.0,5.0.0,,2018-02-06 20:44:16.324234,121460.0,2.0
