create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB2,inputB2_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition,parameters.addition2.__current_case__,parameters.addition2.addition2_select,parameters.addition2.fd,parameters.addition2.fu,parameters.addition2.id,parameters.addition2.iu,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.io,parameters.k,parameters.mdb,parameters.overlap_with.__current_case__,parameters.overlap_with.inputB.values,parameters.overlap_with.source,parameters.strand,parameters.ties,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-26 19:40:25.764088,slurm_normal,1519674603.0,0,7680.0,1.0,main_w4_handler1,3320392,18526262,False,,6104,bed,2958228,2958228,bed,,,bed,12622370,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34079040}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44175929,1519674593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-26 19:50:05.073123,115950.0,10.0
2018-02-26 21:32:52.088430,slurm_normal,1519680785.0,0,7680.0,1.0,main_w4_handler0,3320392,18528227,False,,39277,bed,2958228,2958228,bed,,,bed,12624349,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34083445}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44175929,1519680781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-26 21:33:06.706733,115950.0,4.0
2018-02-26 19:40:26.480284,slurm_normal,1519674609.0,0,7680.0,1.0,main_w3_handler1,3320392,18526264,False,,686,bed,2958228,2958228,bed,,,bed,12622372,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34079042}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44175929,1519674604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-02-26 19:50:11.347155,115950.0,5.0
2018-03-04 12:43:43.711559,slurm_normal,1520167436.0,0,7680.0,1.0,main_w4_handler1,3320392,18599516,False,,3432,bed,2958228,2958228,bed,,,bed,12694558,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34199088}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 33270843}]",history,"""""","""all""",32.0,,44308329,1520167432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-04 12:43:57.394893,115950.0,4.0
2018-03-05 07:25:21.378665,slurm_normal,1520234742.0,0,7680.0,1.0,main_w3_handler1,3450320,18606412,False,,48280,bed,7766,7766,bed,,,bed,12701733,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 34210099}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34183457}]",history,"""""","""all""",32.0,,43914664,1520234738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-05 07:25:44.692957,99535.0,4.0
2018-03-05 13:02:57.675788,slurm_normal,1520254989.0,0,7680.0,1.0,main_w4_handler0,3436128,18609836,False,,15806,bed,2958228,2958228,bed,,,bed,12705229,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34215451}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34022617}]",history,"""""","""all""",32.0,,44334994,1520254985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-05 13:03:11.260649,121284.0,4.0
2018-03-05 15:12:22.769793,slurm_normal,1520262759.0,0,7680.0,1.0,main_w4_handler1,3444613,18611633,False,,72291,bed,2958228,2958228,bed,,,bed,12707252,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34218283}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34149987}]",history,"""""","""all""",32.0,,44053761,1520262755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-05 15:12:40.487631,122465.0,4.0
2018-03-05 19:49:50.993480,slurm_normal,1520279406.0,0,7680.0,1.0,main_w4_handler0,3452638,18614657,False,,618299,bed,6322320,6322320,bed,,,bed,12710456,slurm,,132112168.0,corral-repl,,"""true""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34222127}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34221554}]",history,"""""","""all""",32.0,,44353469,1520279400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-05 19:50:07.646779,120503.0,6.0
2018-03-07 00:31:58.005733,slurm_normal,1520382727.0,0,7680.0,1.0,main_w4_handler1,3404417,18632666,False,,8313,gtf,1250477,1250477,gff3,,,gff3,12729048,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34254460}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34254476}]",history,"""-S""","""all""",32.0,,43612412,1520382723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-07 00:32:09.014872,111552.0,4.0
2018-03-07 00:32:06.671230,slurm_normal,1520382743.0,0,7680.0,1.0,main_w3_handler1,3404417,18632667,False,,8758,gtf,1250477,1250477,gff3,,,gff3,12729049,slurm,,132112168.0,corral-repl,,"""false""",0,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34254462}]","""false""","""1""","""each""",1,"[{'src': 'hda', 'id': 34254476}]",history,"""-S""","""all""",32.0,,43612412,1520382739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.27.0.0,2.27.0.0,,2018-03-07 00:32:25.952054,111552.0,4.0
