create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-12 15:14:15.632453,slurm_normal,1497280555.0,0,1.0,main_w3_handler0,3151244,16082829,False,,129517521,bam,10169507.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29998121}]","""false""",0,mm10,,cached,"""LENIENT""",32.0,,,,38610763,1497280485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/2.7.1.0,2.7.1.0,,2017-06-12 15:16:03.170215,28106,70.0
2017-06-14 17:52:35.779075,slurm_normal,1497462870.0,0,1.0,main_w3_handler1,3003798,16102038,False,,4941404411,sam,10186355.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30026327}]","""false""",0,hg19,,cached,"""LENIENT""",32.0,,,,38304398,1497462776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/2.7.1.0,2.7.1.0,,2017-06-14 17:54:34.283651,100568,94.0
2017-06-27 20:22:41.456267,slurm_normal,1498594997.0,0,1.0,main_w3_handler1,3148362,16204509,False,,179899778,bam,10280625.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30144410}]","""false""",1,,"[{'src': 'hda', 'id': 30143094}]",history,"""LENIENT""",32.0,16829.0,fasta,,38955312,1498594977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/2.7.1.0,2.7.1.0,,2017-06-27 20:23:18.783921,107457,20.0
2017-12-09 17:29:54.428113,slurm_normal,1512840839.0,0,1.0,main_w4_handler0,3356198,17756596,False,,4274331083,bam,11824232,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32810716}]","""false""",0,hg38,,cached,"""LENIENT""",32.0,,,,42124260,1512840607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/2.7.1.0,2.7.1.0,,2017-12-09 17:34:01.370010,76356,232.0
