create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names,names_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.names.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-27 21:24:15.002201,slurm_normal,1488230665.0,0,3632609,fasta,1.0,main_w4_handler1,3011797,15159441,False,,9311064.roundup,slurm,,132112168.0,3632609,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28531051}]","[{'src': 'hda', 'id': 28531051}]",32.0,,36314751,1488230660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_deunique_seqs/1.21.0,1.21.0,,2017-02-27 21:24:27.803584,99424,5.0
