chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.header,parameters.inputA.values,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-26 18:43:05.678035,slurm_normal,1474915423.0,0,1.0,80,bed,main_w4_handler0,2833588,13947136,False,,1030,bed,8168217.roundup,slurm,,132112168.0,corral-repl,,,0,b,5000,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dfc8e447561cc8c3'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f24031bed8c4018'}]","""false""","""false""",32.0,,32319261.0,1474915407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-09-26 18:43:49.044501,88613.0,16.0
,,2016-09-26 18:59:56.798399,slurm_normal,1474916420.0,0,1.0,70,tabular,main_w3_handler0,2833588,13947503,False,,1030,bed,8168549.roundup,slurm,,132112168.0,corral-repl,,,0,b,5000,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5904fdad1506514de'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f24031bed8c4018'}]","""false""","""false""",32.0,,32319261.0,1474916412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-09-26 19:00:26.087588,88613.0,8.0
,,2016-07-28 09:28:21.813967,slurm_normal,1469698340.0,0,1.0,1971,tabular,main_w2_handler1,2776193,13513846,False,,257351380,bed,7729187.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,150,150,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52f7847887105d61f'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5037e397963d01317'}]","""false""","""false""",32.0,,31779403.0,1469698316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-07-28 09:32:21.811075,87787.0,24.0
,,2016-07-29 08:59:43.799803,slurm_normal,1469782795.0,0,1.0,1971,tabular,main_w2_handler0,2776193,13522787,False,,55546,bed,7738202.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,150,150,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52f7847887105d61f'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b40107d5aee7b3f'}]","""false""","""false""",32.0,,31779403.0,1469782792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-07-29 08:59:57.174540,87787.0,3.0
,,2016-09-27 15:44:01.904023,slurm_normal,1474991063.0,0,1.0,1913386,bed,main_w4_handler0,2799332,13958463,False,,2309433,bed,8177637.roundup,slurm,,132112168.0,corral-repl,,,0,b,100000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cda9635e8ca88612'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a1ed7e940bbdefee'}]","""false""","""false""",32.0,,33257250.0,1474991055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-09-27 15:44:24.375593,88883.0,8.0
,,2016-08-08 14:37:31.574462,slurm_normal,1470667245.0,0,1.0,584,gg,main_w1_handler0,2786388,13620099,False,,1456892820,bed,7832331.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5185b7ebe22840369'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5560a532c78851e92'}]","""false""","""true""",32.0,,31640550.0,1470667134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-08-08 14:40:48.947605,49657.0,111.0
,,2016-08-08 15:03:44.573729,slurm_normal,1470668730.0,0,1.0,584,gg,main_w2_handler1,2786388,13620215,False,,380516885,bed,7832468.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5185b7ebe22840369'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b547cd34f24c506608'}]","""false""","""true""",32.0,,31640550.0,1470668691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-08-08 15:05:39.967729,49657.0,39.0
,,2016-08-08 14:03:39.270666,slurm_normal,1470665327.0,0,1.0,584,gg,main_w1_handler1,2786388,13619880,False,,2863380664,bed,7832040.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5185b7ebe22840369'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b585392e77d214b28b'}]","""false""","""true""",32.0,,31640550.0,1470665095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-08-08 14:08:55.276002,49657.0,232.0
,,2016-08-08 14:37:13.622136,slurm_normal,1470667280.0,0,1.0,584,gg,main_w2_handler0,2786388,13620097,False,,1653620872,bed,7832329.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5185b7ebe22840369'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59daf81ab0771ffb0'}]","""false""","""true""",32.0,,31640550.0,1470667120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-08-08 14:41:23.373756,49657.0,160.0
,,2017-01-11 09:56:10.038026,slurm_normal,1484128579.0,0,1.0,1971,gg,main_w4_handler1,2952241,14738416,False,,72099,bed,8903406.roundup,slurm,,132112168.0,corral-repl,,,0,b,50000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27888580}]","""false""","[{'src': 'hda', 'id': 27882729}]","""false""","""false""",32.0,,35300199.0,1484128574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-01-11 09:56:22.010104,88896.0,5.0
,,2017-01-11 10:27:51.249832,slurm_normal,1484130480.0,0,1.0,1971,gg,main_w3_handler0,2952241,14738589,False,,9971,bed,8903557.roundup,slurm,,132112168.0,corral-repl,,,0,b,50000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27888580}]","""false""","[{'src': 'hda', 'id': 27889120}]","""false""","""false""",32.0,,35300199.0,1484130475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-01-11 10:28:02.622889,88896.0,5.0
,,2017-01-11 09:31:23.592947,slurm_normal,1484127091.0,0,1.0,1971,gg,main_w4_handler0,2952241,14738180,False,,13834,bed,8903133.roundup,slurm,,132112168.0,corral-repl,,,0,b,10000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27888580}]","""false""","[{'src': 'hda', 'id': 27888650}]","""false""","""false""",32.0,,35300199.0,1484127087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-01-11 09:31:33.187710,88896.0,4.0
,,2017-01-11 09:41:24.825785,slurm_normal,1484127691.0,0,1.0,1971,gg,main_w4_handler1,2952241,14738340,False,,13834,bed,8903281.roundup,slurm,,132111800.0,corral-repl,,,0,b,10000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27888580}]","""false""","[{'src': 'hda', 'id': 27888826}]","""false""","""false""",32.0,,35300199.0,1484127687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-01-11 09:41:36.422520,88896.0,4.0
,,2017-01-11 09:50:43.097439,slurm_normal,1484128252.0,0,1.0,1971,gg,main_w4_handler1,2952241,14738403,False,,13834,bed,8903386.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,50000,10000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27888580}]","""false""","[{'src': 'hda', 'id': 27888826}]","""false""","""false""",32.0,,35300199.0,1484128247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-01-11 09:50:53.875128,88896.0,5.0
,,2017-03-20 13:39:54.815949,slurm_normal,1490017226.0,0,1.0,11830555,bed,main_w4_handler1,3038381,15343185,False,,11830555,bed,9482417.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,110000,45000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28841389}]","""false""","[{'src': 'hda', 'id': 28841389}]","""false""","""true""",32.0,,36724313.0,1490017201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-03-20 13:40:35.875018,,25.0
,,2016-08-28 14:22:53.015589,slurm_normal,1472394194.0,0,1.0,1956,gg,main_w4_handler0,2802843,13735460,False,,99865,bed,7954458.roundup,slurm,,132112168.0,corral-repl,,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5952b5e736b6db2cc'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5804b6172aaa2d2c9'}]","""false""","""false""",32.0,,32611408.0,1472394189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-08-28 14:23:16.549988,89095.0,5.0
,,2016-08-28 14:28:43.565646,slurm_normal,1472394541.0,0,1.0,1956,gg,main_w4_handler0,2802843,13735472,False,,99865,bed,7954471.roundup,slurm,,132112168.0,corral-repl,,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5952b5e736b6db2cc'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5804b6172aaa2d2c9'}]","""false""","""false""",32.0,,32611408.0,1472394536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-08-28 14:29:03.042697,89095.0,5.0
,,2016-08-28 14:28:07.204106,slurm_normal,1472394508.0,0,1.0,1956,gg,main_w4_handler0,2802843,13735470,False,,129393,bed,7954469.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,500,500,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5952b5e736b6db2cc'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52de83de6597555a6'}]","""false""","""false""",32.0,,32611408.0,1472394503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-08-28 14:28:29.500195,89095.0,5.0
,,2017-01-11 11:13:42.193342,slurm_normal,1484133234.0,0,1.0,1971,gg,main_w4_handler1,2952241,14739008,False,,72099,bed,8903925.roundup,slurm,,132112168.0,corral-repl,,,0,b,20000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27888580}]","""false""","[{'src': 'hda', 'id': 27882729}]","""false""","""false""",32.0,,35300199.0,1484133228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-01-11 11:13:57.562677,88896.0,6.0
,,2016-09-02 11:09:38.483054,slurm_normal,1472814859.0,0,1.0,3137162640,tabular,main_w4_handler1,2807914,13769166,False,,1863972,bed,7990406.roundup,slurm,,132112168.0,corral-repl,,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54475ff6a3714d46f'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebd3e6cb11b2dfea'}]","""false""","""false""",32.0,,32710320.0,1472814609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-09-02 11:14:22.917589,72450.0,250.0
,,2016-09-02 10:47:46.772244,slurm_normal,1472814264.0,0,1.0,3137162640,tabular,main_w3_handler1,2807914,13769043,False,,167580,bed,7990380.roundup,slurm,,132112168.0,corral-repl,,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54475ff6a3714d46f'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57ed11eb9689c2819'}]","""false""","""false""",32.0,,32710320.0,1472814112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-09-02 11:04:31.682839,72450.0,152.0
,,2016-09-02 11:17:29.206987,slurm_normal,1472815159.0,0,1.0,3137162640,tabular,main_w4_handler0,2807914,13769196,False,,1863972,bed,7990438.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,1000,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54475ff6a3714d46f'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebd3e6cb11b2dfea'}]","""false""","""false""",32.0,,32710320.0,1472815065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-09-02 11:19:22.148621,72450.0,94.0
,,2016-10-01 19:29:29.760526,slurm_normal,1475350463.0,0,1.0,320,gg,main_w3_handler0,2824917,13988760,False,,1632740051,bed,8208289.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b590bff784d566ceea'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5effcf1f3bceb994b'}]","""false""","""true""",32.0,,33125447.0,1475350326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-10-01 19:34:27.267064,84687.0,137.0
,,2016-10-02 02:04:21.620424,slurm_normal,1475374099.0,0,1.0,584,gg,main_w3_handler0,2824917,13989433,False,,2394212930,bed,8208917.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0f2c816b182eab2'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55bd85f71f57e3622'}]","""false""","""true""",32.0,,33125447.0,1475373911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-10-02 02:08:22.107974,84687.0,188.0
,,2017-01-11 18:30:47.759467,slurm_normal,1484159457.0,0,1.0,1971,gg,main_w3_handler0,2952241,14742465,False,,72099,bed,8907241.roundup,slurm,,132112168.0,corral-repl,,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27888580}]","""false""","[{'src': 'hda', 'id': 27882729}]","""false""","""false""",32.0,,35324000.0,1484159452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-01-11 18:31:00.251943,88896.0,5.0
,,2016-10-04 02:18:17.983529,slurm_normal,1475547719.0,0,1.0,584,gg,main_w4_handler0,2841702,14001771,False,,2334794569,bed,8220732.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58dcd395abdf9f97e'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52f97be8d2f32e6d4'}]","""false""","""true""",32.0,,33125447.0,1475547580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-10-04 02:22:01.942826,84687.0,139.0
,,2017-03-20 18:30:52.970093,slurm_normal,1490034724.0,0,1.0,1971,gg,main_w4_handler1,2806818,15346437,False,,97377,bed,9485823.roundup,slurm,,132112168.0,corral-repl,,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28678346}]","""false""","[{'src': 'hda', 'id': 28846491}]","""false""","""false""",32.0,,36731473.0,1490034720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2017-03-20 18:32:08.008762,89286.0,4.0
,,2016-10-04 19:16:53.037180,slurm_normal,1475609704.0,0,1.0,584,gg,main_w4_handler1,2841702,14006950,False,,2474239259,bed,8225367.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,125,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58dcd395abdf9f97e'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b522f3803c720984b3'}]","""false""","""true""",32.0,,33125447.0,1475608780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-10-04 19:35:20.013033,84687.0,924.0
,,2016-10-31 11:06:09.164562,slurm_normal,1477911992.0,0,1.0,3137162640,tabular,main_w4_handler1,2692204,14214718,False,,371529,bed,8425221.roundup,slurm,,132112168.0,corral-repl,,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53ce2018aff4dfc15'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b512f33486440b70f9'}]","""false""","""false""",32.0,,32710320.0,1477911972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-10-31 11:06:34.598512,72450.0,20.0
,,2016-10-31 11:03:11.522578,slurm_normal,1477911852.0,0,1.0,3137162640,tabular,main_w4_handler0,2692204,14214712,False,,371529,bed,8425212.roundup,slurm,,132112168.0,corral-repl,,,0,b,500,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53ce2018aff4dfc15'}]","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b512f33486440b70f9'}]","""false""","""false""",32.0,,32710320.0,1477911796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.24.0,2.24.0,,2016-10-31 11:04:15.620637,72450.0,56.0
