create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.all,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.otu.values,parameters.subsample.__current_case__,parameters.subsample.use,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-19 10:30:18.794647,slurm_normal,1489919428.0,0,1.0,main_w3_handler0,3028511,15335055,False,,9475251.roundup,slurm,,132112168.0,corral-repl,30434865,fastq.gz,,"""false""","[""sharedsobs"", ""sharedchao"", ""sharedace"", ""jclass"", ""jest"", ""sorclass"", ""sorest"", ""jabund"", ""sorabund"", ""thetan"", ""thetayc""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28727277}]",1,false,32.0,,36581095,1489919421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_summary_shared/1.27.0,1.27.0,,2017-03-19 10:30:29.846311,,7.0
