chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,kraken_output,kraken_output_filetype,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.kraken_database,parameters.kraken_output.values,parameters.kraken_output|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-24 16:45:28.208864,slurm_normal,1487954753.0,0,1.0,main_w4_handler1,3008239,15132469,False,,9286046.roundup,slurm,159179,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500783}]",,32.0,,36178590.0,1487954731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:55.742832,88937.0,22.0
,,2017-02-24 16:44:07.923502,slurm_normal,1487954727.0,0,1.0,main_w4_handler1,2985992,15132445,False,,9286019.roundup,slurm,175855,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500715}]",,32.0,,36267880.0,1487954651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:30.136833,99644.0,76.0
,,2017-02-24 16:44:38.636809,slurm_normal,1487954719.0,0,1.0,main_w3_handler0,3008268,15132454,False,,9286033.roundup,slurm,205584,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500745}]",,32.0,,36267851.0,1487954684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:28.755267,100810.0,35.0
,,2017-02-24 16:45:01.033571,slurm_normal,1487954733.0,0,1.0,main_w3_handler0,3008300,15132459,False,,9286040.roundup,slurm,61213,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500768}]",,32.0,,36267994.0,1487954711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:38.195127,100818.0,22.0
,,2017-02-25 17:50:37.261827,slurm_normal,1488045105.0,0,1.0,main_w4_handler1,3008319,15143381,False,,9296204.roundup,slurm,13730,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28517182}]",,32.0,,36283233.0,1488045040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-25 17:51:46.473651,100820.0,65.0
,,2017-04-03 11:26:47.288685,slurm_normal,1491218878.0,0,1.0,main_w4_handler1,2807945,15470344,False,,9599965.roundup,slurm,42514288,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 29040059}]",,32.0,,35429791.0,1491218810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 11:28:01.625151,59274.0,68.0
,,2017-04-03 11:31:54.021431,slurm_normal,1491219138.0,0,1.0,main_w4_handler0,2807945,15470369,False,,9599986.roundup,slurm,42514288,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 29040059}]",,32.0,,35429791.0,1491219117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 11:32:19.934987,59274.0,21.0
,,2017-02-19 18:51:01.397861,slurm_normal,1487530357.0,0,1.0,main_w4_handler1,2980585,15080186,False,,9235579.roundup,slurm,333410,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 28418774}]",,32.0,,36157906.0,1487530264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-19 18:52:39.118958,99424.0,93.0
,,2017-04-03 13:13:11.569717,slurm_normal,1491225242.0,0,1.0,main_w3_handler1,2807945,15471379,False,,9600681.roundup,slurm,297364165,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 29044262}]",,32.0,,35429791.0,1491225210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 13:14:04.805561,59274.0,32.0
,,2017-04-03 13:18:18.204966,slurm_normal,1491225580.0,0,1.0,main_w4_handler1,2807945,15471452,False,,9600731.roundup,slurm,183437832,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 29040036}]",,32.0,,35429791.0,1491225502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 13:19:42.312767,59274.0,78.0
,,2017-02-20 16:27:28.249475,slurm_normal,1487608126.0,0,1.0,main_w4_handler0,895333,15087669,False,,9242785.roundup,slurm,18216775,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28430949}]",,32.0,,36173350.0,1487608054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-20 16:28:53.567341,20563.0,72.0
,,2017-02-21 00:08:18.989314,slurm_normal,1487635811.0,0,1.0,main_w3_handler1,3003329,15091042,False,,9246107.roundup,slurm,48400,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28436944}]",,32.0,,36182063.0,1487635702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-21 00:10:14.638956,31294.0,109.0
,,2017-04-03 17:49:59.699240,slurm_normal,1491241854.0,0,1.0,main_w3_handler0,2217603,15474573,False,,9603464.roundup,slurm,5214929,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 29049356}]",,32.0,,37057947.0,1491241810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 17:50:55.653161,60130.0,44.0
,,2017-02-24 16:43:56.074716,slurm_normal,1487954729.0,0,1.0,main_w4_handler1,3008227,15132438,False,,9286015.roundup,slurm,189916,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500751}]",,32.0,,36254309.0,1487954638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:33.655829,93819.0,91.0
,,2017-04-09 16:53:57.944865,slurm_normal,1491760530.0,0,1.0,main_w3_handler0,3064930,15534955,False,,9660887.roundup,slurm,0,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bacteria""","[{'src': 'hda', 'id': 29140865}]",,32.0,,37231738.0,1491760461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-09 17:55:32.430496,79386.0,69.0
,,2017-04-03 18:44:40.880329,slurm_normal,1491245170.0,0,1.0,main_w4_handler0,2217603,15475067,False,,9603963.roundup,slurm,29951,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 29050300}]",,32.0,,37057947.0,1491245084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 18:46:12.558953,60130.0,86.0
,,2017-04-03 18:56:00.678281,slurm_normal,1491245807.0,0,1.0,main_w4_handler0,2217603,15475133,False,,9604059.roundup,slurm,1293359,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 29049380}]",,32.0,,37057947.0,1491245762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 18:56:49.911295,60130.0,45.0
,,2017-04-03 19:47:34.998127,slurm_normal,1491248913.0,0,1.0,main_w4_handler1,2217603,15475471,False,,9604363.roundup,slurm,29951,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 29050908}]",,32.0,,37057947.0,1491248863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 19:48:34.425794,60130.0,50.0
,,2017-04-04 01:55:17.169737,slurm_normal,1491270986.0,0,1.0,main_w3_handler1,2861260,15478001,False,,9606862.roundup,slurm,7001557,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 29053513}]",,32.0,,36248110.0,1491270919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-04 01:56:35.531611,92575.0,67.0
,,2017-04-04 01:23:31.597525,slurm_normal,1491269077.0,0,1.0,main_w3_handler1,2861260,15477851,False,,9606704.roundup,slurm,5755389,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 29054729}]",,32.0,,36248110.0,1491269013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-04 01:24:38.585019,92575.0,64.0
,,2017-04-03 18:49:01.629112,slurm_normal,1491245393.0,0,1.0,main_w3_handler0,2217603,15475083,False,,9603988.roundup,slurm,28,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 29050320}]",,32.0,,37057947.0,1491245345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-04-03 18:49:53.851567,60130.0,48.0
,,2017-02-24 16:44:14.706720,slurm_normal,1487954722.0,0,1.0,main_w3_handler1,3008255,15132448,False,,9286025.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500729}]",,32.0,,36267832.0,1487954664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:30.390648,100808.0,58.0
,,2017-02-24 22:00:03.789091,slurm_normal,1487973713.0,0,1.0,main_w4_handler0,3007652,15138008,False,,9291339.roundup,slurm,18340560,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 28488666}]",,32.0,,36253954.0,1487973605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 22:02:00.384346,100789.0,108.0
,,2017-02-24 20:30:32.993458,slurm_normal,1487968482.0,0,1.0,main_w3_handler1,2985992,15136683,False,,9290045.roundup,slurm,174194,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28505310}]",,32.0,,36267880.0,1487968339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 20:34:44.759142,99644.0,143.0
,,2017-02-24 20:34:47.696039,slurm_normal,1487968614.0,0,1.0,main_w3_handler1,3008261,15136757,False,,9290130.roundup,slurm,161933,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28506720}]",,32.0,,36179284.0,1487968591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 20:36:58.306161,100466.0,23.0
,,2017-02-24 20:43:23.823783,slurm_normal,1487969103.0,0,1.0,main_w4_handler1,3008318,15136972,False,,9290289.roundup,slurm,190246,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28504832}]",,32.0,,36267798.0,1487969016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 20:45:11.450231,79227.0,87.0
,,2017-02-24 21:09:12.487700,slurm_normal,1487970652.0,0,1.0,main_w4_handler0,3008275,15137409,False,,9290726.roundup,slurm,108573,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28507765}]",,32.0,,36268096.0,1487970557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 21:10:55.047629,100812.0,95.0
,,2017-02-24 21:09:14.671302,slurm_normal,1487970641.0,0,1.0,main_w4_handler0,3008275,15137413,False,,9290737.roundup,slurm,196683,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28507785}]",,32.0,,36268096.0,1487970612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 21:10:43.452067,100812.0,29.0
,,2017-02-23 22:37:04.265136,slurm_normal,1487889447.0,0,1.0,main_w4_handler0,3007652,15124048,False,,9277940.roundup,slurm,26565374,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28488405}]",,32.0,,36253954.0,1487889426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-23 22:37:32.157053,100789.0,21.0
,,2017-02-23 22:46:33.728520,slurm_normal,1487890059.0,0,1.0,main_w4_handler0,3007652,15124251,False,,9278145.roundup,slurm,13450605,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28487820}]",,32.0,,36253954.0,1487889996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-23 22:47:40.981267,100789.0,63.0
,,2017-02-23 22:37:17.275396,slurm_normal,1487889485.0,0,1.0,main_w3_handler0,3007652,15124053,False,,9277946.roundup,slurm,58389,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 28488519}]",,32.0,,36253954.0,1487889439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-23 22:38:09.548179,100789.0,46.0
,,2017-02-23 22:37:32.436307,slurm_normal,1487889521.0,0,1.0,main_w3_handler1,3007652,15124056,False,,9277952.roundup,slurm,13053828,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 28488546}]",,32.0,,36253954.0,1487889456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-23 22:38:47.322429,100789.0,65.0
,,2017-02-23 22:30:59.116008,slurm_normal,1487889109.0,0,1.0,main_w4_handler0,3007652,15123993,False,,9277873.roundup,slurm,26565374,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28488405}]",,32.0,,36253954.0,1487889063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-23 22:31:53.279334,100789.0,46.0
,,2017-02-24 15:19:08.618165,slurm_normal,1487949645.0,0,1.0,main_w4_handler0,2742682,15130983,False,,9284559.roundup,slurm,12693124,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28498392}]",,32.0,,35907441.0,1487949573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 15:20:46.493255,86278.0,72.0
,,2017-02-24 16:45:26.969410,slurm_normal,1487954755.0,0,1.0,main_w3_handler1,3008239,15132467,False,,9286047.roundup,slurm,61213,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500762}]",,32.0,,36178590.0,1487954734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:46:05.667172,88937.0,21.0
,,2017-02-24 16:44:07.770108,slurm_normal,1487954711.0,0,1.0,main_w3_handler1,3008224,15132442,False,,9286024.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500701}]",,32.0,,36254325.0,1487954661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:17.718161,100803.0,50.0
,,2017-02-24 16:47:45.216432,slurm_normal,1487954889.0,0,1.0,main_w4_handler0,3008275,15132484,False,,9286063.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500895}]",,32.0,,36268096.0,1487954868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:48:13.302846,100812.0,21.0
,,2017-02-24 16:44:32.253427,slurm_normal,1487954699.0,0,1.0,main_w4_handler0,3008205,15132452,False,,9286029.roundup,slurm,133569,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500691}]",,32.0,,36254257.0,1487954675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:04.449862,100795.0,24.0
