chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-03 07:15:53.139480,slurm_normal,1520061486.0,0,7680.0,1.0,main_w4_handler1,3440646,18589419,False,,1172969504,fasta.gz,12684367,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{'src': 'hda', 'id': 34156816}]",32.0,,44273801.0,1520061360.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-03 07:18:08.114443,122692.0,126.0
,,2018-03-02 17:53:15.016826,reserved_normal,1520013239.0,0,7680.0,1.0,main_w4_handler1,3437546,18584383,False,,1374768,fasta.gz,12679216.roundup,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33987996}]",32.0,,43888971.0,1520013236.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-02 17:54:01.604505,621.0,3.0
,,2018-03-02 19:30:22.953603,slurm_normal,1520019178.0,0,7680.0,1.0,main_w4_handler1,3446812,18585519,False,,896422133,fasta.gz,12680305,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/rn6.len""","""rn6""","[{'src': 'hda', 'id': 34177256}]",32.0,,44232074.0,1520019094.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-02 19:33:02.176303,122679.0,84.0
,,2018-03-03 07:42:19.545355,slurm_normal,1520063063.0,0,7680.0,1.0,main_w4_handler1,3440646,18589478,False,,1172306290,fasta.gz,12684458,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{'src': 'hda', 'id': 34156978}]",32.0,,44155865.0,1520062950.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-03 07:44:26.295042,122692.0,113.0
,,2018-03-03 06:13:00.828567,slurm_normal,1520057645.0,0,7680.0,1.0,main_w3_handler1,3440646,18589219,False,,505563446,fasta.gz,12684173,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{'src': 'hda', 'id': 34157025}]",32.0,,44273801.0,1520057588.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-03 06:14:08.031145,122692.0,57.0
,,2018-02-27 21:25:46.443370,slurm_normal,1519766819.0,0,7680.0,1.0,main_w3_handler0,3445060,18540546,False,,687456439,fasta.gz,12636976,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34100699}]",32.0,,43051392.0,1519766753.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-02-27 21:27:01.301930,91803.0,66.0
,,2018-03-04 13:44:44.211549,slurm_normal,1520171116.0,0,7680.0,1.0,main_w4_handler1,3358584,18599776,False,,138463696,fasta.gz,12694806,slurm,,132112168.0,corral-repl,,,"""30dc8a981fb211e8a6cb005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34100791}]",32.0,,,1520171093.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-04 13:45:17.608979,118291.0,23.0
,,2018-03-04 13:47:18.177892,slurm_normal,1520171275.0,0,7680.0,1.0,main_w3_handler1,3358584,18599814,False,,146228847,fasta.gz,12694842,slurm,,132112168.0,corral-repl,,,"""8d02b3c41fb211e89078005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34100750}]",32.0,,,1520171250.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-04 13:47:57.553657,118291.0,25.0
,,2018-03-04 13:44:21.447264,slurm_normal,1520171097.0,0,7680.0,1.0,main_w3_handler0,3358584,18599772,False,,135602075,fasta.gz,12694803,slurm,,132112168.0,corral-repl,,,"""230edf881fb211e8b53c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34100785}]",32.0,,,1520171070.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-04 13:44:59.518890,118291.0,27.0
,,2018-03-04 13:43:21.299342,slurm_normal,1520171036.0,0,7680.0,1.0,main_w4_handler0,3358584,18599765,False,,148643386,fasta.gz,12694798,slurm,,132112168.0,corral-repl,,,"""ffcc71ca1fb111e8b27a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34100781}]",32.0,,,1520171010.0,ok,1023996.0,CONVERTER_fastagz_to_fasta,1.0.0,,2018-03-04 13:43:58.086825,118291.0,26.0
