chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_file,parameters.maxDiff,parameters.minIDbases,parameters.minMeanQ,parameters.optDupeDist,parameters.out_prefix,parameters.readRegex,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-04 20:24:16.615829,slurm_normal,1430771120.0,0,1.0,main_w2_handler1,2277194,9390590,False,,302490411,bam,3723327.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19565921,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:25:24.739329,62650.0,40.0
,,2015-05-04 20:24:25.967025,slurm_normal,1430771178.0,0,1.0,main_w2_handler0,2277194,9390598,False,,169158442,bam,3723340.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19566018,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:26:26.393106,62650.0,23.0
,,2015-05-04 20:24:18.622919,slurm_normal,1430771110.0,0,1.0,main_w2_handler1,2277194,9390592,False,,149110981,bam,3723328.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19565939,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:25:16.142303,62650.0,30.0
,,2015-05-04 20:24:23.612145,slurm_normal,1430771143.0,0,1.0,main_w2_handler0,2277194,9390595,False,,156541096,bam,3723331.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19565956,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:25:49.198708,62650.0,55.0
,,2015-05-04 20:24:20.386388,slurm_normal,1430771126.0,0,1.0,main_w1_handler0,2277194,9390593,False,,203402796,bam,3723330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19565946,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:25:33.985279,62650.0,40.0
,,2015-05-04 20:24:26.598813,slurm_normal,1430771155.0,0,1.0,main_w1_handler1,2277194,9390599,False,,134670620,bam,3723332.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19566023,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:26:01.148287,62650.0,23.0
,,2015-05-04 20:24:24.389416,slurm_normal,1430771201.0,0,1.0,main_w2_handler1,2277194,9390596,False,,165360476,bam,3723345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19565993,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:26:44.116600,62650.0,30.0
,,2015-05-04 20:24:24.948972,slurm_normal,1430771153.0,0,1.0,main_w2_handler0,2277194,9390597,False,,135209163,bam,3723334.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19566010,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:25:57.378035,62650.0,19.0
,,2015-05-04 20:24:21.833213,slurm_normal,1430771176.0,0,1.0,main_w1_handler0,2277194,9390594,False,,11847899,bam,3723346.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19565949,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:26:21.096144,62650.0,7.0
,,2015-05-04 20:24:17.471100,slurm_normal,1430771219.0,0,1.0,main_w1_handler1,2277194,9390591,False,,188756197,bam,3723329.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19565933,"""0.03""","""5""","""20""","""100""","""Library Complexity""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*""",32.0,,22641180,1430771083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgEstLibComp/1.56.0,1.56.0,,2015-05-04 20:27:03.022284,62650.0,136.0
