classification,classification1,classification1_filetype,classification2,classification2_filetype,classification_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.classification.values,parameters.dbkey,parameters.header_line,parameters.kraken_database,parameters.show_zeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
99718576,99718576,tabular,61971332,tabular,tabular,2016-12-13 08:21:38.374177,slurm_normal,1481617359.0,0,1.0,main_w3_handler0,2908234,14561942,False,,8741210.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27583335}, {'src': 'hda', 'id': 27590356}]","""?""","""false""","""bacteria""","""false""",32.0,,34551556,1481617302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-mpa-report/1.1.1,1.1.1,,2016-12-13 08:22:41.371500,95752,57.0
