create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.amphipathic,parameters.chromInfo,parameters.dbkey,parameters.diamonds,parameters.input1,parameters.input1.values,parameters.octags,parameters.squares,parameters.steps,parameters.turns,parameters.wheel,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-17 21:25:00.995370,slurm_normal,1505683529.0,1.0,,1.0,main_w4_handler0,3256835,16849341,False,,1092,fasta,10916176.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 31282652}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,40582053.0,1505683524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2017-09-17 21:25:57.943820,72759.0,5.0
2017-09-28 22:06:48.468863,slurm_normal,1506636441.0,1.0,,1.0,main_w3_handler1,1061926,16967908,False,,552,fasta,11035532.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 31473427}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,40945839.0,1506636437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2017-09-28 22:07:33.179141,24623.0,4.0
2017-12-31 09:40:58.749053,slurm_normal,1514713268.0,1.0,,1.0,main_w4_handler1,3379001,17921000,False,,9,txt,11996141,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 33123581}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,42928634.0,1514713262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2017-12-31 09:41:10.002015,,6.0
2017-10-25 07:28:10.941225,slurm_normal,1508916521.0,1.0,,1.0,main_w4_handler1,3297989,17207212,False,,20074462,fasta,11267120,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 31869295}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,41487665.0,1508916517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2017-10-25 07:28:47.976233,114356.0,4.0
2017-10-25 08:19:45.872699,slurm_normal,1508919625.0,1.0,,1.0,main_w3_handler0,3297989,17207930,False,,17883,fasta,11267997,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/arabidopsis.len""","""arabidopsis""","""DENQST""",,"[{'src': 'hda', 'id': 31870610}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,41487665.0,1508919621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2017-10-25 08:20:38.063355,114356.0,4.0
2017-10-30 00:20:33.966937,slurm_normal,1509322861.0,1.0,,1.0,main_w3_handler0,3274625,17259993,False,,459,fasta,11318395,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 31955966}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,41027873.0,1509322856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2017-10-30 00:21:03.772136,112722.0,5.0
2018-02-01 15:01:17.022581,slurm_normal,1517497291.0,1.0,,1.0,main_w4_handler0,3413329,18223830,False,,995,fasta,12304204,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 33610876}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,43607774.0,1517497286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2018-02-01 15:01:33.001974,,5.0
2018-01-17 02:45:30.061711,slurm_normal,1516157138.0,1.0,,1.0,main_w3_handler0,2433627,18055560,False,,1105,fasta,12133016,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 21061648}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,43237238.0,1516157133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2018-01-17 02:45:39.761097,54638.0,5.0
2018-01-17 16:56:16.872191,slurm_normal,1516208189.0,1.0,,1.0,main_w4_handler1,3395588,18062744,False,,39,fasta,12140660,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 33354553}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,43249853.0,1516208185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2018-01-17 16:56:33.067734,,4.0
2018-01-17 16:55:52.867997,slurm_normal,1516208162.0,1.0,,1.0,main_w4_handler1,3395588,18062736,False,,36,fasta,12140653,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 33354554}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,43249853.0,1516208158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2018-01-17 16:56:07.017115,,4.0
2018-01-17 17:02:05.703369,slurm_normal,1516208550.0,1.0,,1.0,main_w4_handler0,3395588,18062856,False,,138,fasta,12140750,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 33354702}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,43249853.0,1516208539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2018-01-17 17:02:31.579216,,11.0
2018-01-17 17:01:51.721106,slurm_normal,1516208532.0,1.0,,1.0,main_w3_handler1,3395588,18062840,False,,135,fasta,12140747,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DENQST""",,"[{'src': 'hda', 'id': 33354703}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,43249853.0,1516208527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2018-01-17 17:02:14.071309,,5.0
2018-03-08 09:59:38.786865,slurm_normal,1520503192.0,1.0,7680.0,1.0,main_w4_handler1,3450157,18654582,False,,6070,fasta,12750561,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""DENQST""",,"[{'src': 'hda', 'id': 34289649}]","""HKR""","""ILVM""","""18""","""5""","""yes""",32.0,,44303288.0,1520503189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0,5.0.0,,2018-03-08 09:59:54.178152,,3.0
