chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_database,input_database_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_database,parameters.input_database.values,parameters.input_database|__identifier__,parameters.tables,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-28 12:43:12.402515,slurm_normal,1453985343.0,0,,1.0,main_w1_handler2,2557140,11622102,False,,1038057472,sqlite,5886384.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23066402,,,"[""--tables cds_count"", ""--tables cds_diff"", ""--tables cds_exp_diff"", ""--tables cds_fpkm"", ""--tables cds_rg"", ""--tables gene_exp_diff"", ""--tables genes_count"", ""--tables genes_fpkm"", ""--tables gene_rg"", ""--tables isoform_exp_diff"", ""--tables isoform_count"", ""--tables isoform_fpkm"", ""--tables isoform_rg"", ""--tables promoters_diff"", ""--tables read_groups"", ""--tables run_info"", ""--tables splicing_diff"", ""--tables tss_group_exp"", ""--tables tss_count_tracking"", ""--tables tss_fpkm"", ""--tables tss_rg"", ""--tables var_model""]",32.0,,27196727,1453985009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 12:49:09.665193,48306.0,334.0
,,2016-01-28 14:09:57.028995,slurm_normal,1453990216.0,0,,1.0,main_w1_handler1,2579911,11622915,False,,224690176,sqlite,5886970.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23060848,,,"[""--tables gene_exp_diff""]",32.0,,27698002,1453990206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 14:10:19.094831,75753.0,10.0
,,2016-01-28 13:52:15.368579,slurm_normal,1453989158.0,0,,1.0,main_w1_handler2,2579911,11622854,False,,224690176,sqlite,5886888.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23060848,,,"[""--tables isoform_exp_diff""]",32.0,,27698002,1453989142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 13:52:39.794994,75753.0,16.0
,,2016-03-09 23:32:02.556596,slurm_normal,1457566344.0,0,,1.0,main_w2_handler0,2527689,12090461,False,,109301760,sqlite,6315157.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23765745,,,"[""--tables isoform_exp_diff""]",32.0,,28902417,1457566336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-03-09 23:32:26.670686,74686.0,8.0
,,2016-01-28 16:49:53.151232,slurm_normal,1453999815.0,0,,1.0,main_w1_handler1,2579911,11624375,False,,106542080,sqlite,5888443.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23070253,,,"[""--tables isoform_exp_diff""]",32.0,,27698002,1453999803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 16:50:19.361002,75753.0,12.0
,,2016-01-28 15:48:32.891791,slurm_normal,1453996145.0,0,,1.0,main_w2_handler1,2579911,11623924,False,,224690176,sqlite,5887995.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23060848,,,"[""--tables isoform_exp_diff""]",32.0,,27698002,1453996125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 15:49:10.926627,75753.0,20.0
,,2016-01-28 16:00:49.717857,slurm_normal,1453997146.0,0,,1.0,main_w2_handler0,2567103,11623999,False,,4468903936,sqlite,5888060.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23060867,,,"[""--tables gene_exp_diff""]",32.0,,27627480,1453996866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 16:05:51.161932,72060.0,280.0
,,2016-01-28 16:25:01.322459,slurm_normal,1453998321.0,0,,1.0,main_w1_handler2,2579911,11624177,False,,106542080,sqlite,5888233.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23070253,,,"[""--tables gene_exp_diff""]",32.0,,27698002,1453998312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 16:25:29.641713,75753.0,9.0
,,2016-01-28 18:50:25.308393,slurm_normal,1454007072.0,0,,1.0,main_w2_handler1,2567103,11625379,False,,158769152,sqlite,5889354.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23070939,,,"[""--tables gene_exp_diff"", ""--tables isoform_exp_diff""]",32.0,,27627480,1454007039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 18:51:17.569217,72060.0,33.0
,,2016-01-28 20:53:33.913309,slurm_normal,1454015121.0,0,,1.0,main_w2_handler1,2567103,11625965,False,,4468903936,sqlite,5889955.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23060867,,,"[""--tables gene_exp_diff"", ""--tables genes_fpkm"", ""--tables isoform_exp_diff"", ""--tables isoform_count"", ""--tables isoform_fpkm"", ""--tables promoters_diff"", ""--tables read_groups"", ""--tables run_info"", ""--tables splicing_diff"", ""--tables var_model""]",32.0,,27627480,1454014438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-28 21:05:31.895918,72060.0,683.0
,,2016-01-29 11:13:11.370031,slurm_normal,1454066009.0,0,,1.0,main_w1_handler1,2579911,11630073,False,,183057408,sqlite,5893962.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23074730,,,"[""--tables gene_exp_diff""]",32.0,,27886637,1454066000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-29 11:13:31.530004,75753.0,9.0
,,2016-01-29 16:21:28.153199,slurm_normal,1454085186.0,0,,1.0,main_w2_handler0,2579911,11632849,False,,183057408,sqlite,5896040.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23074730,,,"[""--tables cds_exp_diff""]",32.0,,27698002,1454084591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-29 16:33:14.501076,75753.0,595.0
,,2016-01-29 20:09:20.416456,slurm_normal,1454098190.0,0,,1.0,main_w2_handler0,2579911,11634772,False,,315082752,sqlite,5898181.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23074795,,,"[""--tables gene_exp_diff""]",32.0,,27921210,1454098177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-29 20:09:54.975941,75753.0,13.0
,,2016-01-29 16:33:05.689308,slurm_normal,1454085552.0,0,,1.0,main_w1_handler0,2579911,11632904,False,,224690176,sqlite,5896111.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23060848,,,"[""--tables gene_exp_diff""]",32.0,,27698002,1454085207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-29 16:39:14.586064,75753.0,345.0
,,2016-01-29 21:25:08.078605,slurm_normal,1454102727.0,0,,1.0,main_w1_handler1,2579911,11635360,False,,315082752,sqlite,5898885.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23074795,,,"[""--tables promoters_diff""]",32.0,,27921210,1454102717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,1.0.1,,2016-01-29 21:25:30.147030,75753.0,10.0
