chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.separator.__current_case__,parameters.separator.before,parameters.separator.regex,parameters.separator.separator_select,parameters.separator.separator_string,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-13 12:19:44.392759,slurm_normal,1476361222.0,0,1.0,main_w3_handler1,2852044,14072636,False,352891300,wig,,8289538.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5586f8787c78d835d'}]",0,,,no,,32.0,,33649191,1476361197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-10-13 12:20:25.306083,82047.0,25.0
,,2016-03-03 23:35:00.500172,slurm_normal,1457048263.0,0,1.0,main_w1_handler2,2442139,12015564,False,36227827,tabular,,6243840.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",23661903,,0,,,no,,32.0,,27383822,1457048245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-03-03 23:37:48.843321,61115.0,18.0
,,2016-03-17 10:12:25.674385,slurm_normal,1458209601.0,0,1.0,main_w1_handler0,2620859,12164152,False,56,txt,,6381479.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23882832,,0,,,no,,32.0,,28803160,1458209598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-03-17 10:13:22.554120,,3.0
,,2016-03-18 01:31:41.909557,slurm_normal,1458264745.0,0,1.0,main_w2_handler0,2637705,12174293,False,9,txt,,6389231.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23893899,,0,,,no,,32.0,,29052407,1458264741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-03-18 01:32:31.258508,80879.0,4.0
,,2016-06-28 17:21:01.656774,slurm_normal,1467134511.0,0,1.0,main_w2_handler0,2668484,13279546,False,46683580,fastq,,7469023.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b547279c7336aca03d'}]",0,,,no,,32.0,,29579339,1467134505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-06-28 17:21:54.506038,,6.0
,,2016-05-08 10:17:59.688712,slurm_normal,1462702726.0,0,1.0,main_w2_handler0,2693119,12821142,False,93712,tabular,,7022104.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55405531fe2a66d0d'}]",0,,,no,,32.0,,30011243,1462702722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-05-08 10:18:48.684060,,4.0
,,2016-05-08 11:50:42.477797,slurm_normal,1462708281.0,0,1.0,main_w2_handler0,2693119,12821463,False,68302,tabular,,7022445.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56aafa6bb088b7e40'}]",0,,,no,,32.0,,30011243,1462708276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-05-08 11:51:23.136927,,5.0
,,2016-07-08 05:12:07.120254,slurm_normal,1467954763.0,0,1.0,main_w1_handler0,2760541,13358777,False,132387,fasta,,7568677.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a414790de128b60'}]",0,,,no,,32.0,,31225442,1467954759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-07-08 05:12:45.265335,,4.0
,,2016-05-21 03:45:34.748005,slurm_normal,1463802370.0,0,1.0,main_w2_handler1,2476115,12952294,False,23553,tabular,,7146175.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b517b4b24f295c00c5'}]",0,,,no,,32.0,,28767872,1463802365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-05-21 03:46:14.683757,52013.0,5.0
,,2016-07-14 12:41:25.747013,slurm_normal,1468500137.0,0,1.0,main_w2_handler1,2765828,13409781,False,39415485,tabular,,7621653.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5280754d34b294e53'}]",0,,,no,,32.0,,31470400,1468500133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.0.0,1.0.0,,2016-07-14 12:42:20.393744,16906.0,4.0
