create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.max_records_to_examine,parameters.restore_original_qualities,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-01 16:51:43.109331,slurm_normal,1509555156.0,0,,1.0,main_w4_handler0,3307126,17287536,False,,91182620,91182620,bam,bam,11349214,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32005161}]","""10000""","""true""","""LENIENT""",32.0,,41516997,1509555122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/2.7.1.0,2.7.1.0,,2017-11-01 16:52:40.570906,114497,34.0
2017-12-08 20:34:32.458542,slurm_normal,1512765318.0,0,,1.0,main_w3_handler1,1243107,17751040,False,,16644733,16644733,bam,bam,11818203,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32717807}]","""10000""","""true""","""LENIENT""",32.0,,41507613,1512765280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/2.7.1.0,2.7.1.0,,2017-12-08 20:35:19.314768,29366,38.0
2018-02-28 15:03:06.702992,slurm_normal,1519830327.0,0,7680.0,1.0,main_w3_handler0,3445642,18549515,False,,46698147,46698147,bam,bam,12645764,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34108904}]","""10000""","""true""","""LENIENT""",32.0,,44214895,1519830264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/2.7.1.0,2.7.1.0,,2018-02-28 15:05:30.000240,94233,63.0
