create_time,destination_id,end_epoch,exit_code,fastq1,fastq1_filetype,fastq2,fastq2_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fastq1.values,parameters.fastq2.values,parameters.invariant,parameters.taglen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-07 11:13:25.510717,slurm_normal,1504782826.0,0,1787759,fastq,1787759,fastq,1.0,main_w4_handler0,3245090,16760933,False,,10828005.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31140276}]","[{'src': 'hda', 'id': 31140276}]","""5""","""12""",32.0,,40293633,1504782821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.7.6,0.7.6,,2017-09-07 11:14:06.715581,96391.0,5.0
2017-09-18 05:29:35.979370,slurm_normal,1505712601.0,0,1059772790,fastq,1,fastq,1.0,main_w4_handler1,3257139,16851129,False,,10918062.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31285478}]","[{'src': 'hda', 'id': 31285497}]","""5""","""12""",32.0,,40587036,1505712584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.7.6,0.7.6,,2017-09-18 05:30:03.553359,,17.0
