create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.from,parameters.input1,parameters.input1.values,parameters.out_format1,parameters.to,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-06-01 16:47:50.478521,slurm_normal,1433177295.0,0.0,,1.0,main_w2_handler1,2326230,9575037,False,,614914259,fasta,3887964.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",19878991,,"""fasta""","""8""",32.0,,23372755,1433177290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-06-01 16:48:18.103634,35571.0,5.0
2015-10-06 11:55:21.813460,slurm_normal,1444132575.0,0.0,,1.0,main_w1_handler0,2461771,10509237,False,,1044,fasta,4784846.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",21414825,,"""fasta""","""25""",32.0,,25527158,1444132543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-10-06 11:56:19.060840,36889.0,32.0
2015-11-04 19:51:36.979053,slurm_normal,1446666732.0,0.0,,1.0,main_w1_handler2,2494311,10819512,False,,36983,fasta,5075080.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""6620""",21862140,,"""fasta""","""10339""",32.0,,26074369,1446666718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-11-04 19:52:18.698008,,14.0
2015-11-04 19:56:00.591367,slurm_normal,1446666985.0,0.0,,1.0,main_w1_handler0,2494311,10819560,False,,36983,fasta,5075125.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5869""",21862140,,"""fasta""","""6125""",32.0,,26074369,1446666980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-11-04 19:56:30.884704,,5.0
2015-12-01 09:48:07.904798,slurm_normal,1448963311.0,0.0,,1.0,main_w1_handler0,2510832,11051436,False,,18311,fasta,5306222.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",22232324,,"""fasta""","""17""",32.0,,26512922,1448963306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-12-01 09:48:33.834463,73704.0,5.0
2015-12-01 14:11:06.462327,slurm_normal,1448979106.0,0.0,,1.0,main_w1_handler0,2510832,11052564,False,,33292,fasta,5307289.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",22235199,,"""fasta""","""1""",32.0,,26512922,1448979093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-12-01 14:11:50.473758,73704.0,13.0
2015-12-28 15:31:46.077481,slurm_normal,1451316765.0,0.0,,1.0,main_w1_handler2,2544347,11341879,False,,37364467,fasta,5617486.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",22676324,,"""fasta""","""15""",32.0,,27028109,1451316747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-12-28 15:32:47.165504,75284.0,18.0
2015-12-28 15:36:29.411046,slurm_normal,1451317047.0,0.0,,1.0,main_w2_handler0,2544347,11341888,False,,37364467,fasta,5617509.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",22676324,,"""fasta""","""15""",32.0,,27028109,1451317030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2015-12-28 15:37:29.284178,75284.0,17.0
2016-01-23 16:18:57.439718,slurm_normal,1453565967.0,0.0,,1.0,main_w2_handler0,2575467,11586197,False,,4312734,fasta,5851724.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",23014997,,"""fasta""","""18""",32.0,,27675912,1453565951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2016-01-23 16:19:32.222172,,16.0
2016-01-23 16:17:49.541187,slurm_normal,1453565884.0,0.0,,1.0,main_w2_handler0,2575467,11586193,False,,4312734,fasta,5851719.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",23014997,,"""fasta""","""18""",32.0,,27675912,1453565879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0,5.0.0,,2016-01-23 16:18:07.419403,,5.0
