chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.A,parameters.D.__current_case__,parameters.D.input,parameters.D.input.values,parameters.D.seq_dictionary,parameters.F,parameters.G,parameters.N,parameters.S,parameters.__workflow_invocation_uuid__,parameters.b,parameters.c,parameters.chromInfo,parameters.dbkey,parameters.e,parameters.g,parameters.i.__current_case__,parameters.i.alt_indel_snp_ratio,parameters.i.ratio,parameters.input,parameters.input.values,parameters.p.__current_case__,parameters.p.float_value,parameters.p.variant_filter,parameters.t.__current_case__,parameters.t.mutation_rate,parameters.t.rate,parameters.u,parameters.v,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-22 19:45:55.316879,rodeo_normal,1424637963.0,0.0,,1.0,main_w1_handler0,2191405,8787836,False,,125071745.0,bcf,2871038.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604298,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424637957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 20:46:04.089563,53064.0,6.0
,,2015-02-22 19:46:00.595258,rodeo_normal,1424640445.0,0.0,,1.0,main_w2_handler1,2191405,8787840,False,,122949678.0,bcf,2871359.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604306,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:27:28.413016,53064.0,6.0
,,2015-02-22 19:46:07.225042,rodeo_normal,1424640496.0,0.0,,1.0,main_w2_handler1,2191405,8787845,False,,164832434.0,bcf,2871383.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604316,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:28:17.542286,53064.0,8.0
,,2015-02-22 19:45:56.246612,rodeo_normal,1424639129.0,0.0,,1.0,main_w1_handler0,2191405,8787837,False,,127885479.0,bcf,2871110.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604300,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424639108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:05:31.399163,53064.0,21.0
,,2015-02-22 19:45:58.186492,rodeo_normal,1424640441.0,0.0,,1.0,main_w1_handler0,2191405,8787838,False,,126505491.0,bcf,2871357.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604302,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:27:23.914611,53064.0,5.0
,,2015-02-22 19:46:03.606250,rodeo_normal,1424640458.0,0.0,,1.0,main_w2_handler1,2191405,8787842,False,,127578254.0,bcf,2871367.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604310,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:27:40.994335,53064.0,5.0
,,2015-02-22 19:46:02.045421,rodeo_normal,1424640477.0,0.0,,1.0,main_w1_handler0,2191405,8787841,False,,150864338.0,bcf,2871373.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604308,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:27:59.698038,53064.0,7.0
,,2015-02-22 19:45:59.367516,rodeo_normal,1424640464.0,0.0,,1.0,main_w1_handler0,2191405,8787839,False,,135423402.0,bcf,2871369.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604304,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:27:44.966872,53064.0,8.0
,,2015-02-22 19:46:05.983586,rodeo_normal,1424640459.0,0.0,,1.0,main_w2_handler0,2191405,8787844,False,,127011907.0,bcf,2871365.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604314,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:27:40.427476,53064.0,6.0
,,2015-02-22 19:45:54.265153,rodeo_normal,1424640446.0,0.0,,1.0,main_w2_handler0,2191405,8787835,False,,134831004.0,bcf,2871361.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604296,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:27:29.092237,53064.0,7.0
,,2015-02-22 19:46:09.234165,rodeo_normal,1424640478.0,0.0,,1.0,main_w2_handler0,2191405,8787846,False,,143283184.0,bcf,2871377.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604318,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:28:00.823853,53064.0,5.0
,,2015-02-22 19:46:14.855832,rodeo_normal,1424640726.0,0.0,,1.0,main_w1_handler1,2191405,8787850,False,,141646754.0,bcf,2871409.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604324,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:32:09.296014,53064.0,6.0
,,2015-02-22 19:46:11.256523,rodeo_normal,1424640496.0,0.0,,1.0,main_w2_handler0,2191405,8787848,False,,147977361.0,bcf,2871381.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604320,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:28:17.806741,53064.0,8.0
,,2015-02-22 19:46:04.778847,rodeo_normal,1424640481.0,0.0,,1.0,main_w2_handler1,2191405,8787843,False,,154522348.0,bcf,2871375.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604312,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:28:02.590735,53064.0,8.0
,,2015-02-22 19:46:13.255379,rodeo_normal,1424640510.0,0.0,,1.0,main_w2_handler1,2191405,8787849,False,,147752769.0,bcf,2871387.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604322,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424640502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:28:31.536871,53064.0,8.0
,,2015-02-22 21:47:47.312393,rodeo_normal,1424641675.0,0.0,,1.0,main_w1_handler0,2062009,8788242,False,,13019521.0,bcf,2871547.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,,18604986,,1,,false,1,false,,"""false""","""true""",32.0,,21372561.0,1424641673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:47:58.446913,45510.0,2.0
,,2015-02-22 19:46:18.024966,rodeo_normal,1424641783.0,0.0,,1.0,main_w2_handler1,2191405,8787852,False,,155442686.0,bcf,2871554.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""false""","""true""",1,false,,18604328,,1,,false,1,false,,"""false""","""true""",32.0,,20750048.0,1424641777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-22 21:49:46.204311,53064.0,6.0
,,2015-02-23 08:46:15.899921,rodeo_normal,1424681550.0,0.0,,1.0,main_w2_handler1,1962197,8790659,False,,9309777371.0,bcf,2876241.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,,18604551,,1,,false,1,false,,"""false""","""true""",32.0,,21293474.0,1424681183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-23 08:52:32.964310,36032.0,367.0
33.0,len,2015-02-23 11:51:57.391227,rodeo_normal,1424692502.0,0.0,,1.0,main_w1_handler0,2215739,8791479,False,,3135163.0,bcf,2877773.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""5cb20fdebb5211e49a74005056a51846""","""false""","""true""","""/galaxy-repl/main/files/010/482/dataset_10482635.dat""","""?""","""false""","""true""",1,false,,18609436,,1,,false,1,false,,"""false""","""true""",32.0,,21293647.0,1424692500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-23 11:55:03.628063,58236.0,2.0
33.0,len,2015-02-23 12:51:27.756778,rodeo_normal,1424696064.0,0.0,,1.0,main_w1_handler1,2215739,8791917,False,,3138067.0,bcf,2878565.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""abfe10d0bb5a11e4b9fd005056a51846""","""false""","""true""","""/galaxy-repl/main/files/010/482/dataset_10482635.dat""","""?""","""false""","""true""",1,false,,18609992,,1,,false,1,false,,"""false""","""true""",32.0,,21293647.0,1424696062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-23 12:54:25.348471,58236.0,2.0
,,2015-02-23 14:43:46.179416,rodeo_normal,1424702818.0,0.0,,1.0,main_w1_handler1,2215997,8792850,False,,3138070.0,bcf,2880030.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""5c989294bb6a11e49ee3005056a52a46""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18611542,,1,,false,1,false,,"""false""","""true""",32.0,,21397906.0,1424702815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-23 14:47:01.715798,58236.0,3.0
,,2015-02-24 12:27:19.651571,rodeo_normal,1424780856.0,0.0,,1.0,main_w2_handler1,612462,8802277,False,,232196309.0,bcf,2896117.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18623497,,1,,false,1,false,,"""false""","""true""",32.0,,21057500.0,1424780845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-24 12:27:39.510066,13066.0,11.0
,,2015-02-23 14:08:00.651886,rodeo_normal,1424785455.0,0.0,,1.0,main_w1_handler1,2213079,8792515,False,,350449042.0,bcf,2896750.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""5783006ebb6511e48589005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""false""","""true""",1,false,,18611040,,1,,false,1,false,,"""false""","""true""",32.0,,20769248.0,1424785436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-24 13:44:18.937150,49692.0,19.0
,,2015-02-24 14:27:57.142699,rodeo_normal,1424788173.0,0.0,,1.0,main_w1_handler0,2217406,8802930,False,,4057496.0,bcf,2897309.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""516ada0ebc3111e48d77005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18627510,,1,,false,1,false,,"""false""","""true""",32.0,,21418298.0,1424788171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-24 14:29:36.844947,58236.0,2.0
,,2015-02-24 15:04:27.765296,rodeo_normal,1424791508.0,0.0,,1.0,main_w2_handler0,2217456,8803274,False,,4057499.0,bcf,2898246.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""6885afcabc3611e494f0005056a52a46""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18627968,,1,,false,1,false,,"""false""","""true""",32.0,,21418298.0,1424791505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-24 15:25:16.630286,58236.0,3.0
,,2015-02-24 16:05:27.835341,rodeo_normal,1424803689.0,0.0,,1.0,main_w2_handler1,2217559,8803978,False,,4057497.0,bcf,2900688.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""ed06042cbc3e11e4977b005056a52a46""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18629166,,1,,false,1,false,,"""false""","""true""",32.0,,21418298.0,1424803687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-24 18:48:12.961973,58236.0,2.0
,,2015-02-24 19:40:42.248415,rodeo_normal,1424807170.0,0.0,,1.0,main_w2_handler0,1962197,8805415,False,,8458862660.0,bcf,2901366.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,,18624031,,1,,false,1,false,,"""false""","""true""",32.0,,21293474.0,1424806850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-24 19:46:11.354361,36032.0,320.0
,,2015-02-24 19:42:17.841880,rodeo_normal,1424807294.0,0.0,,1.0,main_w2_handler1,1962197,8805432,False,,9309777371.0,bcf,2901392.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""",,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,,18624010,,1,,false,1,false,,"""false""","""true""",32.0,,21293474.0,1424806943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-24 19:48:17.920358,36032.0,351.0
,,2015-02-25 08:42:55.298940,rodeo_normal,1424857589.0,0.0,,1.0,main_w2_handler1,2218502,8810567,False,,7290418971.0,pileup,2910881.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""4a17ba9ebcca11e49d3e005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641178,,1,,false,1,false,,"""false""","""true""",32.0,,20814135.0,1424857587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 09:46:33.706393,58951.0,2.0
,,2015-02-25 10:15:54.787760,rodeo_normal,1424859664.0,0.0,,1.0,main_w1_handler1,2218579,8810969,False,,5456250.0,bcf,2911241.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""439bb83ebcd711e4a985005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641746,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424859661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 10:21:07.110254,58236.0,3.0
,,2015-02-25 10:23:03.514247,rodeo_normal,1424859980.0,0.0,,1.0,main_w2_handler0,2218581,8811027,False,,4470644.0,bcf,2911332.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""43af95babcd811e493cc005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641809,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424859978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 10:26:21.264626,58236.0,2.0
,,2015-02-25 10:14:38.215860,rodeo_normal,1424859580.0,0.0,,1.0,main_w2_handler0,2218578,8810951,False,,3160841.0,bcf,2911187.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""13cccefebcd711e4b241005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641727,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424859512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 10:19:44.610813,58236.0,68.0
,,2015-02-25 10:17:36.916333,rodeo_normal,1424859700.0,0.0,,1.0,main_w1_handler1,2218580,8810992,False,,4024981.0,bcf,2911254.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""7e3e1680bcd711e484b2005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641770,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424859694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 10:21:45.326115,58236.0,6.0
,,2015-02-25 10:25:09.601924,rodeo_normal,1424860130.0,0.0,,1.0,main_w2_handler1,2218582,8811049,False,,4703976.0,bcf,2911399.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""906458aabcd811e49e2e005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641832,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424860127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 10:28:52.218025,58236.0,3.0
,,2015-02-25 10:26:13.174809,rodeo_normal,1424860142.0,0.0,,1.0,main_w2_handler0,2218583,8811064,False,,2586268.0,bcf,2911406.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""b4235afcbcd811e48543005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641848,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424860140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 10:29:05.588187,58236.0,2.0
,,2015-02-25 12:44:59.963379,rodeo_normal,1424868563.0,0.0,,1.0,main_w1_handler1,2218734,8811654,False,,4522544.0,bcf,2912486.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""17477132bcec11e4a4b1005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18642739,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424868561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 12:49:26.621366,58236.0,2.0
,,2015-02-25 10:27:13.840288,rodeo_normal,1424860197.0,0.0,,1.0,main_w2_handler1,2218584,8811082,False,,2810099.0,bcf,2911432.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""d8525b30bcd811e48d60005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18641867,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424860195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 10:30:00.233013,58236.0,2.0
,,2015-02-25 12:44:37.437575,rodeo_normal,1424868540.0,0.0,,1.0,main_w1_handler1,2218731,8811623,False,,3374299.0,bcf,2912474.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""0a05ab9cbcec11e4a4b1005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18642704,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424868538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 12:49:04.540857,58236.0,2.0
,,2015-02-25 12:44:26.384822,rodeo_normal,1424868464.0,0.0,,1.0,main_w2_handler0,2218730,8811609,False,,4853337.0,bcf,2912416.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""02dfad5ebcec11e4a4b1005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18642688,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424868462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 12:47:47.423193,58236.0,2.0
,,2015-02-25 12:45:09.327317,rodeo_normal,1424868563.0,0.0,,1.0,main_w1_handler0,2218735,8811668,False,,3303223.0,bcf,2912488.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""1d576b36bcec11e4a4b1005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18642755,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424868561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 12:49:25.220309,58236.0,2.0
,,2015-02-25 12:45:30.284034,rodeo_normal,1424868685.0,0.0,,1.0,main_w1_handler0,2218738,8811697,False,,4437734.0,bcf,2912554.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""29b8e2b0bcec11e4a4b1005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18642789,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424868683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 12:51:26.656395,58236.0,2.0
,,2015-02-25 12:45:19.131042,rodeo_normal,1424868634.0,0.0,,1.0,main_w2_handler1,2218737,8811682,False,,5049389.0,bcf,2912530.roundup,slurm,,132112168.0,corral-repl,,"""false""",1,,,false,"""false""","""false""","""false""","""false""","""22d6f2f2bcec11e4a4b1005056a51846""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,18642772,,1,,false,1,false,,"""false""","""true""",32.0,,21446092.0,1424868632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-25 12:50:37.289878,58236.0,2.0
