create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,input_cnv_map_bed,input_cnv_map_bed_filetype,input_target_bed,input_target_bed_filetype,input_variant_vcf,input_variant_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.target_limit_type.__current_case__,parameters.target_limit_type.target_limit_type_selector,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,reference_source|input_bams_2|input_bam,reference_source|input_bams_2|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-31 03:23:24.152406,rodeo_normal,1427772510.0,0.0,,1.0,main_w2_handler1,2254846,9097886,False,,18180663.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383188.roundup,slurm,,132112168.0,corral-repl,,"""44d07706d75511e4a534005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,0,"[{'__index__': 0, 'input_bam': 19078412}]",hg19,,,,cached,,,32.0,,,,,,,,,,22131908.0,1427772442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-03-31 03:28:35.870979,22737.0,68.0
2015-03-31 03:18:54.156778,rodeo_normal,1427772640.0,0.0,,1.0,main_w1_handler1,2254843,9097802,False,,18180663.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383044.roundup,slurm,,132112168.0,corral-repl,,"""9abf2974d75411e4bf09005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,0,"[{'__index__': 0, 'input_bam': 19078289}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,,,32.0,,,,,,,,,,22131908.0,1427772150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-03-31 03:30:41.952064,22737.0,490.0
2015-05-05 19:58:00.176141,slurm_normal,1430860077.0,0.0,,1.0,main_w1_handler0,2289308,9403281,False,,94043732.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734243.roundup,slurm,,132112168.0,corral-repl,,"""e29caa00f36011e4830e005056a52a46""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0.0,basic,0,"[{'__index__': 0, 'input_bam': 19592119}]",,UnvalidatedValue,hg_g1k_v37,,cached,,,32.0,,,,,,,,,,21535925.0,1430857619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-05-05 21:08:02.641957,12159.0,2458.0
2015-05-05 19:57:59.122174,slurm_normal,1430859394.0,0.0,,1.0,main_w1_handler0,2289308,9403280,False,,100999134.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734330.roundup,slurm,,132112168.0,corral-repl,,"""e29caa00f36011e4830e005056a52a46""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0.0,basic,0,"[{'__index__': 0, 'input_bam': 19592118}]",,UnvalidatedValue,hg_g1k_v37,,cached,,,32.0,,,,,,,,,,21535925.0,1430858044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-05-05 20:56:39.579616,12159.0,1350.0
2015-05-05 19:57:57.929389,slurm_normal,1430858473.0,0.0,,1.0,main_w2_handler1,2289308,9403279,False,,93654490.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734204.roundup,slurm,,132112168.0,corral-repl,,"""e29caa00f36011e4830e005056a52a46""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0.0,basic,0,"[{'__index__': 0, 'input_bam': 19592117}]",,UnvalidatedValue,hg_g1k_v37,,cached,,,32.0,,,,,,,,,,21535925.0,1430857343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-05-05 20:41:17.190356,12159.0,1130.0
2015-05-05 19:58:01.265255,slurm_normal,1430859007.0,0.0,,1.0,main_w1_handler0,2289308,9403282,False,,93654490.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734335.roundup,slurm,,132112168.0,corral-repl,,"""e29caa00f36011e4830e005056a52a46""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0.0,basic,0,"[{'__index__': 0, 'input_bam': 19592120}]",,UnvalidatedValue,hg_g1k_v37,,cached,,,32.0,,,,,,,,,,21535925.0,1430858095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-05-05 20:50:11.267888,12159.0,912.0
2015-04-01 19:54:37.242116,reserved,1427918343.0,0.0,,1.0,main_w1_handler1,2257287,9117502,False,,18186825.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403473.roundup,slurm,,132112168.0,corral-repl,,"""e46f65cad8a811e48cce005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,0,"[{'__index__': 0, 'input_bam': 19109602}]",hg19,,,,cached,,,32.0,,,,,,,,,,22131908.0,1427918271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-04-01 19:59:06.364014,22737.0,72.0
2015-04-01 19:54:12.274007,slurm_normal,1427922870.0,0.0,,1.0,main_w2_handler0,2257285,9117434,False,,18186825.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403999.roundup,slurm,,132112168.0,corral-repl,,"""cf79c386d8a811e481de005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,0,"[{'__index__': 0, 'input_bam': 19109507}]",hg19,,,,cached,,,32.0,,,,,,,,,,21937720.0,1427922800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-04-01 21:14:34.753633,20926.0,70.0
2015-04-01 19:56:07.727441,slurm_normal,1427923505.0,0.0,,1.0,main_w2_handler0,2257299,9117670,False,,18186825.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404073.roundup,slurm,,132112168.0,corral-repl,,"""13a2bdd8d8a911e4a95b005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,0,"[{'__index__': 0, 'input_bam': 19109820}]",hg19,,,,cached,,,32.0,,,,,,,,,,22204312.0,1427923428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-04-01 21:25:12.733037,61855.0,77.0
2015-04-01 19:54:41.698988,slurm_normal,1427922958.0,0.0,,1.0,main_w1_handler1,2257288,9117535,False,,18186825.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404005.roundup,slurm,,132112168.0,corral-repl,,"""e480aaf6d8a811e491b3005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,0,"[{'__index__': 0, 'input_bam': 19109638}]",hg19,,,,cached,,,32.0,,,,,,,,,,22204310.0,1427922828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3,0.0.3,,2015-04-01 21:16:00.477130,61854.0,130.0
