create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.stampede_compute_resource,parameters.chaining.chain,parameters.chaining.chaning_penalties.__current_case__,parameters.chaining.chaning_penalties.chaning_penalties_selector,parameters.chromInfo,parameters.dbkey,parameters.filters.continuity.cont_max,parameters.filters.continuity.cont_min,parameters.filters.coverage.cov_max,parameters.filters.coverage.cov_min,parameters.filters.filter_cgap,parameters.filters.filter_ngap,parameters.filters.filter_nmatch,parameters.filters.filter_nmatch_percent,parameters.filters.filter_nmismatch,parameters.filters.identity.id_max,parameters.filters.identity.id_min,parameters.filters.notrivial,parameters.gap_ext.allgappedbounds,parameters.gap_ext.gapped,parameters.gap_ext.gappedthresh,parameters.gap_ext.nogapped,parameters.gap_ext.noytrim,parameters.gap_ext.ydrop,parameters.hsp.entropy,parameters.hsp.entropy_report,parameters.hsp.gfextend,parameters.hsp.hsp_method.__current_case__,parameters.hsp.hsp_method.hsp_method_selector,parameters.hsp.noentropy,parameters.hsp.nogfextend,parameters.interpolation.inner,parameters.output_format.out.__current_case__,parameters.output_format.out.bam_options,parameters.output_format.out.fields,parameters.output_format.out.format,parameters.output_format.out.maf_type,parameters.query.values,parameters.seeding.seed.__current_case__,parameters.seeding.seed.seed_selector,parameters.seeding.seed_filer.__current_case__,parameters.seeding.seed_filer.seed_filer_selector,parameters.seeding.transitions,parameters.source.__current_case__,parameters.source.ref_source,parameters.source.target.values,parameters.source.target_2bit,parameters.where_to_look.nomirror,parameters.where_to_look.qdepth.__current_case__,parameters.where_to_look.qdepth.qdepth_keep,parameters.where_to_look.qdepth.qdepth_n,parameters.where_to_look.qdepth.qdepth_nowarn,parameters.where_to_look.qdepth.qdepth_selector,parameters.where_to_look.qhspbest,parameters.where_to_look.qhsplimit.__current_case__,parameters.where_to_look.qhsplimit.qhsplimit_selector,parameters.where_to_look.self,parameters.where_to_look.strand,processor_count,query,query_filetype,runner_name,session_id,start_epoch,state,swaptotal,target,target_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-06 17:30:12.722702,stampede_normal,1520358046.0,0.0,16.0,main_w3_handler2,3261985,18626768,False,,18626768,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",100,5,,,,,,,,100,80,false,false,true,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34106170}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34243964}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,2922729,fasta,,44373607,1520357437.0,ok,0.0,37409417.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-06 17:41:03.173339,112033,609.0
2018-03-06 19:12:01.122374,stampede_normal,1520363602.0,0.0,16.0,main_w4_handler2,3453152,18628566,False,,18628566,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34230715}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34229286}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,3359806410,fastqsanger,,44334811,1520363583.0,ok,0.0,76732160.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-06 19:15:10.649508,123274,19.0
2018-03-06 19:11:59.777644,stampede_normal,1520363587.0,0.0,16.0,main_w4_handler2,3453152,18628564,False,,18628564,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34230710}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34229286}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,3124852996,fastqsanger,,44334811,1520363568.0,ok,0.0,76732160.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-06 19:13:20.671490,123274,19.0
2018-03-06 19:12:02.037369,stampede_normal,1520363704.0,0.0,16.0,main_w3_handler2,3453152,18628567,False,,18628567,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34230716}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34229286}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,3334112332,fastqsanger,,44334811,1520363583.0,ok,0.0,76732160.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-06 19:15:23.815630,123274,121.0
2018-03-07 11:56:23.847785,stampede_normal,1520423868.0,0.0,16.0,main_w4_handler2,3258856,18638110,False,,18638110,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34261847}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34262861}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,3577666250,fastqsanger,,44415423,1520423824.0,ok,0.0,493.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-07 11:58:07.994190,111846,44.0
2018-03-07 12:06:31.345596,stampede_normal,1520428044.0,0.0,16.0,main_w3_handler2,3258856,18638317,False,,18638317,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34261847}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34263208}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,3577666250,fastqsanger,,44415423,1520424430.0,ok,0.0,472.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-07 13:07:54.563001,111846,3614.0
2018-03-08 19:33:52.429126,stampede_normal,1520537881.0,0.0,16.0,main_w3_handler2,3453130,18662310,False,,18662310,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34286530}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34284079}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,238298122,fasta,,44490253,1520537726.0,ok,0.0,779.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-08 19:40:31.776701,123669,155.0
2018-03-08 19:33:53.209914,stampede_normal,1520537828.0,0.0,16.0,main_w4_handler2,3453130,18662311,False,,18662311,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34286530}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34284080}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,238298122,fasta,,44490253,1520537658.0,ok,0.0,1176.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-08 19:37:19.610869,123669,170.0
2018-03-08 19:33:54.113543,stampede_normal,1520537899.0,0.0,16.0,main_w3_handler2,3453130,18662312,False,,18662312,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34286530}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34284081}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,238298122,fasta,,44490253,1520537736.0,ok,0.0,17176.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-08 19:40:43.324317,123669,163.0
2018-03-09 08:48:00.708491,stampede_normal,1520585359.0,0.0,16.0,main_w4_handler2,3282548,18669375,False,,18669375,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34319105}]",0,defaults,1,no,--transition,0,cached,,hg38,false,1,,,,no,,1,no,false,--strand=both,16.0,469499905,fastqsanger,,44495502,1520585308.0,ok,0.0,,,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-09 08:49:36.966562,114202,51.0
2018-02-27 14:44:19.644774,stampede_normal,1519742751.0,0.0,16.0,main_w4_handler2,3444768,18535867,False,,18535867,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34096342}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34096432}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519742684.0,ok,0.0,4973966.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-27 14:45:58.891940,91803,67.0
2018-02-27 14:39:35.737649,stampede_normal,1519742483.0,0.0,16.0,main_w4_handler2,3443953,18535831,False,,18535831,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34096389}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34096405}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,75903487,fasta,,44187169,1519742402.0,ok,0.0,1432551793.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-27 14:41:33.541871,90801,81.0
2018-02-27 14:44:19.117689,stampede_normal,1519743053.0,0.0,16.0,main_w4_handler2,3444768,18535865,False,,18535865,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34096342}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34096431}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519742682.0,ok,0.0,4658569.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-27 14:51:00.424288,91803,371.0
2018-02-27 16:49:37.205510,stampede_normal,1519750605.0,0.0,16.0,main_w3_handler2,3444974,18537774,False,,18537774,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34099589}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34099677}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519750237.0,ok,0.0,4683029.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-27 16:56:54.323859,91803,368.0
2018-02-27 16:49:36.822565,stampede_normal,1519750571.0,0.0,16.0,main_w3_handler2,3444974,18537773,False,,18537773,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34099589}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34099676}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519750201.0,ok,0.0,4658567.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-27 16:56:23.075660,91803,370.0
2018-02-27 19:25:06.358639,stampede_normal,1519759909.0,0.0,16.0,main_w3_handler2,3445139,18539216,False,,18539216,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34101785}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34101792}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519759527.0,ok,0.0,4683028.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-27 19:32:06.655580,91803,382.0
2018-02-27 19:25:05.984682,stampede_normal,1519759909.0,0.0,16.0,main_w4_handler2,3445139,18539215,False,,18539215,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34101785}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34101791}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519759527.0,ok,0.0,4658569.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-27 19:32:06.198941,91803,382.0
2018-02-28 14:49:32.905224,stampede_normal,1519829417.0,0.0,16.0,main_w4_handler2,3446325,18549349,False,,18549349,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34118176}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34118123}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,20923,fasta,,43206917,1519829391.0,ok,0.0,16631.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-28 14:50:36.032521,21457,26.0
2018-02-28 22:19:37.594078,stampede_normal,1519856803.0,0.0,16.0,main_w3_handler2,3447008,18555705,False,,18555705,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34129811}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34129905}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519856410.0,ok,0.0,4658569.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-28 22:27:04.548546,91803,393.0
2018-02-28 22:19:38.725840,stampede_normal,1519856803.0,0.0,16.0,main_w4_handler2,3447008,18555706,False,,18555706,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,2,,"['name1', 'start1', 'end1', 'name2', 'start2', 'end2']",general_full,,"[{'src': 'hda', 'id': 34129811}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34129906}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4647218,fasta,,43051392,1519856418.0,ok,0.0,4683028.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-02-28 22:27:03.314931,91803,385.0
